protein,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24
O14210,-0.0157952,0.0105184,0.0681724,-0.0731773,-0.0880687,-0.0716536,-0.0935899,-0.00331802,-0.0728349,0.057794,-0.0185377,0.0878884,0.0125524,0.0966274,0.0433767,0.0333376,-0.0310018,0.0801615,0.0123979,0.0298468,-0.0757344,0.0966956,0.0719855,-0.0467401
O13746,-0.0409884,0.0116662,0.12208,-0.125163,-0.106481,-0.113337,-0.150731,-0.00900975,-0.12039,0.133526,-0.00195133,0.178845,-0.010565,0.170341,0.0489007,0.0800443,-0.0411565,0.122357,0.0270978,0.0222435,-0.109067,0.161677,0.0799173,-0.058862
O13811,-0.038818,0.0060069,0.0913622,-0.065434,-0.107211,-0.0834266,-0.138648,-0.00857384,-0.093771,0.0983766,-0.0117994,0.146545,-0.00876816,0.133355,0.0229686,0.0571323,-0.00153106,0.11043,0.0297832,0.00230999,-0.0619635,0.123633,0.0837688,-0.0350597
Q7LL22,-0.0181555,-0.00906118,0.154128,-0.121458,-0.133347,-0.124955,-0.172269,-0.0122412,-0.1026,0.119924,0.0018685,0.152137,0.00986272,0.155202,0.0375975,0.0762543,-0.00555638,0.11664,0.0302931,0.0230717,-0.110841,0.151939,0.105121,-0.0516938
O60105,-0.0706816,0.0131149,0.200259,-0.191681,-0.187945,-0.164694,-0.249277,-0.0164677,-0.19944,0.211082,-0.0232888,0.263347,-0.0136397,0.266101,0.0728276,0.0976905,-0.0447565,0.215776,0.0270955,0.0483694,-0.171392,0.247162,0.115972,-0.0766707
Q9UU88,-0.0442276,-0.00748369,0.151676,-0.122218,-0.134464,-0.130032,-0.165759,-0.00774145,-0.107964,0.102706,-0.0258793,0.185391,0.0056473,0.180869,0.0496085,0.0647852,-0.026248,0.146103,0.0252602,0.0259491,-0.0959856,0.139295,0.0947442,-0.0480581
P48003,-0.0588695,0.0133043,0.219936,-0.167969,-0.20453,-0.169364,-0.246617,-0.0158881,-0.201323,0.176269,-9.24827e-05,0.268061,-0.00756455,0.250799,0.0796288,0.102175,-0.0279989,0.206178,0.044771,0.0665594,-0.176028,0.216729,0.136671,-0.0925572
P78920,-0.0646118,0.0161053,0.236973,-0.197967,-0.218965,-0.200133,-0.279932,-0.0136136,-0.210446,0.198551,0.00425505,0.277296,0.0161991,0.253864,0.0660846,0.115324,-0.0459646,0.240749,0.0344694,0.034246,-0.158683,0.239732,0.144799,-0.0819723
O43065,-0.0208276,0.00277261,0.0721801,-0.0522888,-0.101245,-0.0604472,-0.0801519,-0.0213686,-0.0530487,0.0489835,-0.00172499,0.112315,-0.000275566,0.0963135,0.0294663,0.0324199,0.00370757,0.0777162,0.014107,0.0390536,-0.0848676,0.0908039,0.0343089,-0.0529666
Q92399,-0.0317617,-0.0189164,0.194537,-0.164975,-0.176979,-0.163129,-0.220978,0.00179065,-0.154578,0.162327,0.00255449,0.254518,0.018843,0.205904,0.0595079,0.0864662,-0.0234129,0.185002,0.0303778,0.0509785,-0.140207,0.188243,0.137989,-0.065774
O60094,-0.041319,-0.00249105,0.137204,-0.107997,-0.146493,-0.110217,-0.182215,-0.0243381,-0.112333,0.109809,-0.010978,0.162382,0.0242954,0.162842,0.0523626,0.0859071,-0.0146352,0.119952,0.0109874,0.051749,-0.12366,0.139778,0.103419,-0.0641505
P40923,-0.022592,-0.0188466,0.156462,-0.146608,-0.161085,-0.137712,-0.200545,0.00498665,-0.156252,0.160474,-0.00946474,0.193399,-0.0152886,0.19152,0.0711077,0.0776516,-0.00879985,0.174137,0.0411125,0.0531968,-0.147376,0.196072,0.113646,-0.0420961
Q09748,-0.0435617,0.016139,0.102229,-0.10931,-0.0964154,-0.107296,-0.140363,-0.00951904,-0.086527,0.0851976,0.00855024,0.1366,-0.00743444,0.147976,0.0489286,0.0432439,-0.00470633,0.10243,0.0302186,0.0269739,-0.10376,0.128114,0.0544221,-0.0441122
O94387,-0.0170655,-0.0193934,0.0735142,-0.0462312,-0.0791023,-0.0434914,-0.0731861,0.00456935,-0.0683436,0.0747672,-0.0231666,0.111341,-0.00723611,0.114836,0.00939771,0.0209748,-0.0266652,0.0691155,0.0174105,0.0149004,-0.0683651,0.0746869,0.0365526,-0.0415103
P49777,-0.0699198,0.00417906,0.209544,-0.159327,-0.193182,-0.14932,-0.262534,-0.0166374,-0.178165,0.164323,-0.0178521,0.277254,0.0108633,0.259573,0.0663987,0.083828,-0.0487843,0.225546,0.0512795,0.0503844,-0.187922,0.238673,0.151086,-0.0625307
Q92373,-0.0446119,0.0173814,0.127567,-0.111673,-0.138494,-0.104141,-0.144783,0.00533012,-0.0896572,0.106619,-0.0129767,0.156428,0.0164062,0.153629,0.0605121,0.0371288,-0.022409,0.102745,0.0125153,0.0301505,-0.0843047,0.132687,0.0952392,-0.0431844
P40984,-0.0405488,-0.0170346,0.15182,-0.11531,-0.12115,-0.104284,-0.167036,-0.00276806,-0.108806,0.123886,0.00204878,0.193611,-0.00767233,0.14683,0.0382421,0.0780585,-0.0340154,0.139969,0.0441528,0.0302435,-0.102706,0.141254,0.0973176,-0.0522957
O60132,-0.0429016,0.00520557,0.167083,-0.12987,-0.1716,-0.151964,-0.208451,0.0123476,-0.132824,0.142703,-0.0129471,0.208994,0.0201769,0.196738,0.0371044,0.0730329,-0.00747133,0.181262,0.0228561,0.0498834,-0.139163,0.188126,0.11063,-0.0552245
P0CT72,-0.0143914,0.0143837,0.128325,-0.108321,-0.11088,-0.102589,-0.1669,0.0128616,-0.105288,0.104073,-0.0073567,0.162124,0.0187239,0.155192,0.0334559,0.0404355,-0.0234361,0.104278,0.0362634,0.00930998,-0.0836203,0.145402,0.0781462,-0.0561097
O94363,-0.0308258,0.0120405,0.130701,-0.104632,-0.159051,-0.107502,-0.166666,-0.00872706,-0.138741,0.127301,-0.00801564,0.175317,0.0215441,0.18797,0.0551501,0.0541356,-0.0391249,0.145438,0.0182563,0.0255018,-0.117232,0.147557,0.0937308,-0.0502002
Q9P7Y9,-0.0539468,-0.0212757,0.201064,-0.151903,-0.197806,-0.163186,-0.212115,0.00294483,-0.16861,0.144493,-0.000301912,0.229743,0.00688061,0.206011,0.0549479,0.101648,-0.0114228,0.188261,0.0172743,0.0540189,-0.13724,0.18578,0.130054,-0.0523533
Q10318,-0.0389783,0.00549223,0.0980383,-0.0566184,-0.0812562,-0.084554,-0.106844,0.000751034,-0.0979445,0.0752975,-0.00228043,0.108115,0.00214857,0.120502,0.0311478,0.0571664,-0.00464636,0.0888596,0.00306601,0.0367982,-0.0574661,0.11663,0.0568242,-0.0279811
O13802,-0.0373054,-0.0207683,0.144746,-0.128744,-0.148537,-0.136319,-0.175369,-0.00807076,-0.142902,0.113656,0.00207574,0.180641,0.0084641,0.189607,0.0307387,0.0849647,-0.0160268,0.15872,0.0422132,0.0244489,-0.124149,0.163055,0.0934748,-0.0466552
O94276,-0.0779905,-0.00131806,0.292628,-0.232955,-0.272326,-0.223937,-0.312509,-0.00778908,-0.258345,0.218868,-0.00354281,0.345516,0.0296337,0.334479,0.103354,0.133055,-0.040851,0.249311,0.0554472,0.0594465,-0.20106,0.281656,0.180639,-0.106923
O74910,-0.0698639,0.0146557,0.198775,-0.189768,-0.223447,-0.178671,-0.240176,0.0067268,-0.181527,0.189316,-0.0114922,0.244455,0.028716,0.229829,0.0541708,0.108913,-0.0391118,0.190829,0.0551852,0.0312569,-0.157069,0.220949,0.127389,-0.0767352
O94729,-0.0463784,0.00322271,0.126698,-0.116173,-0.11759,-0.0985752,-0.125781,-0.000144757,-0.0882715,0.106671,-0.0250329,0.15038,0.00948238,0.124966,0.0595108,0.0407606,-0.0289941,0.12704,0.00988163,0.0313103,-0.102826,0.130856,0.0631062,-0.0527991
O74184,-0.0467409,0.0070846,0.177507,-0.154128,-0.184182,-0.165002,-0.211804,-0.00101887,-0.184324,0.159391,0.00923304,0.216991,-0.00920092,0.222541,0.076933,0.0907201,-0.023114,0.197386,0.044142,0.059605,-0.163636,0.213748,0.12161,-0.0736242
Q9P4W7,-0.0338524,0.0172222,0.181097,-0.137357,-0.159005,-0.135274,-0.189613,0.00920974,-0.139045,0.153093,-0.0281596,0.189298,0.0085556,0.189716,0.0578834,0.0926296,-0.0273369,0.152854,0.0150304,0.055979,-0.139372,0.183305,0.0903409,-0.068349
Q09786,-0.0492384,0.00815895,0.140784,-0.105818,-0.11159,-0.093943,-0.166309,0.00769157,-0.0995425,0.103836,-0.00480336,0.148956,0.0105401,0.159808,0.0440708,0.0534037,-0.035311,0.13479,0.0154192,0.0174717,-0.0872454,0.141254,0.095841,-0.0424931
Q9USK2,-0.0487792,0.00670426,0.112108,-0.0866539,-0.122692,-0.0906562,-0.12171,0.00163679,-0.116523,0.0852419,0.0137229,0.132428,0.00598414,0.141869,0.0269076,0.0574123,-0.00832994,0.10601,0.0203534,0.0238156,-0.0850808,0.108602,0.0538109,-0.030477
O60137,-0.0480028,0.00284645,0.198414,-0.176778,-0.173656,-0.144094,-0.240323,-0.0109932,-0.179469,0.154159,-0.0092156,0.249783,-0.00177777,0.249588,0.0514202,0.105087,-0.0180731,0.217108,0.0178853,0.0491671,-0.157181,0.20442,0.146183,-0.0939748
O74861,-0.0860265,-0.00620321,0.30091,-0.2413,-0.283104,-0.219001,-0.330497,0.0107559,-0.256709,0.240641,-0.012928,0.351724,0.0252238,0.318157,0.0908325,0.133285,-0.0492594,0.29071,0.0553778,0.0722484,-0.195979,0.291067,0.162478,-0.114091
Q9USM1,-0.0340265,-0.00853274,0.146581,-0.106226,-0.149896,-0.110685,-0.187166,-0.0129976,-0.120583,0.111973,0.0076279,0.170675,-0.00421268,0.159665,0.0420136,0.0840774,-0.0302949,0.124448,0.0369219,0.0427742,-0.107601,0.164735,0.101133,-0.0495543
Q09728,-0.0550756,-0.0175567,0.225344,-0.189601,-0.217233,-0.192839,-0.270075,0.00112469,-0.175859,0.17169,-0.00442171,0.253616,0.0201613,0.26366,0.0594345,0.115824,-0.0362115,0.227947,0.0179179,0.0613429,-0.148452,0.232299,0.149561,-0.0810549
O14235,-0.0232056,0.0161224,0.130881,-0.107432,-0.132578,-0.128615,-0.182185,-0.00404585,-0.120858,0.123545,-0.00312162,0.187452,0.0172411,0.170319,0.0639233,0.0838001,-0.0395346,0.153567,0.0272782,0.0302923,-0.10207,0.140121,0.0922279,-0.0337397
O42854,-0.0171613,0.000242854,0.108331,-0.079117,-0.0952075,-0.0791013,-0.11726,0.00918324,-0.110973,0.0816649,0.00333038,0.149895,-0.00173595,0.137343,0.0595895,0.0690317,-0.0311372,0.0980208,0.0105152,0.0135044,-0.0683085,0.109941,0.0785636,-0.0383874
P87140,-0.0362679,-0.0164694,0.125527,-0.105362,-0.143164,-0.113451,-0.147379,-0.0148281,-0.102794,0.119153,-0.0106504,0.162825,0.00430285,0.151734,0.0617299,0.0794725,-0.0239252,0.147861,0.0113528,0.0413389,-0.090023,0.159897,0.085847,-0.0455339
Q9P784,-0.0499956,-0.00394985,0.175446,-0.133485,-0.163396,-0.157671,-0.22783,-0.0238257,-0.159617,0.176429,0.00197637,0.213764,-0.0109294,0.212547,0.0750925,0.0884503,-0.0174797,0.153404,0.0316098,0.0360452,-0.117594,0.201064,0.0937974,-0.0659223
Q10059,-0.0344524,-0.0173186,0.185524,-0.155039,-0.178591,-0.12029,-0.210517,0.00719168,-0.147355,0.145195,-0.0154209,0.19115,0.00545352,0.189765,0.0385959,0.0599222,-0.0333164,0.180169,0.0338502,0.0472236,-0.106773,0.185449,0.117285,-0.0709864
Q09196,-0.0545864,0.0118469,0.234985,-0.199434,-0.257699,-0.1994,-0.285621,-0.00111157,-0.226749,0.237366,-0.00746865,0.326993,0.0148666,0.282773,0.0849296,0.0991528,-0.0204388,0.265832,0.0445167,0.0703795,-0.192204,0.268713,0.158866,-0.0952165
P27638,-0.0376401,0.0106089,0.153831,-0.144904,-0.180919,-0.138213,-0.180718,0.00473873,-0.162166,0.145993,-0.00551599,0.226514,0.0119224,0.213204,0.0695635,0.0619665,-0.0140816,0.165436,0.0177694,0.040463,-0.121194,0.174676,0.111026,-0.070469
Q10243,-0.0611011,0.00893981,0.195449,-0.170957,-0.191502,-0.145055,-0.216758,-0.0066549,-0.187438,0.160167,-0.0178282,0.220848,-0.00319562,0.234381,0.0711809,0.0801079,-0.0199209,0.188009,0.0496463,0.0462301,-0.127152,0.189136,0.108435,-0.0795116
O94655,-0.0570723,-0.0193105,0.313491,-0.242897,-0.282802,-0.234762,-0.337282,0.0058258,-0.278861,0.267642,-0.0102481,0.360197,0.00932748,0.328714,0.0906882,0.123664,-0.0241226,0.31184,0.0634135,0.0876432,-0.231701,0.318663,0.174004,-0.130242
O94281,-0.0235887,0.010927,0.0900899,-0.0854864,-0.0793621,-0.0588098,-0.113408,-0.00971874,-0.0812966,0.0741738,-0.0197415,0.114395,-0.00683295,0.0963914,0.0347189,0.0309038,-0.0239395,0.088546,0.0225856,0.0218024,-0.0744178,0.103773,0.0637074,-0.0297168
O42935,-0.0360706,0.000806763,0.118554,-0.114318,-0.119464,-0.0829898,-0.129932,-0.0191425,-0.100244,0.112197,-0.010889,0.153104,0.00367072,0.142584,0.0470789,0.0522485,-0.0124325,0.14453,0.0417102,0.023657,-0.0896753,0.150536,0.0993221,-0.0525127
O60079,-0.0673053,-0.0173225,0.217276,-0.18623,-0.211756,-0.16846,-0.253433,-0.00538269,-0.187686,0.164427,-0.0288494,0.274023,0.0219582,0.238252,0.0875857,0.106467,-0.0214355,0.228213,0.0267361,0.0562053,-0.177996,0.211397,0.13189,-0.0782335
O94308,-0.0633282,-0.0219422,0.193114,-0.153571,-0.18837,-0.173499,-0.206944,0.00913428,-0.162073,0.166731,-0.0135979,0.239059,0.0220378,0.228113,0.0539311,0.0982732,-0.048035,0.201308,0.0245782,0.0392195,-0.143856,0.189432,0.119718,-0.0508099
Q09772,-0.0661716,-0.00490218,0.212565,-0.189794,-0.200232,-0.156159,-0.244685,0.00543953,-0.179956,0.190878,-0.00120778,0.253198,0.0291191,0.23454,0.078837,0.0857295,-0.0145555,0.194593,0.0285071,0.0646945,-0.158055,0.213331,0.151097,-0.0616672
Q9P7N3,-0.0618155,0.0043206,0.170728,-0.128389,-0.186259,-0.152056,-0.225525,-0.017457,-0.13685,0.134758,-0.0196375,0.232297,-0.00305013,0.18622,0.0499224,0.0732408,-0.0145666,0.186891,0.0266462,0.022896,-0.136132,0.194823,0.118238,-0.0686593
P36581,-0.028042,-0.0106129,0.192499,-0.169938,-0.181251,-0.146814,-0.252906,-0.0161181,-0.173107,0.1752,-0.0283041,0.238587,0.0129268,0.232404,0.0859357,0.107589,-0.0131126,0.179367,0.0223234,0.0542838,-0.163774,0.229036,0.113987,-0.0931437
P36626,-0.0359008,0.00575052,0.243653,-0.179457,-0.220891,-0.191278,-0.249457,-0.0201246,-0.19127,0.182807,0.00551047,0.298283,0.00473406,0.255977,0.0926121,0.10374,-0.0288721,0.240839,0.0569038,0.0614384,-0.183488,0.250899,0.119001,-0.0853415
O14161,-0.0341028,-0.00862391,0.151908,-0.104328,-0.146855,-0.105822,-0.176732,0.0137003,-0.119574,0.105709,0.0102422,0.161798,-0.0110381,0.15619,0.0596308,0.0462182,-0.0171406,0.137625,0.0221691,0.0425091,-0.105136,0.129686,0.0781595,-0.0500821
O74483,-0.0342734,-0.0101256,0.101346,-0.0845245,-0.0990218,-0.0863449,-0.103851,-0.0166696,-0.0984297,0.0837778,0.000347016,0.129955,0.0126976,0.123788,0.0490392,0.0614472,-0.000531708,0.0746012,0.00139076,0.0278387,-0.0563689,0.108357,0.0514643,-0.0195976
O43063,-0.0345337,-0.00859852,0.152295,-0.119475,-0.141237,-0.111718,-0.158425,0.0029981,-0.112424,0.148363,0.0123472,0.162804,-0.0105507,0.166967,0.0493401,0.0693444,-0.0261105,0.139013,0.0154847,0.0332556,-0.132453,0.148444,0.0985808,-0.0614999
P31209,-0.0209148,-0.0149815,0.165481,-0.139554,-0.150107,-0.121902,-0.22372,-0.00365397,-0.16995,0.166085,0.00379152,0.202281,0.0137277,0.207833,0.0474444,0.0811222,-0.0165965,0.182591,0.025899,0.0510057,-0.11819,0.210757,0.111119,-0.0484889
Q9UT93,-0.0361841,-0.00493539,0.130529,-0.0971549,-0.124586,-0.0953075,-0.155431,-0.011696,-0.0979828,0.104053,0.00506859,0.14379,0.0138336,0.156569,0.0236326,0.0674611,-5.99048e-05,0.100473,0.0338546,0.0132493,-0.10033,0.135742,0.0752134,-0.0520488
O14008,-0.0544126,-0.0156182,0.234234,-0.158042,-0.185533,-0.164352,-0.233755,-0.0275237,-0.184176,0.200643,-0.0203002,0.261532,-0.00571955,0.234495,0.0803152,0.117423,-0.0501598,0.18917,0.0377059,0.0390523,-0.180256,0.233802,0.114094,-0.061169
O94550,-0.00391214,0.00639079,0.0847283,-0.0920523,-0.0790489,-0.0568746,-0.131873,-0.000181113,-0.0703567,0.0692831,-0.0184572,0.130481,-0.0140641,0.117565,0.0320917,0.0278088,-0.0181193,0.0774516,0.0233415,0.0150923,-0.0680146,0.0878118,0.0686888,-0.0469787
O94629,-0.054289,-0.0237312,0.199959,-0.164719,-0.169804,-0.158271,-0.234015,0.00851369,-0.16532,0.147647,-0.0164723,0.225945,0.00539039,0.219951,0.0786611,0.10954,-0.0418438,0.180489,0.0252194,0.031109,-0.146617,0.211475,0.105627,-0.0875584
O42947,0.000268871,0.014051,0.094325,-0.0725051,-0.0760051,-0.0701744,-0.104429,0.00713427,-0.0847378,0.0882918,-0.0250784,0.103327,-0.00439076,0.0802618,0.036913,0.0437086,-0.0212458,0.101109,0.0137952,0.0189907,-0.047908,0.0745787,0.0366605,-0.0337994
Q09127,-0.0404526,-0.00475748,0.0939399,-0.112995,-0.11916,-0.0733337,-0.130135,-0.0150664,-0.114075,0.0966545,-0.00317998,0.153246,-0.0033254,0.142194,0.0183593,0.0390578,-0.00681683,0.127653,0.0201894,0.0401531,-0.0912278,0.133336,0.0543013,-0.0342514
O13974,-0.0816104,0.00585676,0.252142,-0.20246,-0.21339,-0.205502,-0.278491,-0.0265021,-0.221974,0.224916,-0.0333821,0.302807,0.00617691,0.284237,0.0898294,0.114168,-0.0311438,0.237699,0.0504205,0.0566376,-0.201827,0.24344,0.130463,-0.0783767
P08647,-0.0421789,-0.0060715,0.201525,-0.145504,-0.204737,-0.166435,-0.225663,-0.021021,-0.172127,0.169486,-0.00658742,0.247306,0.0220918,0.245622,0.058968,0.109101,-0.0260308,0.19081,0.0291382,0.0640608,-0.171547,0.195953,0.114423,-0.0943892
Q9P7X1,-0.0380365,0.012184,0.0889735,-0.0543007,-0.0837291,-0.0587789,-0.0791485,-0.013596,-0.0523973,0.0536234,0.000580972,0.0814599,0.00919763,0.110022,0.0286529,0.0380123,-0.0293348,0.0574888,-0.00714939,0.0366103,-0.0810723,0.0870923,0.0590036,-0.0198685
O13774,-0.0126209,0.0055357,0.0975675,-0.0671924,-0.0692207,-0.0812368,-0.0774278,-0.0220877,-0.055439,0.0724483,-0.00436912,0.102322,0.0212141,0.10097,0.0483309,0.0556615,-0.0191466,0.069239,0.0237924,0.0361486,-0.0682754,0.097605,0.0297421,-0.0301512
Q9HDV4,-0.04689,0.0159594,0.20283,-0.168972,-0.177356,-0.146842,-0.248176,-0.00745126,-0.175023,0.16748,-0.0149895,0.241346,0.00823809,0.21373,0.0818815,0.0785858,-0.0311764,0.209135,0.0151454,0.0590381,-0.145577,0.186964,0.121965,-0.0799752
Q10077,-0.0531769,-0.00984184,0.224942,-0.183366,-0.224978,-0.165504,-0.264229,-0.0149038,-0.176725,0.179823,-0.00492342,0.267906,-0.00736238,0.255817,0.0716723,0.118855,-0.0439562,0.230611,0.0274455,0.0372319,-0.161789,0.224955,0.121916,-0.0685087
Q9P6L2,-0.0427298,0.0145054,0.220717,-0.180667,-0.19771,-0.175337,-0.251094,-0.0216073,-0.163297,0.189991,-0.0310979,0.250785,0.00429256,0.219927,0.0723479,0.0785044,-0.0268466,0.211014,0.0279269,0.0358518,-0.158591,0.205067,0.11936,-0.0755115
O14185,-0.0595032,-0.0107146,0.201925,-0.149658,-0.168997,-0.151286,-0.245161,-0.000706962,-0.167005,0.1514,-0.0145082,0.238808,0.0201224,0.243481,0.0589083,0.11182,-0.0463514,0.214095,0.0327422,0.0326638,-0.142741,0.228122,0.12361,-0.0677726
Q9UT97,-0.0319553,-0.0197716,0.213264,-0.1642,-0.178587,-0.167961,-0.2117,0.0090546,-0.189993,0.15171,0.00390736,0.238419,0.00314002,0.223793,0.0757164,0.0790778,-0.0149861,0.203719,0.0138174,0.0279479,-0.151989,0.22293,0.140285,-0.0561956
O13966,-0.0409864,-0.0121532,0.14918,-0.119317,-0.153113,-0.123621,-0.17942,-0.0121474,-0.142077,0.119949,0.00229133,0.182906,0.0156103,0.158432,0.0387161,0.064099,-0.00707221,0.145519,0.0440463,0.0543328,-0.134491,0.164942,0.095842,-0.0716456
Q9P3E5,-0.041208,0.0122375,0.123819,-0.0944619,-0.127228,-0.120021,-0.168269,-0.00579063,-0.112523,0.0903038,-0.0208777,0.14272,-0.00107136,0.153863,0.0623297,0.0506812,-0.0321679,0.136728,0.0452277,0.0274947,-0.0828136,0.141081,0.105681,-0.0474205
Q9UUA2,-0.0538215,-0.00880969,0.127897,-0.139701,-0.139832,-0.127828,-0.167623,-0.0122072,-0.112827,0.113987,-0.0207055,0.198178,0.00491117,0.177018,0.070032,0.0759894,-0.00254306,0.123001,0.0418567,0.0193595,-0.13657,0.146188,0.0850364,-0.0370087
Q10429,-0.0330703,0.00846827,0.151056,-0.118032,-0.175588,-0.13045,-0.190059,-0.00961464,-0.160682,0.14566,-0.0196098,0.19376,0.0203345,0.188976,0.062382,0.0643697,-0.0117761,0.172017,0.0340823,0.0411981,-0.119251,0.16563,0.0943369,-0.0701842
O13914,-0.0233928,-0.0100616,0.125998,-0.118514,-0.120335,-0.126842,-0.173468,0.00868602,-0.140239,0.121387,-0.00204728,0.148608,0.0115512,0.161008,0.0529533,0.0605975,-0.0393998,0.133845,0.00154912,0.0409793,-0.114141,0.1448,0.0866579,-0.0383878
Q9UT35,-0.00640851,0.0014612,0.0893618,-0.0838155,-0.118782,-0.079192,-0.125713,-0.0165863,-0.085868,0.0713839,-0.023548,0.122167,-0.0117743,0.137457,0.0393866,0.0665961,0.00540784,0.111878,0.028975,0.0143214,-0.0910144,0.099088,0.069476,-0.0435344
O42841,-0.0126918,-0.013568,0.122898,-0.110499,-0.129807,-0.110837,-0.131506,-0.00850654,-0.0910654,0.124811,0.00450677,0.149287,-0.0161704,0.130573,0.0340655,0.0600069,-0.025862,0.106394,0.0193458,0.0488778,-0.0932794,0.11689,0.0933974,-0.0456765
P0CY14,-0.0512364,-0.0193173,0.165761,-0.11345,-0.16163,-0.100929,-0.183203,0.00326934,-0.138912,0.117074,-0.017606,0.19177,0.0138277,0.159076,0.0379692,0.0614895,-0.00163964,0.138801,0.00516945,0.0443315,-0.122815,0.176327,0.104181,-0.0615216
P36631,-0.0451828,0.00355753,0.247507,-0.226135,-0.269776,-0.202698,-0.322384,0.012111,-0.220462,0.229643,-0.0342473,0.299476,0.0132099,0.294114,0.0794979,0.131931,-0.0448522,0.249167,0.065028,0.0610682,-0.20092,0.294154,0.149941,-0.0997815
P08092,-0.0747881,-0.0126776,0.281057,-0.241226,-0.254181,-0.215659,-0.331006,-0.0187923,-0.224092,0.229722,-0.00763491,0.360969,-0.00799709,0.302165,0.0966945,0.125892,-0.0239744,0.25712,0.0626764,0.0559911,-0.225144,0.296628,0.170308,-0.124002
Q10330,-0.0142241,-0.0201756,0.119048,-0.113065,-0.131959,-0.097802,-0.123897,0.00770476,-0.0905338,0.0988743,-0.0253102,0.16781,0.0136806,0.148248,0.0220192,0.0447508,-0.0282488,0.115837,0.0243561,0.0342466,-0.0795286,0.111059,0.0572199,-0.0527701
O60153,-0.0402453,-0.0131868,0.139228,-0.123862,-0.125653,-0.107571,-0.188202,-0.0108404,-0.137502,0.141445,0.00566204,0.201574,0.0282859,0.183282,0.0604175,0.0512749,-0.0285351,0.12287,0.0070623,0.0347808,-0.125275,0.171031,0.105711,-0.0662269
O43059,-0.0332642,-0.0163568,0.196663,-0.161352,-0.17606,-0.132651,-0.237593,0.000580595,-0.152598,0.182162,-0.0317538,0.233765,0.0272856,0.231502,0.0830969,0.0934947,-0.0248507,0.193295,0.0183027,0.0601019,-0.156291,0.206251,0.114863,-0.065741
O14329,-0.0629796,0.00961083,0.229388,-0.17518,-0.221057,-0.161044,-0.259622,0.0108836,-0.170119,0.191414,-0.00977767,0.26376,0.00487995,0.241075,0.0891333,0.113685,-0.0442138,0.207427,0.040263,0.0307106,-0.180461,0.215257,0.128373,-0.0713171
Q9HGQ3,-0.0687014,-0.00904325,0.214407,-0.175039,-0.214106,-0.197821,-0.273858,-0.00596768,-0.172612,0.188801,0.000301969,0.258744,0.0209805,0.257567,0.0858432,0.113156,-0.038912,0.205014,0.0552233,0.0415029,-0.185034,0.230393,0.148753,-0.0931656
P78972,-0.0464346,0.0129775,0.166615,-0.162109,-0.163744,-0.130457,-0.206931,-0.0107866,-0.177266,0.152501,0.00126409,0.226303,-0.00756015,0.213645,0.0668893,0.090881,-0.0278028,0.179039,0.0420467,0.0318467,-0.135573,0.189512,0.0950941,-0.0601719
Q10361,-0.0666415,0.0036116,0.2192,-0.175356,-0.204912,-0.157464,-0.281041,-0.0245796,-0.179389,0.181845,-0.0183925,0.260716,0.0276572,0.279196,0.0637551,0.0807009,-0.0502135,0.242914,0.0304212,0.0354245,-0.19467,0.252522,0.118744,-0.0643452
O14026,-0.05266,-0.0227553,0.15738,-0.141838,-0.136068,-0.148739,-0.168214,-0.016237,-0.158232,0.142527,0.00789458,0.210839,0.0159604,0.194966,0.0745069,0.0776077,-0.0334341,0.171579,0.0177899,0.0393549,-0.126015,0.173401,0.0909085,-0.0495134
O14174,-0.0550837,0.0165532,0.188551,-0.163712,-0.174022,-0.137827,-0.204303,0.00362996,-0.152626,0.154344,-0.0316029,0.232482,0.00964301,0.220938,0.0616927,0.0702028,-0.0435076,0.159607,0.0325186,0.0202404,-0.126039,0.203477,0.100121,-0.0838798
O74454,-0.0203638,-0.000675696,0.120371,-0.103154,-0.11813,-0.104622,-0.118424,-0.0065631,-0.080668,0.0953677,-0.0219819,0.123939,-0.00639358,0.11588,0.0480444,0.0625942,-0.0105532,0.130465,0.0152805,0.0116371,-0.0893336,0.120424,0.0575981,-0.0289503
Q8WZK0,-0.0351222,0.00650479,0.164961,-0.158112,-0.140869,-0.128162,-0.186832,0.015344,-0.146418,0.126697,-0.0112814,0.19438,0.0231866,0.19284,0.0436033,0.0602916,-0.0438154,0.184219,0.0357294,0.0282332,-0.14016,0.190058,0.0847234,-0.0752125
O94278,-0.0187783,-0.0149132,0.0827731,-0.0797402,-0.105678,-0.0911161,-0.12186,0.00428037,-0.0607497,0.0761405,-0.00591386,0.111375,0.0187549,0.110242,0.0365177,0.0424621,-0.0240381,0.097941,0.0308917,0.00946592,-0.0830011,0.0755046,0.0727146,-0.0511377
Q9US45,-0.0403281,0.0157817,0.141037,-0.124376,-0.140061,-0.0984127,-0.16571,0.0160381,-0.121452,0.102239,-0.0203397,0.185573,0.00565262,0.179832,0.0386632,0.0505246,-0.00962121,0.117869,0.0221093,0.0503048,-0.122883,0.128237,0.0778248,-0.0571138
