protein,dim1,dim2
Q09697,-0.641925,-0.189636
O42854,-0.466809,-0.288396
Q10104,-0.54143,-0.426458
Q92352,-0.537349,-0.319505
Q10366,-0.69644,-0.163122
O43079,-0.628981,-0.379676
Q09848,-0.443537,-0.250287
Q9URW9,-0.353759,-0.0868163
O74875,-0.358139,0.00805094
O60185,-0.929898,-0.078844
Q10199,-0.269934,-0.142708
Q9Y7N2,-0.533832,0.019998
O74439,-0.248959,-0.156655
O59791,-0.821274,-0.291055
P87243,-0.635185,-0.294984
O14354,-0.232554,-0.26359
Q9UUG1,-0.446802,-0.284132
Q9P5N2,-0.350979,-0.178948
Q09741,-0.806873,-0.114191
O42868,-0.373898,-0.215023
Q7LL15,-0.405702,-0.456598
Q9HGM8,-0.652371,-0.01864
Q9UTP3,-0.503013,-0.391612
Q9UQY9,-0.651866,-0.222241
Q9Y7J1,-0.553232,-0.622764
P40977,-0.449171,-0.220218
P78820,-0.3057,-0.154705
Q10136,-0.478014,-0.355833
O42826,-0.254276,-0.354604
Q9UTR4,-0.554845,-0.521613
Q92375,-0.805679,-0.102009
P87049,-0.675392,-0.154158
O74456,-0.912558,-0.789906
O94640,-0.556149,0.017001
P40899,-0.341276,-0.186556
O14043,-0.537982,-0.0513713
P59289,-0.392893,-0.24592
O74548,-0.281609,-0.0992098
Q9UTQ0,-0.25664,-0.141632
Q09820,-0.483887,-0.104664
P87115,-0.409907,-0.106336
P18869,-0.236152,-0.128992
O74385,-0.323223,-0.398808
P0CAN8,-0.393088,-0.222019
Q9UT49,-0.69141,-0.266894
O13784,-0.568041,-0.147416
Q12701,-0.669152,-0.401676
O94533,-0.531296,-0.339232
P87150,-0.315357,-0.443772
O94359,-0.40816,-0.141972
P87216,-0.523095,-0.211694
O14114,-0.182958,-0.226855
Q9UT44,-0.27573,-0.247014
Q10364,-0.386032,-0.118825
O94403,-0.383872,-0.216608
Q9URY0,-0.217914,-0.00999907
O74400,-0.470513,-0.00272011
O60119,-0.449022,0.0821129
O94722,-0.850372,-0.218434
Q09191,-0.728682,-0.411027
O13310,-0.683593,-0.114464
O74862,-0.36183,-0.333378
Q9Y823,-0.63942,-0.0592344
O94676,-0.355765,-0.0463879
Q9Y7Y3,-0.0784119,-0.0987414
P52808,-0.369598,-0.31335
Q9P7L3,-0.769266,-0.160868
P78759,-0.469946,-0.244982
Q9UUI7,-0.272754,-0.0652869
P79063,-0.658515,-0.103673
O74718,-0.683487,-0.517146
Q9P7X1,-0.232681,-0.338334
Q9P774,-0.482525,-0.13035
O74547,-0.369195,-0.0367765
P47943,-0.499023,-0.133732
Q9Y7K9,-0.41489,-0.0547366
P17871,-0.344836,-0.390416
O42649,-0.572015,-0.111501
P78794,-0.599074,-0.0843734
O42658,-0.658041,-0.44129
P87060,-0.574096,-0.545086
O13985,-0.561079,-0.463411
Q9Y8G3,-0.429493,-0.166
P36618,-0.609687,-0.0707037
Q9UUB5,-0.581974,-0.0306679
P39825,-0.354229,-0.516593
O74778,-0.778286,-0.0999828
Q11118,-0.541599,-0.288761
P30290,-0.560612,-0.350187
Q9P6M3,-0.531621,0.0251951
O13339,-0.636696,-0.166061
O74804,-0.757663,-0.262335
P36632,-0.338467,-0.0998838
O59704,-0.402227,-0.152671
O14023,-0.642655,-0.114251
Q9C0Z1,-0.0495068,-0.319926
Q9US22,-0.466485,-0.03612
O43019,-0.384691,-0.347111
O14229,-0.795661,-0.475665
Q09689,-0.443888,0.101492
Q9UTE3,-0.543075,0.0519781
O74894,-0.603443,-0.408002
Q9US51,-0.784273,-0.377321
P36627,-0.375265,0.0425754
Q9USR1,-0.413099,-0.362479
Q10168,-0.147655,-0.343914
P79009,-0.292634,-0.267332
O14010,-0.369134,-0.407436
P87123,-0.723756,-0.451493
O94308,-0.605863,-0.1973
O14134,-0.454754,-0.366562
O42874,-0.772634,-0.13553
Q9P3U8,-0.499069,-0.22628
O94276,-0.714697,-0.516277
Q9UTA6,-0.440597,-0.0923524
O94313,-0.366803,0.0264212
O13808,-0.462604,-0.340378
O13701,-0.485095,-0.421698
O94621,-0.340013,-0.12938
Q09801,-0.464204,-0.398025
P50524,-0.834998,-0.540652
Q9P7J7,-0.460749,-0.462669
Q10225,-0.403721,-0.179002
Q9P785,-0.409681,-0.0551262
O43063,-0.414631,-0.111623
O74483,-0.296848,-0.0839839
O74965,-0.583826,-0.357739
P0CT65,-0.325526,-0.0117221
O94286,-0.352556,-0.0910348
O14336,-0.372429,-0.29427
P78780,-0.38098,-0.116714
Q9UR09,-0.582644,-0.409103
Q9P797,-0.56493,-0.390628
Q9USQ4,-0.657412,-0.0933119
O59697,-0.196404,-0.241
P17478,-0.435384,-0.296995
Q03319,-0.360177,-0.215364
Q10311,-0.556125,-0.0143224
O14223,-0.477049,-0.314434
Q9P6L2,-0.6622,-0.351596
P87157,-0.34892,-0.180412
Q09731,-0.581048,-0.111305
Q9P7F9,-0.71416,-0.0497123
O74502,-0.250016,-0.294855
Q9HE07,-0.348229,-0.191086
Q09878,-0.243847,-0.16456
O13858,-0.255318,-0.0510614
O74463,-0.496149,0.0324675
O60070,-0.926781,-0.414952
U3H042,-0.614962,-0.216746
Q9P377,-0.380366,-0.128803
Q9P6K0,-0.289364,0.0128249
O94487,-0.563898,-0.0310197
Q9HGP0,-0.41675,-0.266944
P40984,-0.458014,0.0204865
O13798,-0.385228,-0.0192898
O94671,-0.327729,-0.309221
Q9UTE4,-0.458004,-0.537439
Q09799,-0.630887,0.0331623
Q10208,-0.277048,-0.335869
Q9HGN1,-0.763545,-0.100644
O14124,-0.288751,-0.276723
Q9P7M9,-0.779762,-0.0960759
Q9P7B8,-0.434776,-0.133837
Q9UU81,-0.513728,-0.485424
Q9P3E5,-0.269727,-0.321946
Q9HDU8,-0.440651,-0.0961466
O14213,-0.440649,-0.309753
Q8TFH1,-0.390816,-0.368437
Q8TFG6,-0.459749,-0.401108
O42979,-0.728243,-0.345022
O14021,-0.629616,-0.391236
O74635,-0.589851,-0.196104
P37382,-0.762773,-0.536244
Q92344,-0.523453,-0.122828
Q7LL14,-0.492274,0.0714056
O74365,-0.40107,-0.33328
O74462,-0.710615,-0.144695
O74524,-0.194694,-0.23674
O74399,-0.407037,0.0423601
Q9UUG0,-0.239282,-0.253178
O13716,-0.888601,-0.488519
Q9P7Y8,-0.644025,-0.246535
P35669,-0.741078,-0.429489
O13924,-0.409297,-0.265171
Q7LKV3,-0.736733,-0.148096
O59751,-0.449559,-0.44381
O74773,-0.417035,0.0108109
Q92359,-0.206814,-0.154669
O94514,-0.452966,-0.0778315
Q10217,-0.258106,-0.185688
Q9UTB2,-0.317712,-0.30711
Q1MTN3,-0.458357,-0.453872
O13826,-0.695838,-0.0952673
O42923,-0.410275,-0.196175
O14352,-0.73926,-0.199042
Q9P7X6,-0.45043,-0.158384
O74469,-0.472644,-0.143769
O74351,-0.119371,-0.206423
O60072,-0.27856,-0.107692
P04909,-0.386426,-0.312858
P87323,-0.768355,-0.171823
O13742,-0.348151,-0.161058
Q09146,-0.172484,-0.182938
O59770,-0.497727,-0.411727
O94729,-0.478773,-0.227522
Q9USW1,-0.403853,-0.072399
Q9Y884,-0.663109,-0.24631
Q9USG8,-0.394467,-0.289481
O94601,-0.262409,-0.076347
O14089,-0.35208,-0.19783
O60184,-0.220694,-0.390108
O74991,-0.459458,-0.422289
O13945,-0.60093,-0.00128061
O59753,-0.843811,-0.195802
O13983,-0.524645,-0.543957
O13705,-0.567004,-0.316671
O94724,-0.267267,-0.152476
Q9UU93,-0.556551,-0.33871
Q9Y7M1,-0.443913,-0.26569
O74802,-0.696655,-0.166877
Q9Y7Y8,-0.449693,-0.054519
Q9UT73,-0.480512,-0.218596
O74755,-0.245412,-0.123065
P07669,-0.349452,-0.276813
Q9URV2,-0.706754,-0.187165
Q10207,-0.471851,-0.115124
O94715,-0.483105,-0.193088
Q76PC4,-0.378837,-0.0557494
O94529,-0.222701,-0.168668
O94519,-0.38512,-0.0681575
O60143,-0.337334,-0.36856
O14351,-0.796038,-0.297088
Q09130,-0.315299,0.0319975
Q9US59,-0.733561,-0.411289
Q9Y700,-0.356034,-0.0191528
P87244,-0.674705,-0.532117
O94517,-0.593933,-0.433881
Q9HDW7,-0.378262,-0.189947
Q9P3T6,-0.28978,-0.12266
O94328,-0.109371,-0.0238928
O14129,-0.562335,-0.237381
Q9P7W3,-0.357061,-0.10665
Q9Y7X4,-0.323194,-0.170842
O14253,-0.599474,-0.0450514
Q9P7C7,-0.638919,-0.0721338
O13606,-0.775563,-0.158382
O60183,-0.508896,-0.375396
P25457,-0.368144,-0.300181
O94261,-0.71722,-0.253238
O74792,-0.818748,-0.238187
O94241,-0.379688,-0.525603
Q07538,-0.353956,-0.307429
O74759,-0.697942,-0.441318
O94740,-0.434881,-0.122863
O13828,-0.840269,-0.322263
O94752,-0.466151,-0.359919
O74482,-0.300396,-0.165327
P14965,-0.61939,-0.513155
Q9USW5,-0.429857,-0.00267985
O59734,-0.442192,-0.299679
Q9UTR1,-0.528419,-0.179237
P0CT67,-0.239746,-0.399257
B8Y7Y5,-0.164081,-0.207953
O42848,-0.224519,-0.267742
O74978,-0.390213,-0.332962
O42644,-0.484599,-0.169802
Q09717,-0.550699,-0.18404
P28745,-0.732653,-0.432312
Q9UTR9,-0.498348,-0.0432155
O14328,-0.272739,-0.0220001
Q10290,-0.849208,-0.488341
Q9USR5,-0.387237,-0.292623
Q09786,-0.501833,-0.306908
Q09835,-0.473338,-0.128734
O94257,-0.51478,-0.00305005
Q9UTL3,-0.42934,-0.132888
O94550,-0.437357,0.0478452
Q9Y817,-0.516576,-0.0829576
Q9UTG1,-0.641228,-0.315806
Q9USJ6,-0.680797,-0.316005
Q9P6S4,-0.382536,-0.119396
P36604,-0.553714,-0.156824
Q9UT19,-0.341336,-0.399945
O94267,-0.369265,-0.355224
O74761,-0.659845,-0.0676044
O60132,-0.776033,-0.140852
O74460,-0.41655,-0.186854
P41831,-0.420548,-0.0842932
Q09856,-0.502231,-0.262266
O42941,-0.315987,-0.14377
Q9Y7R4,-0.710552,-0.477061
Q9USP1,-0.4073,-0.0281298
P30655,-0.296129,-0.345485
O74350,-0.610724,-0.172
O74424,-0.319357,-0.476798
Q09761,-0.709256,-0.232357
O74441,-0.364875,-0.0287908
O42913,-0.577238,-0.258424
Q9P7K8,-0.314222,-0.321975
Q9UTH5,-0.266615,-0.382295
Q09814,-0.219089,-0.31004
Q9US43,-0.713409,-0.209031
O42945,-0.500605,-0.157889
Q9UT52,-0.687211,-0.341045
O74515,-0.726617,-0.155016
Q9P777,-0.32538,-0.0162454
O14099,-0.35283,-0.0306286
Q8TFH0,-0.0949837,-0.157013
Q9P6K7,-0.402181,0.0467445
P27584,-0.821595,-0.344849
Q9UT85,-0.640267,-0.214347
Q9P7X3,-0.32967,-0.0990474
O36024,-0.729212,-0.202485
Q00619,-0.81612,-0.328216
Q09913,-0.267154,-0.141874
O14154,-0.364292,0.118028
O14308,-0.516078,-0.170416
O13722,-0.492979,-0.264212
P24487,-0.331361,0.0330845
O42844,-0.350645,-0.0715501
O36023,-0.726342,-0.202163
Q10298,-0.230607,-0.298496
O14306,-0.288028,-0.291968
P50521,-0.485201,-0.297354
P87159,-0.354196,-0.28226
O74878,-0.136596,-0.362159
Q10144,-0.224291,-0.131733
Q1MTM9,-0.218943,-0.0942211
C6Y4C3,-0.307109,-0.243249
O94363,-0.294163,-0.302666
Q9USZ7,-0.152026,-0.331542
Q09728,-0.745336,-0.107103
P36599,-0.297728,-0.289238
O59741,-0.262763,-0.279458
Q10106,-0.434394,0.022251
Q9P7R9,-0.426488,-0.387904
Q9US45,-0.50176,-0.128358
O59676,-0.541902,-0.284252
P57728,-0.512201,-0.154173
Q10369,-0.852132,-0.103037
O59835,-0.463884,-0.257465
O94718,-0.574909,-0.279042
P36584,-0.337551,-0.428597
Q9P7P2,-0.564493,-0.368386
O94709,-0.280158,-0.368155
O42841,-0.521324,-0.330974
O14215,-0.615403,-0.48235
O94653,-0.224786,-0.391552
O60077,-0.237628,0.00272047
P87154,-0.769595,-0.45365
Q09188,-0.496894,-0.0463693
P04910,-0.497595,-0.309385
A6X980,-0.603231,-0.0682866
O13914,-0.51332,-0.0072797
O13749,-0.434047,-0.289184
O60158,-0.415019,-0.333595
