gene,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24
P17898,0.0793926,-0.0835041,-0.0964267,-0.0271891,-0.239465,-0.121013,0.066767,0.17617,-0.149452,-0.173648,-0.126912,0.0723859,0.0882313,-0.0602006,0.00579326,0.252906,0.0778117,-0.348017,0.0282648,-0.0310898,0.0877422,-0.164027,-0.119786,-0.0652822
O14324,0.0857213,-0.0476477,-0.0617035,-0.0168626,-0.216688,-0.125482,0.0936641,0.157934,-0.139772,-0.158559,-0.109707,0.0447558,0.0920076,-0.0672713,-0.0198757,0.208916,0.0960619,-0.307301,0.0294784,-0.0264881,0.0764741,-0.146372,-0.109329,-0.0755076
Q05359,0.0620313,-0.0917015,-0.0984612,-0.0369139,-0.247948,-0.143313,0.0596373,0.153328,-0.143652,-0.153692,-0.101592,0.0606517,0.0934224,-0.0525576,0.00908619,0.218944,0.080262,-0.325836,0.00462932,-0.0329398,0.0706878,-0.147921,-0.116422,-0.0642335
P33753,0.0949776,-0.0946021,-0.0727398,-0.00484804,-0.229249,-0.119271,0.0760187,0.160714,-0.162199,-0.169713,-0.121177,0.0565605,0.0688232,-0.0749523,-0.0085074,0.239373,0.104767,-0.319991,0.00310305,-0.0547708,0.0663461,-0.136247,-0.104448,-0.0886772
Q09833,0.0661982,-0.0750412,-0.0678852,-0.0227153,-0.240713,-0.123379,0.0752966,0.181836,-0.165571,-0.177607,-0.124219,0.0778897,0.0626161,-0.0538226,-0.0137436,0.251202,0.0926761,-0.319021,0.0280508,-0.0321561,0.0497342,-0.153899,-0.0889926,-0.0921543
P25808,0.082038,-0.0895174,-0.0920135,-0.00195337,-0.245515,-0.112754,0.0914171,0.166768,-0.162765,-0.17252,-0.116312,0.0427563,0.0792523,-0.0897228,0.00345626,0.232924,0.0625037,-0.289663,0.0232545,-0.0218933,0.0762437,-0.133489,-0.108666,-0.0796547
O74764,0.0686009,-0.063343,-0.0741741,-0.0164574,-0.244272,-0.120942,0.0725842,0.165794,-0.162409,-0.17285,-0.118549,0.0683514,0.0744333,-0.0792339,0.00314817,0.212171,0.0660888,-0.301358,0.00887835,-0.0391809,0.0792095,-0.14015,-0.103633,-0.0778296
Q9USL3,0.082454,-0.064486,-0.086571,-0.0157059,-0.251692,-0.141949,0.108283,0.191516,-0.170128,-0.191239,-0.124707,0.0653234,0.105319,-0.0818376,-0.0215454,0.243308,0.114322,-0.337735,-0.00246191,-0.0297342,0.0553912,-0.159168,-0.107367,-0.0694417
P48526,0.0947245,-0.0712038,-0.110389,-0.0294052,-0.257495,-0.129014,0.116435,0.202821,-0.166835,-0.194456,-0.123258,0.0612826,0.069803,-0.0733936,0.00767713,0.25165,0.0861557,-0.359323,0.0264615,-0.0622333,0.0759286,-0.163624,-0.123125,-0.0726758
Q05029,0.0901168,-0.0568811,-0.0937914,-0.0391196,-0.243873,-0.131535,0.0826366,0.182064,-0.160396,-0.169091,-0.0977842,0.0500757,0.0597222,-0.0518949,-0.0175362,0.235018,0.0846065,-0.290126,0.00356762,-0.0440374,0.0569056,-0.137914,-0.119285,-0.0938195
P87317,0.0687764,-0.0712967,-0.0945163,-0.0202033,-0.241666,-0.105734,0.0808424,0.171881,-0.176709,-0.178344,-0.137172,0.0798309,0.0670801,-0.0846065,-0.018548,0.21331,0.097803,-0.29932,0.0283969,-0.015145,0.0542859,-0.166026,-0.111466,-0.097575
O42963,0.0641037,-0.0786154,-0.0892078,-0.019478,-0.247703,-0.0967173,0.0946041,0.175707,-0.137673,-0.159033,-0.117892,0.0771026,0.0615564,-0.0510931,0.00245704,0.232971,0.0849028,-0.319289,0.00421779,-0.042488,0.0770048,-0.143233,-0.0948616,-0.0526178
P48837,0.0928573,-0.0633209,-0.0697478,-0.0432506,-0.266856,-0.109824,0.0717725,0.177773,-0.15017,-0.169685,-0.145792,0.059815,0.0733846,-0.065061,-0.00881651,0.23531,0.0769267,-0.340337,0.0314923,-0.0422728,0.0676114,-0.15224,-0.105847,-0.0671407
P40493,0.0793139,-0.0930031,-0.0787836,-0.0327916,-0.219062,-0.110365,0.0835193,0.183235,-0.16283,-0.177032,-0.118345,0.0388285,0.0918867,-0.0844294,-0.0137539,0.243318,0.0966215,-0.28976,0.00919832,-0.0363945,0.0417139,-0.160332,-0.121248,-0.0716642
O94480,0.0635554,-0.0715478,-0.0790333,-0.0112807,-0.249261,-0.116733,0.104141,0.17203,-0.145355,-0.174462,-0.106438,0.0632501,0.0795513,-0.0681252,0.00962555,0.225428,0.0857721,-0.33187,0.0156648,-0.0449833,0.0564595,-0.141206,-0.119594,-0.085864
Q08902,0.0899811,-0.0824353,-0.101648,-0.00256557,-0.220468,-0.116969,0.0892086,0.169161,-0.160423,-0.170198,-0.111233,0.0507107,0.0856804,-0.0498532,-0.0197855,0.218948,0.0937521,-0.318789,-0.00573775,-0.0404685,0.0701247,-0.15949,-0.101493,-0.0905833
Q9P6J7,0.082097,-0.0717878,-0.093,-0.00985546,-0.250796,-0.1389,0.100006,0.178279,-0.145465,-0.188148,-0.104006,0.0580996,0.0831346,-0.0538245,-0.0105718,0.254044,0.0833201,-0.303062,0.00769633,-0.0234348,0.0869004,-0.145755,-0.117128,-0.0691643
O74374,0.0796413,-0.0882123,-0.0678701,-0.0274218,-0.249162,-0.140614,0.0790331,0.181382,-0.133642,-0.177363,-0.105286,0.0424539,0.0960469,-0.0783157,0.0144703,0.23126,0.0667536,-0.293655,0.00975508,-0.0560175,0.0578169,-0.144619,-0.119466,-0.0960399
P37012,0.0720884,-0.0549676,-0.0738881,-0.0320126,-0.229547,-0.128187,0.06878,0.150409,-0.157015,-0.149168,-0.112513,0.0306931,0.0840598,-0.0580358,-0.0218753,0.223798,0.0789832,-0.300905,0.0199643,-0.013756,0.0661531,-0.127612,-0.101915,-0.0574128
P38717,0.0897803,-0.0953673,-0.0802212,-0.0272402,-0.230222,-0.150675,0.102894,0.176053,-0.15396,-0.178497,-0.147138,0.0402229,0.0919384,-0.0538905,-0.00167405,0.237621,0.0762655,-0.316976,0.00652859,-0.0402099,0.0678932,-0.141876,-0.127364,-0.0693964
O13818,0.06879,-0.0605628,-0.0705487,-0.00699509,-0.253044,-0.114058,0.0919552,0.189462,-0.1599,-0.189422,-0.126675,0.056581,0.0946763,-0.065807,-0.00539407,0.252564,0.0726588,-0.314314,0.0301256,-0.041513,0.0538125,-0.154166,-0.0869838,-0.0918719
P32803,0.0623337,-0.0830122,-0.10164,-0.028623,-0.241919,-0.112435,0.101653,0.162297,-0.165695,-0.159552,-0.116519,0.0473258,0.0828054,-0.064431,-0.00183773,0.233225,0.105265,-0.333511,-0.000120595,-0.0535326,0.0656584,-0.155616,-0.123917,-0.0988878
Q9P7I9,0.0870391,-0.08007,-0.0816229,-0.0292564,-0.262412,-0.122774,0.0800741,0.181191,-0.14691,-0.173127,-0.112124,0.0429316,0.0713541,-0.0558387,0.0144656,0.243977,0.0774121,-0.312692,-0.00649394,-0.0455895,0.0694639,-0.171416,-0.122012,-0.100603
P34220,0.0601325,-0.0602162,-0.0805553,-0.00189488,-0.227709,-0.127312,0.0849027,0.165893,-0.145811,-0.155562,-0.125282,0.0686396,0.0833915,-0.0592737,-0.0156023,0.227162,0.085771,-0.301499,-0.00862755,-0.0210472,0.0722692,-0.140926,-0.0820077,-0.0547887
Q9UUF1,0.0844544,-0.0587244,-0.0896544,-0.0460765,-0.238697,-0.120115,0.110445,0.18282,-0.150676,-0.171086,-0.129102,0.0727962,0.0987556,-0.0601681,0.0102654,0.234568,0.110066,-0.359212,0.0116313,-0.042733,0.0603054,-0.146587,-0.11214,-0.0719565
P23833,0.0976665,-0.0923916,-0.0778017,-0.0220287,-0.234251,-0.134625,0.0876616,0.168669,-0.179004,-0.166345,-0.132345,0.0506628,0.0986618,-0.0734675,-0.0124031,0.22469,0.101654,-0.315748,0.0197909,-0.0146405,0.0568733,-0.137365,-0.126193,-0.0666381
O42899,0.0739379,-0.0644352,-0.0713906,-0.00790148,-0.243631,-0.147156,0.0854141,0.181269,-0.179387,-0.15595,-0.126403,0.0489505,0.0954901,-0.0769518,-0.016279,0.238927,0.109439,-0.314244,0.030707,-0.0190991,0.0459656,-0.161429,-0.117684,-0.0855564
O74482,0.0919701,-0.0911381,-0.0674101,-0.0329187,-0.229469,-0.124237,0.0802503,0.189558,-0.13481,-0.159848,-0.128934,0.0793509,0.0903424,-0.0563246,-0.00963763,0.223616,0.0890176,-0.31945,0.0168223,-0.024212,0.0661642,-0.159027,-0.0944502,-0.0682022
Q05892,0.0614132,-0.0659875,-0.10184,-0.0155221,-0.239195,-0.151568,0.0818783,0.202905,-0.140769,-0.154958,-0.138849,0.0516527,0.0690277,-0.0927786,0.0158104,0.254294,0.083655,-0.313545,0.0230168,-0.044305,0.0544377,-0.133335,-0.116898,-0.0926021
P16658,0.0685465,-0.0645422,-0.0870258,-0.0137925,-0.238515,-0.147422,0.0887846,0.189201,-0.172916,-0.173752,-0.11371,0.0511491,0.0762074,-0.0909187,0.0138992,0.255956,0.100412,-0.309557,0.0210389,-0.0289001,0.0781303,-0.139319,-0.0994068,-0.0614389
Q8TFH7,0.0911179,-0.0626289,-0.0971962,-0.00762255,-0.247697,-0.156291,0.0805509,0.188458,-0.160957,-0.16698,-0.110614,0.0565044,0.0684263,-0.0971424,-0.0172278,0.239431,0.113023,-0.332684,0.0214768,-0.0580726,0.0671614,-0.164136,-0.105858,-0.0677068
P40347,0.0588284,-0.0578161,-0.0615858,-0.00935808,-0.244349,-0.115206,0.0817671,0.152561,-0.125212,-0.174149,-0.123975,0.0381232,0.0810042,-0.0844617,-0.00695508,0.229084,0.0950264,-0.312393,-0.00461328,-0.0365651,0.0667505,-0.151041,-0.109072,-0.093533
P41893,0.0722467,-0.0634874,-0.070193,-0.00877208,-0.247911,-0.11054,0.0803656,0.17164,-0.151346,-0.172939,-0.147978,0.0817319,0.0999218,-0.0938534,-0.0229696,0.231574,0.0951981,-0.336481,0.0245542,-0.0162046,0.0643562,-0.158924,-0.104769,-0.0935494
O13710,0.0712093,-0.07496,-0.0943018,-0.0116337,-0.266363,-0.124629,0.0965926,0.177622,-0.180469,-0.160714,-0.149895,0.0562967,0.086802,-0.0589962,-0.00812344,0.225292,0.0984481,-0.31159,0.00894822,-0.0446247,0.0568472,-0.172185,-0.0897733,-0.0799835
Q08204,0.0975767,-0.0652102,-0.0708063,-0.0183054,-0.246917,-0.133737,0.0778433,0.178921,-0.142496,-0.173888,-0.121185,0.0457044,0.091642,-0.0518244,-0.0222058,0.20391,0.0919764,-0.316334,-0.00852634,-0.033383,0.0443889,-0.157331,-0.111177,-0.0701581
Q9UTC3,0.0694756,-0.0899576,-0.0695731,-0.0340878,-0.23803,-0.150044,0.0664588,0.17835,-0.180138,-0.169539,-0.138408,0.0470904,0.069604,-0.0765808,0.0105946,0.236366,0.105257,-0.344692,0.0314146,-0.0567505,0.0714522,-0.14353,-0.099457,-0.0660609
Q12146,0.077913,-0.052921,-0.098842,-0.0141535,-0.212559,-0.100866,0.0840849,0.15503,-0.152311,-0.171114,-0.132615,0.0395374,0.0931617,-0.0740075,-0.0239122,0.23156,0.0862889,-0.317159,-0.00683771,-0.0485318,0.0525332,-0.147908,-0.114251,-0.0695772
P40957,0.0799555,-0.0766779,-0.103697,-0.0109734,-0.243042,-0.131453,0.0856377,0.160399,-0.16463,-0.17687,-0.135446,0.0471015,0.0774276,-0.0608758,0.0022366,0.238931,0.0807889,-0.328103,-0.00547017,-0.0261373,0.0554569,-0.126928,-0.0938417,-0.0685153
P87169,0.0951684,-0.0711684,-0.0894107,-0.032177,-0.236315,-0.122729,0.0984269,0.145882,-0.146908,-0.152061,-0.102717,0.0528334,0.0955098,-0.0552408,-0.0206836,0.236314,0.0654079,-0.313912,0.00540228,-0.0511297,0.0622645,-0.160296,-0.100964,-0.0944073
P07884-1,0.0895188,-0.0840792,-0.0794052,-0.0284904,-0.229679,-0.130199,0.0936485,0.188319,-0.17347,-0.175482,-0.133231,0.0591474,0.0835844,-0.0655716,-0.00675939,0.221178,0.103821,-0.34216,0.00314917,-0.0255567,0.0555077,-0.133113,-0.100865,-0.0693401
Q9UT75,0.0732522,-0.0713998,-0.104687,-0.0233175,-0.243083,-0.117654,0.0778596,0.165388,-0.157975,-0.166048,-0.135326,0.0649629,0.0992437,-0.0684183,-0.0124151,0.226875,0.115109,-0.354226,0.0334362,-0.0453594,0.0862128,-0.140233,-0.102729,-0.0696645
P38009,0.0947369,-0.0791055,-0.090283,-0.00651248,-0.236129,-0.131322,0.099407,0.1754,-0.174033,-0.166183,-0.117396,0.0705947,0.0887395,-0.0567808,0.0142747,0.232769,0.0700017,-0.325432,0.0324346,-0.029813,0.0489339,-0.144734,-0.126429,-0.0907116
O74928,0.0914138,-0.0889257,-0.0750506,-0.0331113,-0.253851,-0.159506,0.0712383,0.196307,-0.160918,-0.172814,-0.129034,0.0560101,0.0675025,-0.0900474,0.0156988,0.245917,0.116051,-0.344083,0.00588692,-0.0324503,0.0767877,-0.166528,-0.0997941,-0.0691767
P0CX56,0.0624388,-0.0504162,-0.057591,-0.0382625,-0.234222,-0.132297,0.0752307,0.182318,-0.145182,-0.145819,-0.116919,0.0688059,0.0931245,-0.0590173,-0.0206892,0.23185,0.0773786,-0.308601,0.0171488,-0.0141239,0.0727774,-0.122421,-0.111725,-0.0783835
P0CT67,0.0643163,-0.0746735,-0.100356,-0.028463,-0.224813,-0.112025,0.080559,0.186063,-0.174438,-0.172467,-0.134671,0.0606711,0.0874755,-0.0753566,0.00732107,0.247406,0.0696858,-0.310533,-0.00660108,-0.046102,0.0833852,-0.157202,-0.104752,-0.0897052
Q09919,0.0847324,-0.061658,-0.100974,-0.0442707,-0.231004,-0.133699,0.105454,0.179928,-0.162234,-0.174511,-0.119914,0.0653582,0.0751385,-0.0672806,0.010417,0.254628,0.0782557,-0.313811,0.00377536,-0.0220948,0.0514262,-0.151989,-0.127311,-0.0730663
P40088,0.0818757,-0.0713544,-0.0817182,-0.00419744,-0.259733,-0.15731,0.0920412,0.174674,-0.179294,-0.189749,-0.11634,0.0832757,0.0892919,-0.0593644,-0.010995,0.232872,0.111936,-0.327396,0.032381,-0.0272105,0.0622077,-0.142556,-0.0983748,-0.0953587
Q9Y7L1,0.0779646,-0.0870574,-0.0936595,-0.0398631,-0.223038,-0.105221,0.101744,0.192691,-0.146634,-0.15133,-0.128042,0.0649177,0.0595357,-0.0861637,0.00252538,0.23641,0.0950126,-0.332298,0.0207807,-0.0565195,0.0488789,-0.151067,-0.110281,-0.0883161
Q12017,0.0881019,-0.0704518,-0.0803729,-0.00703683,-0.233021,-0.109298,0.0737957,0.201332,-0.162561,-0.159951,-0.131105,0.0633077,0.0695224,-0.0725178,-0.0249234,0.253512,0.0973039,-0.320684,-0.00105102,-0.0373855,0.0619146,-0.138372,-0.129494,-0.101244
Q08278,0.0902611,-0.0936727,-0.0886598,-0.0218049,-0.255619,-0.10922,0.0840992,0.196221,-0.159749,-0.151359,-0.137992,0.0803174,0.0637265,-0.0642098,-0.00843177,0.214738,0.102598,-0.315477,0.00726269,-0.0303154,0.0865192,-0.158659,-0.0836838,-0.0736025
O60104,0.0987793,-0.059741,-0.0888875,-0.015489,-0.239543,-0.122694,0.0630642,0.168564,-0.174775,-0.155653,-0.110199,0.053239,0.0740352,-0.055963,-0.0143433,0.224953,0.106594,-0.332547,0.0197293,-0.0144073,0.0860644,-0.156485,-0.0967363,-0.092625
P41410,0.0891083,-0.0879231,-0.0892646,-0.0438083,-0.240693,-0.142182,0.0598515,0.188248,-0.141582,-0.152152,-0.124452,0.0703792,0.0961589,-0.0671401,0.00170913,0.207563,0.10096,-0.29888,0.0182358,-0.0529923,0.060481,-0.139625,-0.0970621,-0.0975775
P32863,0.0869239,-0.079536,-0.106589,-0.0212121,-0.256554,-0.130362,0.079266,0.167199,-0.142503,-0.174504,-0.138646,0.0777321,0.094957,-0.0690328,0.0168078,0.230622,0.0912265,-0.306751,0.0296424,-0.0303016,0.0810346,-0.169129,-0.0875424,-0.0893176
P13433,0.100121,-0.0951167,-0.0962886,-0.043775,-0.251177,-0.130489,0.0815673,0.165591,-0.153194,-0.170755,-0.137684,0.0497495,0.0808952,-0.0847229,-0.0115342,0.231535,0.102721,-0.310627,-0.000869658,-0.0405388,0.0583819,-0.161009,-0.0867555,-0.0984782
O13993,0.0860133,-0.0567586,-0.0856847,-0.0157695,-0.252636,-0.11587,0.0920418,0.159878,-0.145772,-0.165798,-0.113063,0.0603857,0.0578457,-0.0711537,0.00531543,0.24967,0.0671774,-0.321894,-0.0023117,-0.0439361,0.0790927,-0.149117,-0.118775,-0.0619706
O13990,0.0551431,-0.0721073,-0.0831018,-0.0378791,-0.215176,-0.131104,0.0929322,0.173959,-0.16128,-0.15825,-0.135112,0.0792056,0.0682193,-0.0518716,0.00496438,0.235956,0.0744066,-0.310684,0.0201415,-0.0492682,0.0654587,-0.144769,-0.117925,-0.086743
P15703,0.0768351,-0.071798,-0.085906,-0.0239884,-0.211463,-0.11232,0.0873673,0.171352,-0.152658,-0.168966,-0.117918,0.0788322,0.0757231,-0.0643587,-0.0133001,0.23403,0.0647141,-0.317622,0.0163463,-0.0471385,0.0577712,-0.142595,-0.121177,-0.0915963
O42906,0.066265,-0.0799434,-0.0872651,-0.0452104,-0.243201,-0.153823,0.0939802,0.188073,-0.147985,-0.191256,-0.123735,0.0843327,0.0923975,-0.0591856,0.00248428,0.255821,0.0944054,-0.322319,0.00907804,-0.0511659,0.0634671,-0.141558,-0.111122,-0.0699684
P47122,0.0668058,-0.0832011,-0.0807166,-0.0311627,-0.24629,-0.133387,0.0750325,0.163067,-0.17057,-0.164442,-0.136624,0.0724096,0.0732201,-0.0677077,0.00418154,0.24084,0.096251,-0.324916,0.0250604,-0.0236418,0.0738695,-0.154936,-0.126658,-0.0693138
P32567,0.0793323,-0.0902113,-0.0816066,-0.00820061,-0.23165,-0.107379,0.0884841,0.156972,-0.145364,-0.142434,-0.134311,0.0683868,0.0688296,-0.059615,-0.0191748,0.230172,0.0968345,-0.305213,-0.00737846,-0.0440402,0.0798271,-0.133462,-0.0807945,-0.0756699
Q9UUJ6,0.0683292,-0.0922439,-0.0977243,-0.00301524,-0.241565,-0.135169,0.106309,0.20399,-0.173252,-0.159128,-0.124295,0.0423366,0.0625259,-0.0579916,-0.0152488,0.242591,0.0722489,-0.327916,0.0170099,-0.0351217,0.0673323,-0.135645,-0.12476,-0.0790167
O14206,0.0767039,-0.0858739,-0.0665285,-0.00935205,-0.236672,-0.129846,0.0968474,0.176866,-0.15757,-0.17638,-0.122562,0.0587354,0.0908991,-0.0743317,0.00670034,0.238164,0.0738693,-0.282851,0.0302521,-0.044937,0.0774203,-0.129449,-0.0845449,-0.0694655
P38789,0.0670179,-0.0613616,-0.0877289,-0.0166308,-0.239255,-0.111514,0.0826837,0.191789,-0.154685,-0.162535,-0.13616,0.0408099,0.0681606,-0.090508,0.00706646,0.239406,0.0909823,-0.324764,0.00224368,-0.0562323,0.0727009,-0.137977,-0.121772,-0.0793724
Q12400,0.0899137,-0.0753578,-0.0936339,-0.0461166,-0.260336,-0.127383,0.0852684,0.186699,-0.152927,-0.170914,-0.116507,0.0818668,0.0671372,-0.0795944,0.00812834,0.2393,0.0770161,-0.326514,0.0207418,-0.0544339,0.0888425,-0.166491,-0.123176,-0.0654927
O14214,0.102586,-0.0751217,-0.089193,-0.0225828,-0.258222,-0.131073,0.0713947,0.198568,-0.145281,-0.164536,-0.117758,0.0799966,0.0714575,-0.0668911,0.0112857,0.239953,0.108745,-0.31409,0.0343069,-0.0316012,0.0661465,-0.132307,-0.0919335,-0.0907322
P35182,0.0780307,-0.0844364,-0.0653382,-0.0240964,-0.214748,-0.102533,0.0776512,0.179349,-0.137352,-0.150528,-0.125128,0.0754473,0.0609672,-0.0843072,0.00864978,0.230246,0.0722677,-0.312407,0.0297336,-0.0461557,0.0715539,-0.152533,-0.090054,-0.0683024
P40371,0.0804861,-0.0586422,-0.0765756,-0.0221642,-0.247054,-0.116374,0.0670807,0.173611,-0.162047,-0.143889,-0.13292,0.0708039,0.0592135,-0.0499804,-0.0127952,0.234552,0.102254,-0.315793,-0.00570767,-0.0223589,0.0532863,-0.147925,-0.110688,-0.0645245
O94398,0.0787501,-0.0782205,-0.0985829,-0.0120775,-0.229964,-0.123062,0.10406,0.182171,-0.169838,-0.147675,-0.124702,0.075174,0.0905551,-0.0938517,0.015255,0.241067,0.0782905,-0.31452,0.00589608,-0.0445116,0.054284,-0.159113,-0.0870513,-0.0971166
P36528,0.0960822,-0.0716381,-0.069823,-0.00236,-0.240054,-0.129955,0.0898316,0.151858,-0.169359,-0.172111,-0.12778,0.0399138,0.0809134,-0.0563056,-0.0104398,0.246457,0.100141,-0.287738,-0.00925777,-0.0499702,0.0816878,-0.156395,-0.0948443,-0.07584
Q9UTG1,0.0850239,-0.0926725,-0.0761098,-0.0265803,-0.253431,-0.125927,0.0891491,0.17207,-0.166919,-0.166144,-0.144269,0.0429649,0.0764197,-0.0637841,0.00878146,0.236611,0.0991295,-0.302274,0.00047293,-0.0440835,0.0575175,-0.137841,-0.0980253,-0.0666007
Q05788,0.0792321,-0.0860415,-0.0638921,-0.0405476,-0.238273,-0.103456,0.0798848,0.148328,-0.124764,-0.16511,-0.130057,0.0702425,0.0780419,-0.0606782,0.000647537,0.212762,0.0926134,-0.308054,-0.00858872,-0.0318911,0.0527056,-0.138471,-0.114597,-0.0776832
O94345,0.0912715,-0.0664614,-0.0771506,-0.00436187,-0.249253,-0.125086,0.0665275,0.188835,-0.151712,-0.163241,-0.115037,0.0626376,0.0648759,-0.0871926,-0.0155905,0.226942,0.0751628,-0.348912,0.0101982,-0.036815,0.076194,-0.175929,-0.125941,-0.0917827
P22353,0.0916698,-0.0665332,-0.089043,-0.00827593,-0.246472,-0.154842,0.0757698,0.204327,-0.146378,-0.159356,-0.144748,0.047088,0.0867087,-0.0670689,-0.00706374,0.239293,0.109821,-0.326256,0.0264669,-0.0396065,0.0602285,-0.138897,-0.117148,-0.0871449
Q09720,0.0820116,-0.0973733,-0.0652893,-0.00331688,-0.226542,-0.139544,0.0961735,0.172537,-0.176198,-0.161856,-0.120646,0.0487092,0.0970051,-0.0537388,-0.00774407,0.251911,0.0818678,-0.318666,0.0307384,-0.0273872,0.081474,-0.14262,-0.118188,-0.0820796
P22141,0.0702837,-0.0819574,-0.0795039,-0.00299654,-0.245975,-0.112387,0.0622115,0.170888,-0.173844,-0.173182,-0.103501,0.0407417,0.0913034,-0.049449,-0.0207329,0.222414,0.090089,-0.315176,0.025135,-0.0368901,0.0773809,-0.146156,-0.116534,-0.0988762
P53095,0.0835267,-0.0568731,-0.0812127,-0.0088615,-0.233389,-0.150415,0.0674479,0.198559,-0.146646,-0.189184,-0.136288,0.057921,0.100285,-0.0674039,0.0101475,0.22086,0.109267,-0.31083,-0.00928866,-0.0522071,0.0693186,-0.141936,-0.129025,-0.0924269
Q9US35,0.0942266,-0.0731224,-0.0811278,-0.0353386,-0.232549,-0.140915,0.0785081,0.150242,-0.165134,-0.147954,-0.121967,0.0674938,0.0623662,-0.0832321,0.00350608,0.212671,0.0892868,-0.313951,-0.00505457,-0.0285505,0.0477314,-0.132134,-0.111837,-0.0683315
P46943,0.0728926,-0.0790951,-0.0840989,-0.039866,-0.260048,-0.120298,0.0968558,0.188621,-0.177507,-0.155247,-0.125703,0.0478606,0.0878122,-0.097037,-0.0132519,0.230958,0.101562,-0.314417,0.0276359,-0.0217571,0.0713471,-0.140831,-0.122584,-0.0646344
O13869,0.0896256,-0.0799484,-0.102724,-0.0378717,-0.22385,-0.106458,0.10355,0.185507,-0.14379,-0.161929,-0.118064,0.0769792,0.0828293,-0.0714085,-0.0112124,0.225306,0.083737,-0.329672,0.0206648,-0.0322508,0.0728641,-0.161948,-0.0966139,-0.0662694
O13914,0.0724164,-0.0856787,-0.086218,-0.034305,-0.229054,-0.12072,0.072423,0.16902,-0.170487,-0.168293,-0.128447,0.0459544,0.077543,-0.0744648,-0.00541896,0.242925,0.0713242,-0.342559,0.0196679,-0.0397158,0.0510538,-0.163372,-0.105369,-0.0999656
P40825-2,0.104296,-0.0690488,-0.0975881,-0.00965943,-0.257698,-0.119249,0.0797764,0.205859,-0.151629,-0.166701,-0.111547,0.0502523,0.0905652,-0.0834849,-0.00922233,0.241636,0.114125,-0.336055,0.0218109,-0.038586,0.050263,-0.142081,-0.112692,-0.103602
Q06549,0.0967515,-0.0641097,-0.070093,-0.022471,-0.249981,-0.134268,0.0694562,0.164499,-0.146241,-0.172569,-0.135675,0.0626608,0.0860133,-0.0593861,-0.00808706,0.233532,0.0940649,-0.326529,0.0209875,-0.0409672,0.0669939,-0.167927,-0.100774,-0.0633568
Q09190,0.0722654,-0.0648374,-0.0789699,-0.022881,-0.271794,-0.133964,0.0997362,0.187481,-0.171462,-0.19148,-0.116414,0.0716194,0.066414,-0.0745781,-0.01016,0.245262,0.0865585,-0.330632,0.00616706,-0.0312264,0.0671412,-0.144178,-0.117918,-0.0701764
P32836,0.0846031,-0.0897063,-0.073322,-0.0115005,-0.231359,-0.121683,0.0759484,0.174832,-0.167829,-0.155385,-0.10795,0.0640862,0.0863891,-0.0542486,0.0158816,0.227235,0.0971131,-0.349225,0.00925266,-0.0225246,0.0684647,-0.16641,-0.127839,-0.0882118
P28748,0.0624784,-0.0771976,-0.0674245,-0.0113034,-0.253525,-0.13663,0.0747089,0.174038,-0.148197,-0.172153,-0.110721,0.0635968,0.0975506,-0.0926133,0.0130363,0.220812,0.103066,-0.34076,0.00839993,-0.0365628,0.0843004,-0.153535,-0.108489,-0.0908563
O74330,0.0901682,-0.0862079,-0.0714358,-0.0341942,-0.251952,-0.113886,0.0822031,0.188791,-0.172027,-0.148814,-0.108813,0.040186,0.0842375,-0.0724645,-0.0231539,0.232575,0.0972743,-0.306367,0.0252762,-0.0469163,0.0770593,-0.159783,-0.0944704,-0.0590465
P38711,0.0751768,-0.0721506,-0.0863162,-0.0260945,-0.22251,-0.108522,0.0752061,0.144804,-0.150038,-0.142855,-0.117848,0.0619658,0.0878544,-0.0717993,-0.0173974,0.214635,0.066383,-0.276011,0.0296301,-0.0443165,0.07075,-0.120499,-0.105514,-0.0539722
P41816,0.0741058,-0.0596658,-0.0687568,-0.043408,-0.246024,-0.128045,0.0746741,0.168442,-0.180213,-0.161742,-0.117089,0.0493341,0.0894739,-0.0922908,0.0167819,0.222526,0.0896991,-0.335284,0.0296759,-0.045601,0.0846911,-0.137992,-0.112196,-0.0839408
Q09671,0.0809409,-0.0844276,-0.0805289,-0.0345079,-0.253581,-0.134306,0.0898453,0.166142,-0.17615,-0.145005,-0.137849,0.0477972,0.0804873,-0.0647443,0.00604584,0.215419,0.101674,-0.309616,0.0158212,-0.0147345,0.0568215,-0.144396,-0.120384,-0.065137
O13620,0.0703519,-0.0597949,-0.0849252,-0.0143028,-0.26332,-0.144528,0.0872798,0.158616,-0.144079,-0.192865,-0.144654,0.0617441,0.0618216,-0.0652788,0.00455439,0.230259,0.102334,-0.306721,0.0177288,-0.0442257,0.0791084,-0.147207,-0.106072,-0.101873
Q06106,0.0760835,-0.0869157,-0.0583967,-0.00621431,-0.227367,-0.112619,0.0929193,0.157806,-0.141803,-0.167472,-0.108945,0.0478837,0.0637097,-0.0841187,-0.0135279,0.214671,0.0980718,-0.317771,0.0115983,-0.0256575,0.0730079,-0.151094,-0.097565,-0.0897531
