protein,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24
P38282,-0.0175126,-0.168965,-0.0610167,-0.112998,0.106678,0.222522,-0.203837,-0.0130514,-0.0380455,0.236963,0.0766517,0.0701515,-0.0897828,0.0355515,0.0264691,-0.0902317,-0.113431,0.0565997,-0.199809,0.315663,0.0831183,0.00782489,0.012503,-0.100244
P47140,-0.0410535,-0.0961205,-0.0596066,-0.0395375,0.0779391,0.161237,-0.111138,0.0120006,-0.011937,0.149527,0.0369381,0.0325452,-0.0496326,0.00237468,0.00325237,-0.0590579,-0.0930694,0.0382452,-0.137777,0.167231,0.0479155,0.0132305,0.0191155,-0.0671991
P27697,-0.0237853,-0.0828595,-0.0304391,-0.0679411,0.0378055,0.142562,-0.124553,0.0157658,-0.00798915,0.155862,0.0556133,0.0275211,-0.071417,0.00667341,0.0102688,-0.0617433,-0.0738619,0.0175951,-0.136814,0.160428,0.0492444,0.0301958,0.0178239,-0.0677006
Q12476,-0.0323235,-0.1199,-0.0382998,-0.0685478,0.0830521,0.18291,-0.133965,0.0161408,-0.0180294,0.153225,0.0465147,0.0350368,-0.0580947,0.0275547,0.0359384,-0.0897185,-0.104704,0.0471855,-0.13096,0.221268,0.0504974,0.0331794,0.00227236,-0.0921061
P53044,-0.0354021,-0.214706,-0.103141,-0.124722,0.115729,0.30619,-0.26281,-0.00230979,-0.021099,0.318566,0.0890964,0.0886725,-0.123194,0.0177024,0.0556886,-0.138276,-0.154256,0.0836284,-0.248878,0.398838,0.0965173,0.019255,0.000656725,-0.139225
P40460,-0.0603462,-0.278489,-0.114254,-0.1519,0.148476,0.42387,-0.336064,0.0105521,-0.0743453,0.41186,0.142813,0.0746448,-0.180916,0.0497571,0.0356739,-0.177552,-0.203248,0.103311,-0.339937,0.51817,0.131553,0.0529185,-0.00188629,-0.207171
Q08977,-0.00872747,-0.120598,-0.0323128,-0.0734917,0.0691711,0.174452,-0.141212,0.0142378,-0.0253072,0.156101,0.0692191,0.0239936,-0.0584438,0.0213572,0.0109321,-0.0985523,-0.0725423,0.021036,-0.145491,0.227649,0.0412127,0.0142809,-0.0096217,-0.101519
P53076,-0.0465244,-0.233112,-0.10157,-0.137098,0.144925,0.327411,-0.234621,-0.00770925,-0.0475259,0.32391,0.108367,0.0917039,-0.147139,0.0218483,0.0155545,-0.162971,-0.173022,0.0641557,-0.284376,0.421378,0.100206,0.0267658,0.0050572,-0.150294
P53759,-0.034179,-0.100687,-0.0478959,-0.0776912,0.0764621,0.18466,-0.112243,-0.0129505,-0.00923748,0.167841,0.0682283,0.0439056,-0.0871542,0.0259935,0.00948063,-0.0761265,-0.0699248,0.0562916,-0.144405,0.200781,0.0533432,0.0303122,-0.0170393,-0.09769
P40039,-0.0312562,-0.109449,-0.0270185,-0.0591808,0.0385329,0.149714,-0.126872,0.00980773,-0.00851047,0.129348,0.0500668,0.0371516,-0.0577396,0.00564816,0.00799737,-0.07662,-0.0894872,0.0324731,-0.111058,0.190089,0.0207266,0.0326883,-0.00994134,-0.0790747
Q12461,-0.0354382,-0.129309,-0.0598065,-0.0820893,0.0612985,0.207132,-0.133974,0.00627507,-0.0266821,0.189295,0.0398838,0.0233905,-0.0608428,0.0326018,0.00560611,-0.102525,-0.121792,0.0633519,-0.179288,0.250626,0.0663378,0.0299797,0.0201058,-0.0855346
P40003,-0.067802,-0.202184,-0.109554,-0.131155,0.117659,0.306047,-0.22066,-0.014041,-0.0609536,0.319979,0.117144,0.0557389,-0.109795,0.0499078,0.0205867,-0.134512,-0.152429,0.0607655,-0.279496,0.403365,0.102763,0.031695,0.00110122,-0.134878
P40316,-0.0740641,-0.313851,-0.114597,-0.151699,0.15056,0.41154,-0.320285,-0.0139961,-0.0513483,0.440513,0.1223,0.0753157,-0.156932,0.0465884,0.0520235,-0.191669,-0.22626,0.116436,-0.354792,0.541994,0.111012,0.0508246,0.0195665,-0.220687
P00445,-0.0459027,-0.171498,-0.0699933,-0.0999221,0.0861041,0.250941,-0.207894,-0.00452898,-0.0166778,0.260968,0.0978634,0.0724595,-0.118381,0.0241638,0.0488529,-0.114552,-0.143152,0.0607156,-0.207276,0.343692,0.0742824,0.0417335,0.0128648,-0.135007
P38111,-0.0297507,-0.185145,-0.0969271,-0.12737,0.124507,0.270893,-0.213882,-0.0126007,-0.0424413,0.295623,0.0771779,0.0698737,-0.129692,0.0186221,0.0396469,-0.127619,-0.145921,0.0698032,-0.24035,0.338671,0.082311,0.00630365,-0.00844431,-0.151908
P47821,-0.0315265,-0.228695,-0.0908397,-0.104385,0.112703,0.330867,-0.244717,0.0136618,-0.0559892,0.317278,0.114551,0.0658932,-0.137625,0.016473,0.0433252,-0.134079,-0.151326,0.0881599,-0.273286,0.415732,0.0736735,0.0196365,0.0121309,-0.132777
P20134,-0.0244846,-0.143082,-0.0475976,-0.0756512,0.0678772,0.184953,-0.152507,0.0113682,-0.0404286,0.188735,0.0593153,0.0450781,-0.0797797,0.0081988,0.0116739,-0.0996066,-0.0963795,0.054159,-0.148872,0.25902,0.0574567,0.0148685,-0.00838682,-0.109037
P52491,-0.041655,-0.163915,-0.0725087,-0.107693,0.10692,0.239507,-0.161359,-0.00406219,-0.0443456,0.227028,0.0844,0.0638784,-0.112024,0.00706893,0.0196077,-0.119111,-0.126065,0.0355427,-0.206038,0.283341,0.0440032,0.0203956,-0.000637669,-0.121047
Q03390,-0.0295445,-0.11171,-0.0593633,-0.062281,0.0772071,0.160275,-0.128209,0.0179405,-0.0307119,0.155074,0.02538,0.0398281,-0.0495312,0.00320049,-0.000517787,-0.0646327,-0.0832756,0.030315,-0.130605,0.180582,0.0355909,0.00523206,-0.000769539,-0.0652695
P24276,-0.0681238,-0.298339,-0.125514,-0.15966,0.150775,0.390035,-0.298443,-0.00448295,-0.0365505,0.390597,0.115879,0.109861,-0.16399,0.0296691,0.0316446,-0.183718,-0.227631,0.108214,-0.334065,0.496594,0.0964648,0.0478095,-0.0184519,-0.193423
P40414,-0.0206753,-0.134109,-0.0579192,-0.0887783,0.0650963,0.159323,-0.156072,-0.0174954,-0.0164713,0.200981,0.0503505,0.0528377,-0.0589273,0.0282854,0.00805884,-0.0756087,-0.0765381,0.0309559,-0.15207,0.246558,0.0382745,0.03127,0.00425632,-0.0699391
P46680,-0.0257703,-0.136367,-0.069972,-0.0618371,0.0737317,0.173814,-0.148064,-0.0173918,-0.0181264,0.170359,0.0761086,0.0338143,-0.0640736,0.0152452,0.0290439,-0.0670336,-0.111909,0.0372452,-0.144621,0.238758,0.0547069,0.0293318,-0.00369541,-0.0766888
Q06640,-0.0347361,-0.154059,-0.057521,-0.0826183,0.0917036,0.218208,-0.170013,-0.0222358,-0.0179927,0.237998,0.0633159,0.0562611,-0.101771,0.00805019,0.031317,-0.121299,-0.100776,0.073097,-0.1699,0.283776,0.0523113,0.0150875,0.00255994,-0.108788
Q08647,-0.0538152,-0.162635,-0.084055,-0.103511,0.0890417,0.24216,-0.177423,-0.0148918,-0.0466304,0.236804,0.0611167,0.0680595,-0.115502,0.0100237,0.0180587,-0.0966681,-0.136383,0.0497732,-0.191055,0.30407,0.0466696,0.0178032,0.0196469,-0.125017
Q02773,-0.0405957,-0.281245,-0.107513,-0.157116,0.172636,0.366221,-0.290224,-0.00792431,-0.0327707,0.388607,0.139329,0.0966953,-0.150923,0.0366804,0.0290067,-0.197067,-0.18567,0.108446,-0.336058,0.482865,0.108751,0.0534218,0.0142863,-0.187145
P36116,-0.0489837,-0.162071,-0.0697649,-0.0739148,0.0971428,0.204585,-0.17317,-0.00202933,-0.0191007,0.197123,0.0684018,0.0352363,-0.107085,0.0110521,0.0311151,-0.116278,-0.0944645,0.0453562,-0.177809,0.276713,0.0735074,0.0365415,0.000405039,-0.0841876
P25332,-0.00805463,-0.0559215,-0.0189144,-0.0369079,0.0554053,0.0966566,-0.071545,0.00205625,-0.0151809,0.107589,0.0300847,0.0349385,-0.0318139,0.0158043,0.0178135,-0.0304075,-0.0438407,0.0172066,-0.0753058,0.125908,0.0252591,-0.00896349,0.0173996,-0.0666309
P42950,-0.0187664,-0.137875,-0.0496737,-0.0631539,0.074821,0.163304,-0.131769,-0.0113805,-0.0270956,0.165522,0.0414618,0.0465788,-0.0780079,-0.00183923,0.00983449,-0.063518,-0.106891,0.0587758,-0.138849,0.224981,0.0641692,0.0235185,0.00555596,-0.0663763
P32323,-0.0302496,-0.0789622,-0.0534667,-0.0434432,0.0534234,0.150899,-0.112904,0.0163594,-0.0148012,0.138961,0.0574447,0.011495,-0.0384085,0.030879,0.00646957,-0.0526541,-0.0567985,0.0126377,-0.12586,0.165068,0.038509,-0.00138122,4.3886e-05,-0.0797046
P38709,-0.00523188,-0.0865648,-0.0191068,-0.0436381,0.0446177,0.150998,-0.110935,-0.00794006,-0.00564495,0.143931,0.0245892,0.0150287,-0.0703357,0.0260919,0.00561793,-0.0674815,-0.0725743,0.0284811,-0.117354,0.16505,0.0339617,0.0186664,0.0185086,-0.0500491
P53237,-0.0227596,-0.096013,-0.0360499,-0.0509574,0.0647122,0.164557,-0.145245,-0.000520488,-0.0124542,0.167914,0.0576717,0.0477529,-0.084367,0.00730854,0.0323593,-0.0886272,-0.0955769,0.0394403,-0.150192,0.193179,0.03443,0.0228836,0.00818272,-0.0644981
P38866,-0.0382782,-0.105836,-0.0475082,-0.0503806,0.0590133,0.131637,-0.107544,0.012287,-0.00620769,0.160304,0.0441626,0.0184575,-0.0417249,0.0331813,0.0163357,-0.0673746,-0.0775333,0.0195942,-0.113209,0.184129,0.0277706,0.0259804,-0.0066586,-0.0782495
P16370,-0.0553593,-0.233364,-0.0942956,-0.123956,0.12309,0.287025,-0.225029,0.0145701,-0.0350945,0.293028,0.0848718,0.0495078,-0.122228,0.0365863,0.0171126,-0.15324,-0.144741,0.0843762,-0.248999,0.3876,0.0984696,0.0488728,-0.00621748,-0.158835
P40260,-0.0252756,-0.168693,-0.0470113,-0.0839384,0.0745003,0.236625,-0.173697,-0.00257567,-0.0116385,0.237882,0.0650541,0.0605524,-0.0906147,0.042309,0.0380874,-0.0865648,-0.130225,0.0355634,-0.203085,0.283227,0.0857133,0.0245899,-0.0127797,-0.0916986
P15731,-0.0444225,-0.196799,-0.0669295,-0.119303,0.102475,0.291791,-0.243563,-0.0198575,-0.0498002,0.290013,0.100645,0.0875558,-0.124964,0.0248725,0.0494112,-0.149812,-0.155118,0.0869743,-0.241186,0.393685,0.0776129,0.0448911,0.00308887,-0.138715
P11632,-0.0476428,-0.187465,-0.088067,-0.112766,0.0992109,0.275965,-0.233391,0.0157635,-0.0542399,0.31534,0.0831341,0.053683,-0.11019,0.0171511,0.0367193,-0.114525,-0.172142,0.0842885,-0.235802,0.357754,0.0893221,0.0102282,0.0177075,-0.133261
Q06704,-0.0530125,-0.215429,-0.0794766,-0.141273,0.10497,0.28662,-0.221268,0.00630433,-0.0592331,0.297309,0.107783,0.0849778,-0.123537,0.0256288,0.0204485,-0.137192,-0.172374,0.0730215,-0.275111,0.377792,0.0891661,0.00878092,-0.00345758,-0.130833
P38116,-0.0356808,-0.151982,-0.0816629,-0.0975957,0.0784498,0.231809,-0.190677,0.00953925,-0.0144613,0.225241,0.0766579,0.0654581,-0.0903759,0.0120745,0.0370615,-0.0962417,-0.108276,0.0611433,-0.204381,0.284177,0.0614967,0.0116947,0.00800044,-0.110521
P35497,-0.0235735,-0.130098,-0.0609431,-0.0645749,0.074506,0.174688,-0.155595,-0.00250493,-0.0357089,0.205264,0.0395494,0.0488183,-0.0692641,0.00918047,0.0182444,-0.101714,-0.0962998,0.0479513,-0.158691,0.233555,0.0713375,0.0276697,0.0145175,-0.0935555
Q07786,-0.0431364,-0.137779,-0.0803564,-0.0631296,0.0864895,0.195928,-0.15586,-0.0148426,-0.0380509,0.208256,0.0486545,0.0448076,-0.0827167,0.0410881,0.0177049,-0.0948742,-0.0912559,0.0438133,-0.180243,0.247856,0.0646228,0.040325,0.0192211,-0.111425
P32613,-0.0590331,-0.174718,-0.0687729,-0.118116,0.101869,0.239764,-0.211114,0.0162798,-0.0142586,0.250696,0.0985129,0.070201,-0.0949865,0.0185076,0.0172985,-0.137345,-0.121886,0.0503699,-0.22589,0.313289,0.0802586,0.0270815,0.0166562,-0.113081
P36149,-0.0260376,-0.192507,-0.0843409,-0.110468,0.0920718,0.260978,-0.183566,0.00238845,-0.0526332,0.27277,0.0882356,0.0618254,-0.104224,0.0246068,0.0466205,-0.122353,-0.148785,0.0638479,-0.202209,0.337022,0.0876354,0.00482466,0.0168415,-0.116679
Q12084,-0.0126954,-0.130263,-0.0543495,-0.0483755,0.0502653,0.144839,-0.139648,-0.000732646,-0.0337497,0.150077,0.0616646,0.0363172,-0.0490691,-0.000939741,0.000193615,-0.0817238,-0.0775781,0.0475207,-0.121464,0.217841,0.0458528,0.0134873,0.0111276,-0.0815861
P46951,-0.018595,-0.165437,-0.0549205,-0.0670324,0.0828099,0.219062,-0.17839,-0.0126185,-0.041249,0.231063,0.0863535,0.047962,-0.099284,0.00699481,0.00375708,-0.105356,-0.123535,0.0613676,-0.194563,0.271622,0.0801557,0.0387922,0.0181878,-0.121622
P53875,-0.0315909,-0.173601,-0.0664846,-0.0857415,0.0913159,0.214553,-0.18847,0.00588483,-0.00812435,0.204932,0.0858412,0.0647782,-0.0877472,0.00899374,0.0200413,-0.0835908,-0.132633,0.0471646,-0.168988,0.276499,0.0822917,0.0241536,-0.00827904,-0.0931978
Q12132,-0.038917,-0.0809775,-0.0232849,-0.0347959,0.0525501,0.103677,-0.0924126,0.00420619,-0.0191452,0.111026,0.0440286,0.0395446,-0.032142,0.0203282,-0.00582039,-0.0458751,-0.0391922,0.0429222,-0.10535,0.128463,0.0224485,0.0176029,0.00907435,-0.053882
P40544,-0.0278606,-0.107539,-0.0449051,-0.035375,0.0655729,0.15122,-0.100338,-0.0205877,-0.0100419,0.129736,0.0301023,0.0239797,-0.0622827,0.0043359,0.0333576,-0.0597195,-0.053644,0.0215799,-0.113716,0.170352,0.0456502,0.00715205,-0.0154719,-0.0591318
P52488,-0.0472384,-0.14283,-0.0398771,-0.0699698,0.0639961,0.179756,-0.139505,0.0133112,-0.0363355,0.184368,0.0445872,0.0508883,-0.101869,0.0101864,0.0327346,-0.0841014,-0.0859914,0.0481639,-0.188682,0.25634,0.0525818,0.0107302,-0.00645269,-0.111723
P0CX23,-0.0309128,-0.215189,-0.0808411,-0.140503,0.129016,0.309689,-0.225393,-0.00963515,-0.0535061,0.316282,0.0855306,0.0642693,-0.115054,0.0293934,0.0455274,-0.121723,-0.170585,0.0852877,-0.260049,0.392562,0.0913737,0.0147037,0.00731011,-0.127696
P38151,-0.00668617,-0.108758,-0.0653578,-0.0651479,0.0732773,0.171675,-0.123649,0.00700963,-0.0204954,0.136691,0.057654,0.0281556,-0.0584029,0.0335558,0.00620122,-0.0573743,-0.0761685,0.0334188,-0.129396,0.187364,0.0276373,0.0020029,0.00011617,-0.0779889
Q12531,-0.0200084,-0.159783,-0.0493018,-0.0690278,0.0914998,0.232164,-0.180998,0.0120749,-0.0488273,0.215465,0.0625814,0.0332162,-0.0873815,0.0338768,0.00574435,-0.0896551,-0.119102,0.0610609,-0.196891,0.265213,0.0611391,0.0347839,0.00782798,-0.0860252
P40006,-0.0292491,-0.0948891,-0.0511153,-0.0402317,0.0471778,0.117591,-0.0843451,0.0151255,-0.010246,0.125863,0.0425035,0.0276946,-0.0392052,0.00837517,0.0318675,-0.0588618,-0.0756423,0.0447267,-0.130216,0.163474,0.0562163,0.0202219,0.00734992,-0.0498812
P14127,-0.053553,-0.264014,-0.100466,-0.154648,0.134653,0.354081,-0.274965,-0.00521324,-0.0611007,0.364888,0.13339,0.0937152,-0.151364,0.0386194,0.0548037,-0.157284,-0.184985,0.0756078,-0.312245,0.474011,0.113095,0.0228426,0.00278767,-0.157752
Q03629,-0.0156149,-0.0800032,-0.0515084,-0.0332514,0.0349906,0.120456,-0.12077,-0.0162616,-0.00464455,0.137169,0.0556733,0.0118985,-0.05205,0.0100186,0.0132826,-0.04723,-0.0629376,0.0123182,-0.0922321,0.160362,0.0223335,0.030505,-0.0169335,-0.0576746
P05318,-0.019648,-0.159443,-0.0707955,-0.108616,0.114855,0.236367,-0.195065,0.00742164,-0.0448159,0.264692,0.0698568,0.0428441,-0.102787,0.040726,0.0145383,-0.117365,-0.117387,0.0526692,-0.210364,0.300058,0.0809114,0.026114,0.00740763,-0.120714
P36105,-0.0329279,-0.152467,-0.0503767,-0.0812153,0.108154,0.230476,-0.172127,0.0170607,-0.0440821,0.239983,0.0765973,0.051408,-0.0790601,0.017998,0.0334342,-0.0986936,-0.109383,0.0730615,-0.177231,0.277246,0.0463123,0.0334998,-0.00430045,-0.103883
Q8TGT8,-0.0290261,-0.0709426,-0.0341327,-0.072597,0.0651469,0.14742,-0.115425,-0.0101236,-0.0126914,0.136632,0.036001,0.0230929,-0.0704386,0.0262101,0.00773135,-0.0776417,-0.0711364,0.0205796,-0.118952,0.147667,0.0311226,0.0152893,0.0146357,-0.0663603
P00812,-0.0325219,-0.0938742,-0.057242,-0.0606566,0.0617742,0.154063,-0.13541,0.00716558,-0.00676242,0.159499,0.0614099,0.0401685,-0.0799236,-0.000532092,0.0227191,-0.0534258,-0.0940213,0.0504842,-0.121236,0.198017,0.0529333,-0.00288233,0.0091182,-0.0685687
P53212,-0.0271824,-0.132586,-0.0463787,-0.0999078,0.0912698,0.196548,-0.166009,-0.0117795,-0.0111031,0.212245,0.0643423,0.0600609,-0.103741,0.00910807,0.0440873,-0.114012,-0.117205,0.0649818,-0.163059,0.249319,0.0451394,0.020322,-0.0167926,-0.108065
P47149,-0.0645365,-0.248468,-0.108509,-0.147597,0.137926,0.3482,-0.291216,0.0118955,-0.043341,0.362359,0.125816,0.0653058,-0.163407,0.0399844,0.0537503,-0.155683,-0.185744,0.0949198,-0.304969,0.471561,0.119269,0.034752,-0.0118877,-0.176996
P50896,-0.0372832,-0.146543,-0.0666592,-0.0970676,0.0819862,0.208233,-0.168275,-0.0222878,-0.0462632,0.223153,0.065497,0.0592637,-0.0861105,0.0365396,0.0424724,-0.108064,-0.127141,0.0353576,-0.196051,0.265789,0.0621686,0.0222714,-0.012836,-0.0979346
P10081,-0.0444784,-0.302596,-0.129802,-0.148254,0.184392,0.429408,-0.328977,-0.00453121,-0.0622867,0.428029,0.111213,0.115711,-0.163706,0.0435638,0.055432,-0.184668,-0.222023,0.111985,-0.347201,0.541389,0.122207,0.0295196,0.0196177,-0.203772
Q08269,-0.033707,-0.15531,-0.0691449,-0.0669183,0.0615001,0.188443,-0.126876,-0.0133945,-0.0162937,0.177747,0.0749599,0.0395211,-0.0719184,0.0110545,0.0334626,-0.0917588,-0.087452,0.0560005,-0.147526,0.262583,0.0521787,0.0357878,0.0185974,-0.08821
P38144,-0.0407728,-0.249014,-0.115804,-0.142156,0.149015,0.339812,-0.276927,-0.0116124,-0.0603895,0.371904,0.104504,0.0679821,-0.162322,0.0325805,0.0233643,-0.145812,-0.195425,0.0975843,-0.289671,0.445098,0.0815146,0.0351293,0.0155005,-0.157382
Q05931,-0.02685,-0.137105,-0.0578704,-0.0871114,0.0911142,0.220102,-0.167443,0.00317002,-0.0448833,0.212793,0.0491118,0.0298773,-0.101264,0.0204613,0.0262682,-0.088595,-0.132519,0.0619728,-0.188801,0.264764,0.0577385,0.0230635,-0.00948623,-0.0869178
P53938,-0.0162687,-0.0916688,-0.0511564,-0.0441886,0.0513822,0.111447,-0.103374,0.0152199,-0.027909,0.13542,0.0456992,0.0397792,-0.0527679,-0.00479143,0.0344033,-0.0697257,-0.0652808,0.0245777,-0.124725,0.143091,0.053416,0.0083996,-0.0142542,-0.0787431
Q03220,-0.040603,-0.0790909,-0.0474531,-0.0717854,0.041788,0.147724,-0.111494,-0.00617291,-0.0295771,0.144633,0.0346256,0.0516738,-0.0525169,0.00441395,0.025742,-0.042155,-0.0568874,0.0237981,-0.112991,0.150083,0.0476067,0.010478,-0.0102643,-0.0486361
P25642,-0.0287011,-0.201151,-0.0775948,-0.103494,0.127612,0.281406,-0.211174,0.0063605,-0.0544777,0.256985,0.065211,0.0717135,-0.115924,0.0236623,0.0397061,-0.125619,-0.160592,0.0561078,-0.24952,0.330071,0.0864596,0.0116295,0.0107606,-0.140869
P40574,-0.0216781,-0.0964546,-0.0308031,-0.0608059,0.0585702,0.13369,-0.118875,-0.00580285,-0.0338832,0.141981,0.0554959,0.0151426,-0.0521266,0.0260903,0.0230323,-0.0582143,-0.072924,0.0167028,-0.107243,0.191197,0.0194165,-0.00584262,-0.00320934,-0.0535303
P32448,-0.0089862,-0.145579,-0.0480726,-0.05662,0.0672979,0.197184,-0.133854,-0.0228053,-0.0227209,0.189479,0.0546393,0.0348193,-0.0920098,0.0193828,0.0121896,-0.0999945,-0.0949086,0.0226109,-0.14217,0.240828,0.0701545,0.000671143,0.00276193,-0.0866954
P36095,-0.0259661,-0.101926,-0.059828,-0.078227,0.0561984,0.164305,-0.127451,-0.0195173,-0.0386258,0.172279,0.0266969,0.0281413,-0.0693555,0.0269527,0.000301213,-0.085092,-0.0990192,0.0214931,-0.111726,0.208502,0.0627453,-0.00524067,0.0128414,-0.0524042
P69771,-0.0596881,-0.180831,-0.0721945,-0.116725,0.118091,0.272815,-0.236577,-0.0176191,-0.0468399,0.288401,0.0992475,0.0622075,-0.132598,0.047564,0.0524388,-0.145796,-0.156369,0.0696365,-0.221916,0.348974,0.0762174,0.032174,0.0213504,-0.129383
P07267,-0.0307765,-0.110461,-0.0461361,-0.0569574,0.051657,0.164355,-0.132452,-0.00562523,-0.0163089,0.174912,0.0548131,0.0360691,-0.0496736,0.0314331,0.0343491,-0.0773496,-0.0746561,0.0282457,-0.123874,0.189128,0.0544233,0.0213569,6.70695e-05,-0.0623932
Q06567,-0.0173281,-0.106203,-0.0415881,-0.0598587,0.0468197,0.139423,-0.115153,0.000897984,-0.0327604,0.176494,0.0515348,0.0266891,-0.0639811,0.0280247,0.00288027,-0.0758162,-0.067742,0.022974,-0.12723,0.17887,0.036991,0.0118003,-0.0108751,-0.0925592
P29340,-0.0134614,-0.139526,-0.066103,-0.0887356,0.0680125,0.210151,-0.152201,0.00830913,-0.0056417,0.191952,0.0609312,0.0587095,-0.0632685,0.0255759,0.0390311,-0.109913,-0.0933939,0.0626803,-0.188177,0.262156,0.0597271,0.00911095,0.0127106,-0.107617
P32657,-0.0576684,-0.194481,-0.0609932,-0.104132,0.120526,0.260666,-0.195828,-0.020545,-0.0146684,0.280794,0.0976776,0.0520237,-0.112778,0.00766876,0.0195495,-0.137984,-0.132913,0.0612888,-0.238447,0.348697,0.0934934,0.0382778,0.0173977,-0.130074
P38083,-0.0109435,-0.140947,-0.0613245,-0.0672344,0.0792394,0.178222,-0.13315,0.00106574,-0.0343255,0.174659,0.0442771,0.0326718,-0.0729891,0.0272632,0.0122514,-0.0991728,-0.0863002,0.0400511,-0.167865,0.251599,0.0594904,0.00362824,-0.000479214,-0.0878157
P36169,-0.0277768,-0.111104,-0.0583829,-0.0756014,0.0728685,0.175993,-0.141461,0.0010643,-0.00890307,0.162281,0.0649432,0.0319824,-0.0648694,0.00843483,0.0349606,-0.0615933,-0.0989986,0.0540102,-0.118486,0.216234,0.0541827,0.000414845,-0.000755842,-0.063457
P33749,-0.0517689,-0.162021,-0.0836127,-0.077904,0.0739815,0.212764,-0.18135,0.00530061,-0.0436135,0.214935,0.0833572,0.0296991,-0.0766759,0.0305827,0.0445139,-0.0973223,-0.114523,0.056658,-0.191075,0.266778,0.0633554,0.037853,0.0109739,-0.105031
P40020,-0.0494448,-0.166204,-0.0863327,-0.111205,0.0913581,0.271545,-0.213206,-0.009713,-0.0477198,0.280377,0.0649433,0.0755102,-0.105294,0.0229281,0.0242485,-0.123857,-0.133367,0.0724501,-0.202936,0.343788,0.0827102,0.00977776,0.018942,-0.123648
P53923,-0.0263021,-0.131044,-0.0725911,-0.0613301,0.0620482,0.189927,-0.137064,-0.00923364,-0.0211975,0.216134,0.0527995,0.0636607,-0.062781,0.0278387,0.0301552,-0.0818208,-0.115493,0.0598498,-0.172772,0.24992,0.0597189,0.0302545,0.0033817,-0.116176
P53438,-0.00935929,-0.141628,-0.0534872,-0.0863966,0.0848698,0.185778,-0.149209,-0.0226072,-0.0400776,0.18532,0.0790488,0.026606,-0.0834111,0.0303946,0.033713,-0.0676401,-0.101803,0.0317674,-0.144725,0.222771,0.0706206,0.0117622,-0.00707433,-0.0980078
P22224,-0.0393137,-0.163904,-0.0620618,-0.0899608,0.096007,0.261729,-0.168559,-0.00834883,-0.0523476,0.248919,0.0939826,0.0374612,-0.085512,0.0333117,0.0244415,-0.110352,-0.142232,0.0535734,-0.214474,0.314911,0.0818226,0.034131,0.00424329,-0.125937
P53604,-0.0480925,-0.148821,-0.0697763,-0.0994272,0.0879593,0.210344,-0.173003,0.00527197,-0.0210647,0.211954,0.0792095,0.0520764,-0.0808577,0.034771,0.0290997,-0.0842842,-0.104215,0.0352022,-0.208525,0.284857,0.0695867,0.0112795,-0.00444586,-0.116738
P30619,-0.051475,-0.185137,-0.0872381,-0.127078,0.113853,0.259081,-0.230273,-0.014339,-0.0291327,0.286196,0.0811427,0.0795105,-0.116083,0.0201319,0.0284828,-0.118834,-0.157449,0.0725684,-0.224652,0.356299,0.0641406,0.0132098,0.0209387,-0.13761
P38697,-0.0454992,-0.171632,-0.0761507,-0.0985028,0.082225,0.243281,-0.178345,-0.00322317,-0.037683,0.237826,0.0865007,0.0466919,-0.081707,0.0227154,0.0267064,-0.120662,-0.124631,0.0701823,-0.203961,0.309131,0.0474546,0.00472714,0.0141782,-0.123582
Q03433,-0.0184673,-0.120372,-0.0441249,-0.0635303,0.0634588,0.211847,-0.153228,0.0109976,-0.0179652,0.186274,0.061843,0.064147,-0.0844853,0.00448968,0.0265282,-0.105453,-0.10631,0.0336081,-0.169457,0.257278,0.0651555,0.0316648,0.00176716,-0.0964019
P53040,-0.0496939,-0.311919,-0.130917,-0.160261,0.153297,0.419624,-0.303593,-0.0171183,-0.0610478,0.442234,0.142564,0.0868984,-0.163365,0.037359,0.0436391,-0.189493,-0.210073,0.104098,-0.37538,0.54812,0.116862,0.0290928,-0.00167821,-0.217438
P38637,-0.0345574,-0.0867419,-0.0544208,-0.0396047,0.0741288,0.114796,-0.0966193,0.000833127,-0.0205805,0.128582,0.0224274,0.0188059,-0.0671644,0.0189318,0.0352705,-0.0515964,-0.0493216,0.0194184,-0.110857,0.162998,0.0475751,0.0103222,0.00145396,-0.0794438
P53191,-0.0247296,-0.14105,-0.0806139,-0.0666429,0.101737,0.222601,-0.141866,0.0139453,-0.041585,0.212527,0.0529512,0.0504503,-0.0703714,0.0262784,0.0431634,-0.105185,-0.0917901,0.0511755,-0.197266,0.250994,0.0582216,0.016476,0.00523272,-0.110038
P39933,-0.0268359,-0.125338,-0.043844,-0.0732071,0.0568416,0.139845,-0.102981,0.00202758,-0.0145837,0.141629,0.0494803,0.0219039,-0.0671593,0.0341528,0.0049712,-0.0756991,-0.0981737,0.0346013,-0.144934,0.172399,0.0331362,0.0242885,0.00402169,-0.0868091
Q2V2P2,-0.0131699,-0.108726,-0.0462828,-0.0566019,0.0360938,0.141744,-0.115812,0.00248781,0.00161287,0.1452,0.0553694,0.0496111,-0.0566858,0.0139158,0.0102196,-0.0787178,-0.0822526,0.0295481,-0.0973147,0.172786,0.0432471,0.000325693,-0.0177606,-0.0650768
