protein,dim1,dim2
P07278,0.499025,0.751717
P38690,0.460812,0.607604
Q3E842,0.132807,0.334938
Q01519,0.407425,0.251056
Q08683,0.29137,0.826811
P38754,0.41626,0.49579
Q12522,0.662603,0.888814
Q08270,0.0855702,0.302365
P32799,0.414162,0.57705
P52491,0.217269,0.382827
Q12059,0.2057,0.367002
P41896,0.576228,0.708739
P32570,0.612042,0.653751
P25635,0.534774,0.956063
Q08911,0.163106,0.198699
P36013,0.445999,0.75632
P07266,0.335168,0.559249
Q9ZZW7,0.101508,0.499803
Q01574,0.178738,0.543326
P30619,0.421357,0.441868
P42835,0.123995,0.42036
P38115,0.334439,0.255324
P38691,1.1043,1.4964
P17629,0.457095,0.620117
P40070,0.807488,0.940983
P38248,0.123187,0.413455
P14164,0.315126,0.554418
P38797,0.301951,0.46009
P24870,0.324599,0.692778
P38707,0.686774,0.411176
P11075,0.384742,0.770512
P87284,0.603837,0.450797
Q06538,0.282073,0.666199
P38295,0.428119,0.632956
P53854,0.48329,0.577544
P41805,0.735392,0.741866
P35724,0.482299,0.429441
P32626,0.172515,0.450301
P29509,0.369848,0.538603
P36007,0.168293,0.558073
P53119,0.281409,0.434216
P20484,0.53678,0.528157
P32605,0.288303,0.871609
Q02260,0.782725,0.640222
Q07508,0.396658,0.442079
P38746,0.216578,0.463646
P32324,0.596476,0.828456
Q12079,0.202661,0.338064
P32325,0.199237,0.442265
P32336,0.406508,0.394644
P38990,0.187493,0.675078
Q03148,0.397045,0.551048
Q12266,0.0414174,0.507985
P36517,0.404444,0.734274
Q12188,0.597113,0.522244
Q02721,0.381535,0.557631
Q05670,0.149112,0.441884
P53238,0.507112,0.534272
P25293,0.503882,1.0281
P40491,0.445312,0.381966
P87275,0.43161,0.0563142
P81449,0.392961,0.271569
P05374,0.36489,0.212705
P10614,0.499849,1.01856
Q04902,0.389179,0.720037
Q04432,0.195583,0.565669
Q04344,0.24553,0.529833
P89113,0.170703,0.230593
P38064,0.653226,0.812602
P0C289,0.219726,0.185248
P38991,0.793436,1.05961
P32584,0.324376,0.380982
P07259,0.227607,0.791189
Q06338,0.582782,0.497473
P00927,0.269484,0.618551
P53951,0.586191,0.367028
P53271,0.463945,0.647274
P53975,0.217219,0.148784
Q02799,0.333222,0.174469
P32800,0.572928,0.366989
P40544,0.209144,0.43743
Q06058,0.274742,0.318112
Q03010,0.541114,0.597971
P43637,0.610372,1.08007
P36040,0.552092,0.392199
P32828,0.459676,0.589362
P38274,0.534824,0.301967
P07806,0.350084,0.604426
P43586,0.524363,0.490673
P26321,0.72205,0.855506
P0CX49,0.236093,0.744659
P53158,0.560171,0.464157
P38121,0.613256,0.505558
P38174,0.225837,0.360104
Q12496,0.0699758,0.561112
P40588,0.22982,0.319349
P18239,0.691602,0.843298
P53279,0.412541,0.20571
Q12486,0.369351,0.122183
P53123,0.255603,0.293697
P38856,0.438366,0.57184
P11710,0.678408,0.733443
P47064,0.486315,0.306833
P32896,0.111592,0.361429
P40433,0.221299,0.760292
P36097,0.420964,0.431269
P53974,0.504912,0.635242
P40003,0.4994,0.647381
P36141,0.302089,0.266804
P18414,0.18069,0.53758
P03877,0.109639,0.273614
P33303,0.177205,0.390121
P02406,0.402962,0.801288
Q06344,0.398942,0.727675
P34243,0.313221,0.395356
P13902,0.712466,0.766137
Q07589,0.200081,0.460214
P38152,0.421472,0.38015
O14468,0.420655,0.472068
Q12262,0.546084,0.73152
P36036,0.396109,0.482758
Q04031,0.697313,0.888531
P40442,0.341716,0.251959
P38900,-0.0405932,0.472162
Q05583,0.372336,0.665914
P23503,0.162639,0.572697
Q02754,0.388835,0.176589
Q03435,0.688345,0.43396
Q03730,0.248736,0.632397
Q04396,0.137456,0.357285
O13563,0.300185,0.570092
Q03465,0.260881,0.59813
P37296,0.536162,0.802191
Q03660,0.36212,0.595963
P32613,0.653816,0.728377
P06785,0.476135,0.266745
P40991,0.617514,0.754288
P0CX66,0.00495036,0.358256
P00812,0.481623,0.25312
P32849,0.409295,0.525304
P38927,0.594952,0.586436
P04786,0.362181,0.734445
Q12218,0.216609,0.386717
P38833,0.278501,0.169965
P53261,0.551249,1.03012
P30657,0.685786,0.588579
P40485,0.704355,0.718773
Q06251,0.112395,0.366427
P08593,0.17734,0.195836
P10174,0.477749,0.403284
Q02753,0.226317,0.648938
Q06315,0.0573665,0.512403
Q04693,0.654219,0.626107
Q05790,0.341146,0.302627
Q06147,0.143351,0.481351
P32074,0.733987,0.605687
P38604,0.59036,0.444752
Q12424,0.221936,0.526864
P32501,0.436836,0.433801
Q99359,0.290914,0.410627
Q05892,0.316693,0.367581
P32588,0.611118,0.590083
P12686,0.860109,0.820574
P53306,0.301266,0.67335
Q03289,0.296228,0.440512
P33201,0.516751,0.755754
Q03049,0.381523,0.395129
Q3E846,0.0384786,0.208928
P39704,0.294541,0.857849
P47173,0.4254,0.280911
P38631,0.562073,0.474058
P38312,0.272006,0.328125
Q00453,0.322474,0.46773
P24280,0.593132,0.597141
Q03441,0.248805,0.355852
Q07732,0.702249,0.674874
Q05785,0.380311,0.568454
Q12116,0.321235,0.410622
P40157,0.276601,0.38994
P08425,0.385262,0.43465
P38310,0.64425,0.509853
P09880,0.0584927,0.286845
Q08774,0.104078,0.524504
Q99220,0.549014,0.674756
Q08732,0.473025,0.675279
P53091,0.485156,0.867449
P53962,0.360764,0.274906
P38217,0.685894,0.885069
P33199,0.197507,0.17796
P41697,0.541887,0.630759
P47085,0.193305,0.388555
P38696,0.420867,0.68601
Q04549,0.292791,0.512377
Q05899,0.230965,0.384624
P39991,0.244451,0.505208
P53260,0.363585,0.488589
Q12516,0.251624,0.395134
P04046,0.192399,0.604527
P32469,0.128633,0.545715
P38995,0.190132,0.304076
P32600,0.744668,1.1345
Q04814,0.173297,0.378976
P38555,0.359308,0.764053
P01123,0.535844,0.648937
P22353,0.481531,0.756018
P35736,0.228757,0.640174
O94742,0.485384,0.619471
P18899,0.479546,0.540074
Q6Q5H1,0.340163,0.324024
P40525,0.341628,0.443765
P36000,0.617816,0.794415
P31244,0.534376,0.733562
Q03264,0.460666,0.143643
P38254,0.223718,0.706088
Q03280,0.644015,0.574694
P40587,0.272721,0.211695
Q12406,0.471441,0.745622
P39533,0.216316,0.480263
Q03856,0.19845,0.363176
P05737,0.46731,0.775146
Q08926,0.328842,0.56094
P43497,0.203315,0.322581
P05745,0.522012,0.64031
P25657,0.328564,0.49651
P15891,0.53327,0.703858
P32048,0.128689,0.495443
P38722,0.31375,0.328415
P35182,0.382649,0.695226
P38227,0.384777,0.358895
P39936,0.328421,0.784657
P38765,0.410593,0.441281
Q08919,0.274769,0.444929
P25039,0.392098,0.190803
P53066,0.310026,0.455276
P36006,0.55253,0.736465
P20053,0.336163,0.703313
Q01080,0.440618,0.397909
Q12457,0.345903,0.442647
Q03430,0.208651,0.326124
Q05867,0.200419,0.189566
P06115,0.231068,0.281231
P32502,0.969287,1.23683
P40579,0.340929,0.433674
P33767,0.779471,0.927003
P39677,0.294682,0.37951
P38849,0.327744,0.0999926
P53283,0.418058,0.518172
P52911,-0.00140963,0.301413
P53011,0.438452,0.696726
Q12315,0.550318,0.667209
P0CF34,0.479132,0.152215
P01120,0.492015,0.615114
P47063,0.246234,0.171396
P43534,0.505371,0.473202
P30605,0.417678,0.748327
P25373,0.25313,0.232638
P12688,0.263488,0.705045
P40547,0.329596,0.529445
P40492,0.59242,0.344554
P53941,0.375111,0.571404
P40546,0.462621,0.63853
P40012,0.405986,0.168181
P10862,0.30633,0.506891
P40151,0.582159,0.466087
Q06169,0.350735,0.701019
P38292,0.323399,0.580613
Q07825,0.406842,0.433089
P53918,0.410177,0.515027
P39073,0.609835,0.877165
P07273,0.208728,0.312866
P39985,0.320419,0.477865
P46673,0.365523,0.517621
P36224,0.566105,0.550779
P47149,0.717635,0.990386
Q04172,0.501218,0.623346
P25586,0.533328,0.768461
P47134,0.252261,0.733567
P39935,0.579498,0.726308
P35197,0.371579,0.6317
P33328,0.387256,0.834474
Q04359,0.142169,0.281347
P38724,0.26445,0.468971
P43582,0.632555,1.02101
P54854,0.115544,0.544867
P06101,0.370119,0.629505
P53043,0.227681,0.459187
P32838,0.227291,0.570613
P52492,0.381983,0.260144
P0CE88,0.291308,0.301472
Q03088,0.437757,0.373019
P32860,0.319133,0.530943
P40463,0.203998,0.518063
Q12505,0.959843,0.84385
P26784,0.380777,0.7257
Q06217,0.64143,0.614293
P33334,0.50678,0.829136
P47163,0.365296,0.205342
Q12100,0.550042,0.707821
Q04336,0.250266,0.642563
P38748,0.610525,0.889934
Q12020,0.595307,0.545592
P14743,0.100634,0.522631
Q04364,0.214165,0.275961
P06367,0.33123,0.841413
P80967,0.281539,0.473767
P47118,0.148313,0.433949
P53846,0.341026,0.432144
Q12208,0.351324,0.527822
Q03973,0.642461,0.819678
Q05919,0.605541,0.467246
P13856,0.343021,0.694087
Q06407,0.567193,0.373752
P38959,0.618521,0.676377
P38284,0.33044,0.438218
P53170,0.969566,1.11931
P53318,0.35239,0.458763
P53200,0.185246,0.396403
P53120,0.13837,0.348633
P33313,0.330913,0.459213
P09457,0.33526,0.627113
P39515,0.474151,0.628845
P00635,0.112049,0.431196
Q07657,0.388081,0.612176
Q04598,0.224784,0.26264
P49704,0.800259,0.686696
P49955,0.531041,0.589411
P32645,0.170756,0.176588
P54867,0.340667,0.353207
P47818,0.217766,0.28811
Q04013,0.338873,0.735128
P32621,0.424656,0.404134
P53933,0.53972,0.638392
P25044,0.484365,0.396519
P32331,0.400388,0.466286
Q12391,0.276338,0.474159
Q12453,0.275914,0.507847
P00815,0.321396,0.477221
P39998,0.603936,0.693969
P24000,0.267259,0.485286
P38299,0.449869,0.218186
P53242,0.388856,0.226097
P48560,0.163551,0.296444
Q04489,0.378564,0.559963
P22517,0.659006,0.969451
P10961,0.489554,0.409258
P37838,0.697095,0.373759
P38280,0.16136,0.571156
P11709,0.402884,0.885502
P21374,0.555499,0.443927
P32523,0.774984,1.12245
P38688,0.36817,0.483365
P38985,0.5688,0.372867
P20424,0.303973,0.565177
P36520,0.490643,0.640928
P40058,0.0164045,0.240541
P38725,0.441788,0.235514
P40014,0.959591,0.94069
P33312,0.237672,0.343014
P20081,0.521404,0.716425
P53909,0.372481,0.391272
P40036,0.252789,0.540019
Q06567,0.168308,0.29173
Q3E7B6,0.144143,0.441203
P32842,0.269427,0.474003
Q12226,0.334946,0.427401
P38351,0.457038,0.78656
Q07747,0.181495,0.25559
P53167,0.311742,0.168664
Q07800,0.299359,0.383027
P14540,0.531824,0.4376
P38915,0.348855,0.897513
P07149,0.40174,0.490925
P25362,0.334049,0.247385
Q03707,0.478606,0.539345
P39992,0.264059,0.50691
P38753,0.486989,0.841402
P38170,0.171721,0.701017
P38860,0.357185,0.242238
P0C2H6,0.441186,0.748664
P32660,0.33062,0.694148
P42838,0.25147,0.623452
Q06091,0.540366,0.558658
Q02884,0.300615,0.528776
P42935,0.297573,0.769487
P40493,0.319267,0.265235
P05755,0.37583,0.721283
P47083,0.71134,0.721894
Q03772,0.298102,0.369042
Q12050,0.421937,0.644889
Q06139,0.0316596,0.401192
Q12288,0.202904,0.108068
P0CX70,0.261523,0.178889
P40959,0.485033,0.497597
P12754,0.248616,0.331638
Q03214,0.258889,0.445434
P32590,0.47628,0.694229
P32844,0.580819,0.444951
P22224,0.133405,0.596582
Q06245,0.63404,0.773294
P38970,0.772604,0.73951
P34072,0.247027,0.625289
Q12263,0.576336,1.0478
Q08650,0.462171,0.188025
P14242,0.158513,0.346222
P50110,0.496143,0.423573
Q92316,0.13116,0.57805
P26725,0.355874,0.215789
P47771,0.278851,0.769285
P54114,0.364336,0.527261
P53397,0.0221067,0.588371
Q12362,0.0231747,0.519604
Q01662,0.28428,0.351191
P40464,0.270861,0.380436
Q03862,0.501521,0.684134
Q04711,0.246611,0.341041
Q12134,0.40075,0.551756
P36168,0.111662,0.604137
P32829,0.459567,0.733933
P33301,0.408482,0.610258
O13539,0.374518,0.615777
P25361,0.488367,0.653924
P07560,0.374691,0.889686
Q08224,0.315041,0.331048
P53541,0.490592,0.214713
P40020,0.319084,0.477089
P39008,0.738382,0.623471
Q06405,0.371451,0.244888
Q03388,0.551739,0.358946
P13298,0.23207,0.580506
P45978,0.380611,0.715431
P11433,0.685348,0.527099
Q07938,0.198261,0.205329
P53912,0.342079,0.432605
P38873,0.612664,0.730158
Q05905,0.106076,0.480899
Q08645,0.332586,0.415618
P38229,0.471596,0.499024
P21651,0.53736,0.733884
P19735,0.684655,0.765069
Q12025,0.137866,0.289405
Q04264,0.670025,0.508225
P38627,0.344715,0.650856
Q02046,0.124315,0.430601
P20084,0.324796,0.375296
Q12345,0.242038,0.72619
P53115,0.423068,0.574357
P53049,0.615867,0.525609
Q12482,0.46473,0.161572
P38888,0.593595,0.413933
P28519,0.373871,0.65155
Q9P305,0.365614,0.232963
Q07660,0.19571,0.240794
P36528,0.393029,0.482969
Q12214,0.477466,0.312786
P32259,0.758452,0.780085
Q3E7B4,0.297304,0.14833
P53744,0.25332,0.462915
P41277,0.254578,0.666683
P33332,0.40457,0.719404
P38086,0.216615,0.539798
P39931,0.090123,0.434138
P53262,0.40358,0.560591
Q06214,0.433533,0.529562
Q99260,0.352701,0.858129
P33308,0.357075,0.773055
P40039,0.272154,0.223795
P38814,0.196196,0.380121
P20447,0.585456,0.525975
P05085,0.510516,0.379409
P17709,0.379512,0.551444
Q12499,0.573224,1.12072
P30624,0.25204,0.430474
Q12490,0.432839,0.295108
Q06201,0.273414,0.461225
P39731,0.588055,0.521495
P38966,0.0433305,0.35266
P40988,0.377173,0.66923
Q06683,0.410808,0.334546
P20050,0.330616,0.450941
P37299,0.0333229,0.367472
Q08347,0.336059,0.102284
P25577,0.288157,0.271692
P25572,-0.00388232,0.32135
P47048,0.598741,0.707627
P39013,0.774009,0.970472
Q08692,0.176674,0.270229
P47113,0.525517,0.406402
P50275,0.464428,0.416997
P43555,0.31131,0.751298
Q99181,0.34626,0.693978
P28834,0.351856,0.716247
P38893,0.0962115,0.354193
Q08269,0.293103,0.535914
P23624,0.189023,0.276343
Q12341,0.676578,0.588873
P32617,0.467925,0.325543
P80428,0.38631,0.676453
P53869,0.251302,0.3785
P36010,0.321339,0.567968
P51402,0.45847,0.3093
Q03361,0.361836,0.494273
Q3E795,0.153574,0.249956
P35180,0.630793,0.627753
Q12112,0.358656,0.178349
Q01217,0.0353414,0.157805
P10869,0.310845,0.426113
P53947,0.462793,0.225362
P47046,0.300384,0.316328
Q08096,0.372219,0.641028
P23968,0.695586,0.628561
P35727,0.279168,0.62562
P46679,0.433014,0.688214
P32867,0.63482,0.490011
P53117,0.138048,0.320516
Q06506,0.483149,0.802893
P53722,0.356926,0.404366
P36046,0.785897,0.944499
O74302,0.319577,0.177328
P12683,0.401394,0.433068
P42839,0.174255,0.342448
P38837,0.391012,0.868766
P32597,0.303809,0.766715
P32481,0.701032,0.648358
P32368,0.772628,0.845785
Q05359,0.253423,0.797593
P0CI66,0.0818389,0.503405
P14306,0.640023,0.495902
P32264,0.344222,0.591248
P23337,0.253182,0.65122
Q05931,0.425213,0.274078
P0C2I9,0.285668,0.489573
Q07834,0.17719,0.351735
P0CX33,0.334394,0.340671
Q04304,0.0705815,0.290506
P50942,0.528789,0.385953
P14120,0.479851,0.835275
Q99278,0.407306,0.557298
P19263,0.528434,0.777029
P40169,0.0350509,0.367121
P40071,0.506237,0.448287
Q03630,0.391343,0.696273
P40059,0.433298,0.212033
P40009,0.162411,0.430716
P38180,0.347895,0.49412
P48565,0.437863,0.456382
Q04734,0.13507,0.267737
P38181,0.534591,0.510123
Q08218,0.345223,0.316972
P53179,0.219296,0.266512
P13434,0.29426,0.628486
P34252,0.310694,0.689649
P24279,0.474745,0.64325
P06243,0.703236,0.921965
P39110,0.24291,0.820757
P53221,0.553616,0.519641
P05738,0.643603,0.434541
P40354,0.342189,0.554289
P25389,0.510122,0.692595
P50085,0.427744,0.693817
Q12179,0.335064,0.513488
Q06151,0.529142,0.330558
P38828,0.514469,1.00323
Q06336,0.273138,0.350425
P53051,0.379761,0.218789
Q12003,0.3539,0.448514
P38261,0.608826,0.65506
Q08023,-0.00910699,0.501862
P38109,0.16492,0.574615
P40106,0.155668,0.65282
P26263,0.529953,0.243948
Q08444,0.461147,0.584557
P38858,0.164572,0.352252
Q3E751,0.360679,0.147239
P53147,0.0482755,0.405447
P40360,0.145342,0.321272
Q12125,0.319442,0.392513
P25568,0.183233,0.243621
P39543,0.387559,0.477464
P36137,0.412321,0.288166
P30902,0.424745,0.919353
Q08904,0.398403,0.387974
P52960,0.386652,0.342046
Q04341,0.207522,0.324079
P47104,0.496306,0.172894
Q03956,0.373383,0.394891
P53038,0.186103,0.562204
P40077,0.390198,0.379465
P40516,0.460094,0.132454
Q08818,0.411357,0.150155
P38616,0.353704,0.401064
P36527,0.52189,0.580622
P0CX44,0.398308,0.660176
Q07351,0.458706,0.250334
P15108,0.903675,0.984633
Q12182,0.0428815,0.387263
P47125,0.117809,0.12837
P48363,0.520555,0.648491
Q00245,0.28237,0.45401
P12904,0.424352,0.830021
Q99373,0.113842,0.154081
P38272,0.573416,0.49808
Q01649,0.255281,0.639011
Q03254,0.312089,0.403798
P29055,0.496888,0.799671
Q05676,0.37485,0.187836
P32454,0.491622,0.58387
P53129,0.171524,0.382956
P40303,0.42666,0.683031
P36080,0.294155,0.446272
Q07648,0.119962,0.478379
P38305,1.01242,0.858986
P36001,0.411917,0.345003
Q12219,0.265647,0.127841
Q08979,0.312564,0.473361
P40458,0.410849,0.301081
Q99257,0.746553,0.743125
P36066,0.226212,0.500745
Q12525,0.516545,0.203221
O13329,0.228719,0.652773
P53916,0.51483,0.387823
P47154,0.519528,0.85711
Q05874,0.263506,0.225667
P00560,0.367107,0.706135
P22434,0.430416,0.192291
P40317,0.125207,0.543978
P32585,0.598369,0.864678
P38720,0.321718,0.634457
Q04895,0.283978,0.434874
P46985,0.460726,0.678841
P47047,0.546512,0.503707
Q03768,0.289133,0.708679
P15424,0.486938,0.590699
P40087,0.368768,0.622354
P38998,0.291221,0.346898
Q02204,0.430733,0.656121
P25374,0.282469,0.599793
P0CX39,0.713971,0.529865
Q12512,0.267664,0.426257
P39705,0.490923,0.530884
P53249,0.0639744,0.416195
Q02772,0.39029,0.538985
Q03774,0.220156,0.42663
P38197,0.493951,0.415077
P39003,0.21671,0.565409
P38300,0.3328,0.428416
P36093,0.101353,0.417709
P47051,0.253346,0.337387
Q04601,0.589068,0.753742
P0CX27,0.153203,0.579437
Q02629,0.540725,0.606302
P14922,0.421478,0.768496
Q12156,0.294023,0.562869
P54839,0.613624,0.436455
Q3E829,0.251745,0.619523
P53298,0.182705,0.642283
Q12748,0.0989518,0.500282
P0CX87,0.310244,0.172775
P40572,0.211742,0.593105
Q06200,0.324121,0.348132
P10962,0.359652,0.262385
P32806,0.497506,0.403193
P50875,0.434783,0.296425
P02400,0.282583,0.922002
P53929,0.102095,0.318746
P23748,0.682904,0.474839
Q3E7Y5,0.156627,0.355435
P46990,0.324389,0.663461
P40567,0.402672,0.85848
P24384,0.50217,0.837306
Q03177,0.336586,0.41359
P06738,0.448105,0.550555
P40395,0.42795,0.464361
Q03667,0.056388,0.115564
Q04170,0.447761,0.138361
P38851,0.311432,0.370811
P38242,0.315445,0.683041
P53178,0.307199,0.436791
Q07979,0.350273,0.745724
Q9URQ5,0.302128,0.722588
Q04411,0.487869,0.672226
P39548,0.466785,0.361486
P53142,0.575056,0.603554
P17695,0.483152,0.266805
Q08956,0.622041,0.565372
P0CX15,0.343393,0.140852
P27999,0.674687,0.652034
P40477,0.22301,0.822334
Q12672,0.267646,0.393716
P22470,0.515218,0.883803
Q03429,0.311904,0.354144
P54861,0.322449,0.641479
P32571,0.410582,0.592673
Q99207,0.63195,0.621241
Q03880,0.11599,0.579815
P32338,0.113687,0.138733
Q04636,0.61635,0.723535
P40340,0.609436,0.895903
Q07500,0.273857,0.688042
Q04779,0.625355,0.585388
Q08923,0.514325,0.42463
P03965,0.327221,0.714556
Q12222,0.762241,0.527841
P32623,0.417362,0.253842
P49687,0.393314,0.590651
P36121,0.542939,0.350508
P53010,0.38191,0.332605
P53297,0.626268,0.482289
Q12245,0.527498,0.579603
P36088,0.368622,0.391616
P36142,0.06066,0.2835
Q12129,0.403966,0.183731
P53878,0.310586,0.383227
P36152,0.386395,0.63288
Q12145,0.366388,0.407814
P53904,0.160405,0.277722
P38625,0.487829,0.304973
P49954,-0.00711362,0.451946
P53343,0.300275,0.47501
P38744,0.29905,0.604682
P14908,0.327316,0.866336
P15365,0.301007,0.608184
Q12461,0.313668,0.253544
P36029,0.419668,0.302076
Q06144,0.612467,0.640999
P40008,0.25699,0.392621
P34216,0.308468,0.676578
P10863,0.341337,0.373762
P40309,-0.0293012,0.500736
P53388,0.345313,0.766921
P07258,0.37829,0.411816
Q07478,0.508614,0.423176
P53210,0.538563,0.335581
P49089,0.108843,0.593219
Q08579,0.479037,0.191741
P40156,0.288675,0.310858
Q06078,0.451533,0.678005
P25608,0.0986217,0.30509
Q08417,0.410909,0.21185
P14741,0.427907,0.685955
P16965,0.256241,0.472028
P19658,0.221992,0.598046
P36172,0.327386,0.532484
Q05580,0.405532,0.405326
P47821,0.708032,0.66728
P40325,0.173899,0.503301
P32387,0.209208,0.751055
P12687,0.637271,0.696478
Q12395,0.54014,0.474642
P40018,0.653463,0.9537
P32798,0.353881,0.486754
Q03703,0.43797,0.538555
Q07830,0.0471979,0.521496
O74700,0.208998,0.683562
P46965,0.858544,0.851755
P38356,0.372865,0.705205
P53146,0.25065,0.627038
P00330,0.758458,0.868927
P40107,0.366728,0.439403
P16151,0.737169,0.936496
P32891,0.0614058,0.405004
P00937,0.283069,0.463857
P0CY11,0.181399,0.574787
P0CY08,0.377083,0.582943
Q12276,0.33132,0.448808
Q2V2P8,0.112447,0.447994
Q99394,0.560515,0.506305
P15303,0.684243,0.755127
P53897,0.391985,0.746932
P38848,0.31842,0.384528
P43569,0.065967,0.269129
P23542,0.332896,0.669552
P22147,0.562297,0.790796
Q02767,0.40136,0.503064
Q04272,0.568893,0.920613
Q12483,0.362843,0.653167
Q12088,0.157005,0.31047
P32643,0.203675,0.361309
P39678,0.505328,0.696853
P15274,0.530527,0.391689
Q02784,0.42129,0.232129
P0CX62,0.0917806,0.273957
P38845,0.223865,0.235259
P0CX22,-0.0421267,0.49917
P40971,0.342268,0.481116
P40104,0.233471,0.375509
Q02804,0.363056,0.434174
P53917,0.338207,0.702539
Q04599,0.523211,0.621171
P53769,0.42719,0.264374
P38148,0.243571,0.431357
Q05911,0.530537,0.550786
P47019,0.172767,0.554697
P05317,0.600597,0.781091
Q8TGQ7,0.315991,0.418612
P40582,0.934672,1.2296
P47015,0.12444,0.326005
P32473,0.426255,0.816552
Q04958,0.164241,0.451772
P42942,0.408026,0.44045
P12866,0.237603,0.368555
P03962,0.160039,0.422015
Q01159,0.364942,0.338548
Q12472,0.263946,0.387908
P46682,0.367518,0.600106
Q3E7Y3,0.282262,0.717008
Q12167,0.456521,0.116252
Q3E7A9,0.174219,0.200577
Q12421,0.377519,0.370081
P32459,0.250551,0.724451
Q03050,0.0157098,0.426204
P53032,0.395924,0.464453
Q8TGK4,0.177818,0.225259
P42940,0.308774,0.601243
Q07540,0.493555,0.664543
P53583,0.456395,0.396669
P41543,0.686029,0.501289
Q99190,0.683057,0.606104
P47190,0.195443,0.682314
P36034,0.447829,0.347193
Q12108,0.124974,0.344516
P54785,0.645321,0.449979
P53551,0.405434,0.696984
P25036,0.12544,0.346221
P53331,0.428677,0.46431
P04076,0.317829,0.365981
P15732,0.242233,0.754312
Q03071,0.300366,0.736027
P53848,0.0971018,0.271447
P36139,0.764853,0.863738
Q07527,0.340091,0.515893
P53096,0.308257,0.55897
P0CX86,0.12259,0.454624
P40527,0.403668,0.610949
P19073,0.629047,0.633162
P52286,0.701325,0.992532
Q12427,0.358996,0.640619
Q12213,0.488026,0.758066
P23180,0.357738,0.339267
Q04623,0.302828,0.129651
P38085,0.363545,0.543528
P38809,0.376744,0.538542
Q12242,0.48781,0.408511
Q8TGJ3,0.362795,0.368486
Q06580,0.243907,0.369389
Q05902,0.324053,0.223252
P14832,0.509361,0.786451
P36124,0.192395,0.512291
P40543,0.33446,0.0572788
P38195,0.362317,0.631971
Q96VH5,0.476414,0.780558
P40090,0.54792,0.39237
Q12158,0.427522,0.68939
Q12489,0.329111,0.530059
Q12021,0.302168,0.268174
P39009,0.821166,0.959645
P17967,0.279277,0.81392
P28272,0.110041,0.505853
Q08971,0.315761,0.342297
Q12407,0.434557,0.311429
P20107,0.465922,0.541114
Q06389,0.186364,0.224431
P52553,0.339631,0.811304
P20434,0.702029,0.839815
P40541,0.427971,0.503407
P38176,0.268454,0.33642
P38084,0.383686,0.553295
P56508,0.103488,0.440669
Q07468,0.293018,0.614587
P12868,0.618995,0.675203
P32378,0.311275,0.356694
P37298,0.504412,0.53518
P33421,0.344475,0.681906
Q03944,0.488742,0.66523
P51979,0.291018,0.447251
P0CX64,0.441321,0.446325
P0C2I6,0.08755,0.302868
Q08955,0.221217,0.386863
P02293,0.590245,1.29881
P21954,0.439041,0.409349
P0CX51,0.489281,0.363277
P33304,0.266339,0.576486
P30822,0.550278,1.09648
Q12518,0.398675,0.230195
P53550,0.717135,0.730701
P23615,0.467735,0.5148
Q08322,0.0675804,0.354322
P22134,0.209862,0.518581
P25339,0.416357,0.822939
P47096,0.383022,0.495652
P22135,0.521854,0.40618
Q06707,0.164575,0.70341
P36014,0.295124,0.346896
P17255,0.821236,0.791174
P38755,0.287551,0.682365
P33413,0.203686,0.283327
Q07688,0.315535,0.528034
Q07084,0.541079,0.507126
P40452,0.423191,0.307521
Q04279,0.253947,0.545639
P22215,0.357882,0.130557
P38210,0.155556,0.332169
Q05123,0.49277,0.502213
P32460,0.305694,0.293126
P18961,0.66434,0.598177
P40164,0.638526,0.488136
P04912,0.926862,1.24451
P11353,0.408121,0.353738
P40558,0.420358,0.273182
P52920,0.522539,0.724001
P0CX57,0.247716,0.425106
Q02725,0.358717,0.367322
P53313,0.67052,0.572312
P29453,0.689034,0.649794
Q99186,0.235456,0.577313
P38065,0.184955,0.696407
P38114,0.226454,0.546403
P40308,0.53921,0.478675
P05373,0.345391,0.391015
P38116,0.361735,0.51836
Q03921,0.518733,0.503872
P0CX69,0.388407,0.120498
P53836,0.312841,0.340739
P40357,0.245811,0.5725
Q12109,0.305488,0.439954
Q06337,0.358078,0.587704
P53616,0.464456,0.293631
P0CX41,0.370028,0.725669
Q03829,0.285054,0.299816
Q12057,0.313331,0.300305
P39524,0.527346,0.770724
Q06623,0.180413,0.568041
P40562,0.380279,0.688972
P32489,0.561427,0.307198
Q08822,0.219629,0.4539
Q12692,0.56561,0.855917
Q04603,0.148231,0.711804
Q02803,0.264801,0.27521
Q04925,0.13283,0.498743
Q99369,0.0696505,0.454831
Q04632,0.511912,0.472501
P53195,0.258198,0.411227
Q03236,0.0456424,0.376355
P33338,0.661055,0.715658
Q07897,0.647053,0.409942
Q12343,0.65345,0.801494
P39692,0.169338,0.505689
P47136,0.659646,0.623546
P53264,0.396288,0.204146
Q08989,0.149057,0.299751
Q08992,0.493799,0.647561
Q3E813,0.322952,0.326157
P35195,0.441618,0.591387
P53256,0.563046,0.392811
Q08285,0.288425,0.732735
P38801,0.22752,0.595044
P25380,0.117044,0.232467
Q3E7Z5,0.20192,0.547586
Q03898,0.689255,0.692147
Q07950,0.446575,0.201186
P38336,0.575627,0.625819
P53218,0.41418,0.531632
P47159,-0.0185299,0.479482
Q07379,0.406195,0.487564
P06182,0.18441,0.446331
P38622,1.05415,1.09292
P53725,0.502159,0.576737
