gene,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42,dim43,dim44,dim45,dim46,dim47,dim48,dim49,dim50,dim51,dim52,dim53,dim54,dim55,dim56,dim57,dim58,dim59,dim60,dim61,dim62,dim63,dim64,dim65,dim66,dim67,dim68,dim69,dim70,dim71,dim72,dim73,dim74,dim75,dim76,dim77,dim78,dim79,dim80,dim81,dim82,dim83,dim84,dim85,dim86,dim87,dim88,dim89,dim90,dim91,dim92,dim93,dim94,dim95,dim96,dim97,dim98,dim99,dim100,dim101,dim102,dim103,dim104,dim105,dim106,dim107,dim108,dim109,dim110,dim111,dim112,dim113,dim114,dim115,dim116,dim117,dim118,dim119,dim120,dim121,dim122,dim123,dim124,dim125,dim126,dim127,dim128
O42956,-0.0222757,-0.00475928,-0.0174301,-0.00445826,-0.00625918,-0.0144111,-0.0507931,0.0129671,0.00132537,-0.0333745,-0.00168378,-0.00835503,-0.0641557,0.0160987,-0.00231593,0.0290969,0.0730606,-0.0454733,0.0935851,0.0219142,0.0130979,0.0453496,0.00805897,-0.00893234,-0.0143071,-0.0210911,0.0636716,0.040584,0.00944026,0.0313304,0.0707958,-0.0166631,0.0371405,0.00974785,0.0532816,0.0571689,-0.0477934,-0.0385852,0.0367304,-0.0909598,-0.0295095,0.0893746,0.00463119,-0.00517558,0.0460627,0.00544569,0.0264529,0.0121494,-0.0311528,-0.0456967,-0.0355333,-0.0927078,0.0117015,-0.0499891,-0.00546668,-0.0217093,-0.0032425,-0.00208496,-0.0332036,-0.0430363,-0.037908,-0.0245672,0.0507112,0.0515363,-0.0178201,0.0402857,0.054156,0.0952251,0.00556868,-0.0392469,0.0578288,0.0927296,-0.0401832,0.0848832,-0.000402065,0.0409654,-0.00567712,0.0393002,0.0155346,0.0336738,-0.00945186,-0.0249017,0.0241365,0.0605188,0.12661,0.0171999,-0.0578848,-0.0147988,0.0494923,0.0302706,-0.0127463,-0.0524306,0.00648771,-0.0456163,0.0377783,0.0461335,0.0466258,0.0512085,-0.0462419,-0.106535,-0.0576271,-0.0162266,0.00362462,0.00157893,0.0444714,0.0188311,-0.0108761,-0.0225955,-0.0842176,0.030431,-0.0631209,0.00792327,0.00195906,-0.0118181,0.0183941,-0.051551,-0.0751242,0.0952258,0.0443268,-0.0594381,-0.0183557,0.054486,-0.0690623,0.070649,-0.00960329,-0.00259727,-0.000318481,-0.0266785
O36023,-0.0107434,0.000251912,-0.0123177,-0.00300805,-0.00162944,-0.0060199,-0.0234437,0.00938353,0.000483565,-0.0178091,-0.00325457,-0.00710063,-0.036148,0.0122823,-0.00380723,0.0116728,0.0382251,-0.0227799,0.0491739,0.0134707,0.0122714,0.0285597,0.00321918,-0.00453733,-0.00751477,-0.0138423,0.0337582,0.020794,0.00639567,0.0164685,0.0357028,-0.0104268,0.0212663,0.00719904,0.0295729,0.0346059,-0.0264302,-0.0187965,0.0155496,-0.0491228,-0.0153727,0.0527931,0.00553963,-0.00726792,0.0217387,0.00231341,0.0125317,0.00982368,-0.0171461,-0.0264326,-0.0196358,-0.0498515,0.00767991,-0.0227698,-0.00283359,-0.00924705,-0.00126505,0.000537756,-0.0135336,-0.0249577,-0.0198962,-0.0102584,0.0253147,0.0288055,-0.00513643,0.0263517,0.0303765,0.0514173,0.00230787,-0.0231091,0.0338045,0.0504435,-0.0215298,0.0462261,0.00242957,0.0223348,-0.00349551,0.0201902,0.00614108,0.0178595,-0.00380392,-0.0185459,0.0130352,0.0329949,0.0721324,0.0101277,-0.0299148,-0.011957,0.0290498,0.0184583,-0.0079614,-0.028032,0.00397689,-0.0270238,0.019159,0.0198297,0.0196642,0.0254887,-0.0255108,-0.0546817,-0.0311243,-0.0106266,0.00196157,0.000372014,0.0223894,0.010381,-0.00589874,-0.0136496,-0.0429896,0.0123505,-0.0370157,0.00675725,0.000863971,-0.0119018,0.0115461,-0.024896,-0.0431989,0.0480998,0.0269229,-0.0310158,-0.0136402,0.0254226,-0.0359492,0.0413041,-0.00158204,-0.00423807,-0.00427103,-0.013128
P50524,-0.0137802,-0.00445036,-0.0112962,-0.00563273,-0.011106,-0.0156404,-0.0422399,0.0127153,0.00395567,-0.025237,0.000490935,-0.00995372,-0.049382,0.0159762,-0.00274412,0.0203219,0.0604351,-0.0357315,0.0784963,0.016582,0.0130821,0.0407318,0.00882341,-0.0103884,-0.00945408,-0.0208494,0.0568941,0.0333,0.00750825,0.0258314,0.0586693,-0.0126156,0.0311234,0.00639102,0.0457133,0.0451453,-0.0378908,-0.0312938,0.0270029,-0.0754527,-0.0250388,0.0767147,0.00636384,-0.00586444,0.0356956,0.00930388,0.0268578,0.010007,-0.0254229,-0.0413039,-0.0292512,-0.0810444,0.0110644,-0.0362094,-0.00113778,-0.016941,-7.56792e-05,-0.000552266,-0.0271462,-0.0346758,-0.0310624,-0.0212131,0.047762,0.0422284,-0.0112829,0.0400041,0.0435802,0.0830062,0.00515497,-0.0367278,0.0513661,0.0787871,-0.0314357,0.0732878,-0.00208009,0.0319118,-0.0043048,0.0299956,0.00906143,0.0274874,-0.00686077,-0.0243074,0.0214029,0.051554,0.105068,0.0104725,-0.0485186,-0.0126952,0.0448351,0.0260207,-0.00968225,-0.045338,0.0107042,-0.0413345,0.0375944,0.0368117,0.0337865,0.0446945,-0.0411579,-0.0915298,-0.0490393,-0.0127124,0.00373633,-0.00104962,0.0361311,0.0211853,-0.00407921,-0.0215667,-0.0711138,0.0203016,-0.0527165,0.00352817,0.0046019,-0.00970325,0.010813,-0.0418291,-0.0618431,0.0786707,0.0348911,-0.0512473,-0.0186595,0.0466688,-0.0551261,0.0540658,-0.00716372,-0.00030315,-0.00661055,-0.0230454
P33886,-0.0114443,-0.00386222,-0.00397974,0.000954341,-0.00241677,-0.0083099,-0.0165885,0.00488319,0.00344135,-0.0160994,0.00306675,-0.00344279,-0.0268287,0.00613237,-0.00258381,0.0143586,0.0303187,-0.018739,0.0359989,0.00887661,0.00655088,0.0191908,0.00168677,-4.92064e-05,-0.00204026,-0.00712875,0.0233243,0.0166317,0.00696237,0.00909128,0.0252167,-0.00741058,0.0124156,0.00657927,0.0209032,0.0239205,-0.0154762,-0.0170946,0.0178063,-0.0394702,-0.0140941,0.0330385,0.00537012,-0.00637075,0.0221419,0.0047207,0.0111337,0.0027162,-0.00836231,-0.0209983,-0.0133203,-0.0404887,0.00322241,-0.0161399,-0.00343651,-0.0114776,-0.00049122,0.000779094,-0.0115574,-0.0150406,-0.0106244,-0.00982139,0.024379,0.0224165,-0.00464157,0.0148961,0.0222865,0.0412737,0.00354688,-0.0143907,0.0268765,0.0370991,-0.0180955,0.0323919,0.00121843,0.0140677,-0.00521722,0.0165069,0.00866603,0.0154467,-3.88325e-05,-0.0112594,0.0134507,0.0220592,0.0528348,0.00445788,-0.0236152,-0.00383118,0.0243329,0.0084355,-0.00205051,-0.0182583,0.00529404,-0.0237827,0.0131161,0.0209839,0.0142581,0.0245711,-0.018417,-0.0463745,-0.0210587,-0.00588359,0.000188714,0.00298904,0.0156089,0.00569008,-0.00269227,-0.0103709,-0.0341638,0.013901,-0.0257624,0.00269673,0.00294026,-0.00921239,0.00827698,-0.0191489,-0.0331136,0.0346024,0.0138253,-0.0259112,-0.011744,0.018185,-0.0263348,0.030466,-0.00483131,-0.00394152,-0.00281523,-0.0121095
O14134,-0.00906198,0.00308711,-0.0110515,0.000164735,-0.00485627,-0.0133718,-0.0300228,0.0130377,0.00111043,-0.0182055,0.000308453,-0.00896671,-0.0367672,0.00933561,0.000863446,0.0194384,0.0444075,-0.0264056,0.0534624,0.0164257,0.00942571,0.0322706,0.00802495,-0.00393383,-0.00580976,-0.00987762,0.0411078,0.0211625,0.00882393,0.0183864,0.0443667,-0.00576869,0.0234694,0.00424833,0.0296426,0.0318429,-0.0258696,-0.0201722,0.0212869,-0.0568873,-0.0167549,0.0522275,0.000821697,-0.00372864,0.0308723,0.00379226,0.0176221,0.0111184,-0.0159671,-0.025976,-0.0225138,-0.0577663,0.0115494,-0.0278312,0.00263807,-0.0148312,0.00222091,-0.00215511,-0.0190682,-0.0233047,-0.0183787,-0.0136558,0.0316285,0.0285907,-0.0119423,0.0287434,0.033804,0.0598051,0.00921213,-0.0254088,0.0405294,0.0527696,-0.0293739,0.0523793,-0.000423484,0.0226991,-0.00624533,0.0265285,0.00662533,0.022505,-0.00663379,-0.0146624,0.011111,0.0332716,0.0825334,0.00947194,-0.0353335,-0.0107249,0.0296073,0.0208419,-0.0032594,-0.0322445,0.00438904,-0.030315,0.0276136,0.0242743,0.0302195,0.0320518,-0.0257639,-0.065607,-0.0344746,-0.00464408,0.00406442,0.00529321,0.026598,0.0163791,-0.0062606,-0.0127373,-0.046456,0.0139417,-0.0392873,0.000839682,0.00622286,-0.0117433,0.0105335,-0.0269834,-0.0478943,0.0544513,0.0253961,-0.0390359,-0.0151508,0.0308524,-0.0376327,0.0397999,-0.00343899,-0.00221089,0.0015917,-0.015057
O94684,-0.00943184,0.000231512,-0.00522717,-0.0020139,-0.00356562,-0.00243711,-0.0131214,0.00681897,0.00264977,-0.0082241,-0.000148693,-0.00613409,-0.0220998,0.00456476,-0.00182032,0.00825201,0.0227939,-0.0150906,0.0348971,0.00411212,0.00950632,0.0155966,0.00276669,0.000754306,-0.00324389,-0.00890501,0.0202836,0.0143134,0.00522825,0.0123994,0.0251137,-0.00844442,0.00879192,0.00192495,0.021118,0.0162614,-0.0132196,-0.0162591,0.0145775,-0.0291369,-0.0096841,0.0295618,-0.000191903,-0.00641438,0.0133701,0.00204475,0.0129031,0.000285225,-0.0116041,-0.0173061,-0.0169856,-0.0338933,0.00139381,-0.0177895,-0.00163601,-0.00435495,0.00178398,-0.00201763,-0.00904379,-0.0100875,-0.0130129,-0.00716089,0.0174801,0.0186473,-0.00396427,0.0127556,0.0188345,0.0353734,0.00643702,-0.0154519,0.0196,0.0275929,-0.0138028,0.0309215,-0.0033151,0.0171931,-7.49054e-05,0.0106249,0.00296969,0.0158234,-0.00186859,-0.00593899,0.00509781,0.0206251,0.04491,0.00738582,-0.0195603,-0.0062388,0.015918,0.0120094,-3.94577e-06,-0.0158647,0.00638143,-0.0197414,0.0159907,0.0129053,0.0109664,0.017549,-0.0151898,-0.0406331,-0.023053,-0.00471518,0.00053248,0.00224656,0.0183838,0.00983621,-0.00623537,-0.00609215,-0.0324744,0.00898091,-0.0177095,0.00535919,0.00221238,-0.00859545,0.00213588,-0.0207829,-0.0268496,0.0299881,0.0142035,-0.0225846,-0.00332133,0.0152676,-0.0234276,0.0202,-0.0046544,-0.000333476,-0.00265441,-0.00515566
O14332,-0.00660563,-0.000706722,-0.00664632,4.92624e-05,-0.00220017,-0.00375959,-0.022163,0.00622709,0.00344227,-0.0104418,0.000197081,-9.47433e-05,-0.0230605,0.00699708,-0.00326415,0.0124923,0.0271725,-0.0186585,0.032411,0.0101993,0.0103347,0.0191133,0.00658132,0.000853699,-0.00500698,-0.0120197,0.0282325,0.0113566,0.00426609,0.0126146,0.0304059,-0.00464414,0.0154855,0.00495906,0.0167564,0.0190593,-0.0193456,-0.016725,0.0116684,-0.0360892,-0.0127319,0.0348015,0.00213896,-0.000284672,0.015117,0.00177659,0.0108436,0.00590969,-0.0121246,-0.0212727,-0.0159712,-0.039913,0.0028804,-0.0220808,0.00101357,-0.006239,5.26389e-05,-0.00152273,-0.0102846,-0.0195732,-0.0109914,-0.00945825,0.0175768,0.018453,-0.00664236,0.0178501,0.0250332,0.0402455,0.00126514,-0.0195423,0.0273906,0.0345372,-0.0167422,0.0341661,-0.00299775,0.0190156,-0.00629348,0.0169335,0.00294109,0.0168582,-0.00647231,-0.00731773,0.0110765,0.0266027,0.0494186,0.00417871,-0.0229697,-0.00932775,0.0227455,0.00980618,-0.00411433,-0.0238746,0.00481285,-0.0171934,0.0158052,0.0142686,0.0143801,0.0177733,-0.019537,-0.0411812,-0.0202522,-0.00665117,0.00308128,0.000364123,0.0213756,0.0123222,0.000437444,-0.00956138,-0.0307648,0.00848324,-0.021997,6.87001e-05,-0.00186119,-0.00494334,0.00817191,-0.0227215,-0.028104,0.0401869,0.0140031,-0.0262139,-0.00766866,0.0163477,-0.028183,0.0283302,-0.0025829,-0.0035093,-0.0014811,-0.00787842
O94267,-0.0103114,-0.000286539,-0.00552358,-0.00564592,-0.00496666,-0.0088239,-0.0246033,0.00801455,0.00225761,-0.0190198,0.000444269,-0.00200128,-0.0366692,0.0111873,-0.00480588,0.0134566,0.0395479,-0.0265626,0.0509866,0.0138987,0.0069088,0.0272486,0.00920021,-0.00645449,-0.00875187,-0.0120544,0.0350904,0.0182891,0.00273334,0.0166543,0.0391387,-0.00722047,0.0184343,0.00233486,0.0274854,0.0307016,-0.0220877,-0.023123,0.019048,-0.047787,-0.0193963,0.0492645,0.00149486,-0.0071185,0.0255626,0.00143592,0.0171657,0.00715963,-0.0126672,-0.0299469,-0.0204051,-0.0501852,0.00850397,-0.024377,-0.00331858,-0.0126679,-0.00298632,-0.00241044,-0.0162516,-0.0220942,-0.0163055,-0.0161865,0.0263146,0.031376,-0.0125752,0.0255485,0.0329114,0.0562892,0.00102134,-0.0229342,0.0306756,0.0520919,-0.0265921,0.0475372,-0.00402319,0.0265097,-0.00137439,0.0221011,0.00542635,0.0162031,-0.00542923,-0.0148955,0.0154073,0.031773,0.0665175,0.0061776,-0.0287032,-0.00885488,0.0257024,0.0161845,-0.00544484,-0.0281924,0.00443747,-0.0301335,0.0214467,0.0217808,0.0266832,0.030744,-0.0223651,-0.0616232,-0.0275624,-0.00601776,0.00175753,0.00150525,0.0264415,0.0161143,-0.00735854,-0.0127994,-0.0475594,0.0152965,-0.0363133,0.00110504,-0.000506883,-0.00638428,0.00492348,-0.0278894,-0.040009,0.048634,0.0230264,-0.0329818,-0.0124932,0.0300142,-0.0399161,0.0380463,-0.00699832,-0.00477357,-0.00490746,-0.0136407
Q09767,-0.0118543,0.000444887,-0.0115434,0.000661755,-0.00520166,-0.00762668,-0.0306371,0.00872866,0.00282612,-0.0203768,-0.00183008,-0.00886868,-0.0386285,0.0118912,-0.00384175,0.0140182,0.0464013,-0.0248113,0.0546327,0.0092208,0.006401,0.0274085,0.00389091,-0.00228045,-0.00776202,-0.0124231,0.0412819,0.0186044,0.00373273,0.0135089,0.0408779,-0.00559846,0.0183238,0.00767052,0.0281762,0.03087,-0.0244895,-0.022339,0.0192579,-0.0589844,-0.0198559,0.0538821,0.00782051,-0.00664155,0.0254902,0.00178466,0.0153956,0.00557577,-0.0180053,-0.0297291,-0.0212748,-0.0555533,0.00863491,-0.0256498,0.00181711,-0.00994181,0.000880361,-0.00295386,-0.0152832,-0.0198049,-0.0187028,-0.00900989,0.0277864,0.0266761,-0.0136664,0.0269971,0.0287489,0.060718,0.00802255,-0.0209645,0.0348594,0.0504237,-0.0220406,0.0507724,0.00234303,0.0227872,-0.00779614,0.0247622,0.0101646,0.0236889,-0.00817961,-0.0158209,0.0140447,0.0368768,0.0775772,0.00856812,-0.0338576,-0.0108688,0.0281326,0.0191421,-0.0067056,-0.032579,0.00264022,-0.0288536,0.024975,0.0282027,0.0218958,0.0302517,-0.0295691,-0.0685123,-0.0345302,-0.00451179,-0.00226376,0.00437792,0.0253726,0.017211,-0.00106469,-0.0101684,-0.0461364,0.0150565,-0.0328691,0.00601533,0.000254148,-0.00786517,0.00992358,-0.0321124,-0.0501398,0.0529046,0.027836,-0.0408188,-0.0159222,0.0310147,-0.0360718,0.0447172,-0.00357569,-0.00369801,-0.000186088,-0.0119588
P09322,-0.00752111,0.000358859,-0.00822021,-0.000886828,-0.00554436,-0.00806421,-0.0205062,0.0108541,0.00399862,-0.0135573,-0.00114912,-0.00856696,-0.0314811,0.00888217,-0.0025981,0.0102018,0.0377442,-0.0225561,0.0424255,0.0141673,0.00606943,0.024186,0.00925773,-0.00427287,-0.00259955,-0.00683211,0.0294846,0.0182073,0.00521758,0.0127851,0.0344142,-0.00347648,0.0203175,0.00789926,0.0253389,0.0278835,-0.0216406,-0.0158927,0.019153,-0.0411214,-0.0176617,0.0440473,0.00211835,-0.000189985,0.023548,0.0021884,0.0158576,0.00818759,-0.0150892,-0.0208714,-0.0181054,-0.0468826,0.0105641,-0.0230431,0.00316522,-0.00707828,-0.00505724,-0.00534599,-0.0121174,-0.0158523,-0.019651,-0.011741,0.0257346,0.0206167,-0.00443682,0.0239989,0.0245602,0.0514844,0.00805385,-0.0220029,0.0266854,0.046928,-0.0186511,0.0458136,0.00178951,0.0207607,-0.00659833,0.0196616,0.00414542,0.0189993,-0.00408922,-0.0161791,0.0111761,0.0251761,0.0620887,0.00615634,-0.0237053,-0.00800227,0.0247553,0.012067,-0.00844051,-0.0224056,0.000753152,-0.0221954,0.0223907,0.0203341,0.0214362,0.023354,-0.0254287,-0.0507609,-0.0245524,-0.00808436,-0.00187335,-0.000871763,0.0236655,0.00666475,-0.000324319,-0.0136758,-0.0376006,0.00993156,-0.0256773,0.00456742,-0.000607257,-0.00643456,0.00828075,-0.0200502,-0.0362451,0.044939,0.0171704,-0.0273332,-0.00672813,0.0282006,-0.0299555,0.0322852,-0.00414628,-0.000117816,-0.000627294,-0.0120141
Q01112,-0.0105586,0.00171556,-0.00930353,-0.00534195,-0.00234924,-0.00963168,-0.0283227,0.00537182,-0.00161718,-0.0205292,0.00397401,-0.00949699,-0.0359366,0.00823021,-0.00224207,0.020152,0.0415236,-0.0270446,0.0530021,0.0146239,0.0118752,0.0282038,0.00824376,-0.00579661,-0.00789678,-0.0115215,0.0400584,0.0181716,0.00545136,0.0137525,0.037817,-0.0121051,0.0222137,0.00560275,0.0318581,0.0313816,-0.0288061,-0.0214441,0.0207794,-0.0565541,-0.0150382,0.0493868,0.00402807,-0.00734986,0.0297576,0.00310634,0.0136849,0.00642976,-0.0132645,-0.0255037,-0.025422,-0.0516494,0.00509468,-0.0278925,-0.00173745,-0.0123462,0.000843755,-0.00175988,-0.0169804,-0.0239257,-0.0166291,-0.0163888,0.0330568,0.0331711,-0.0121427,0.0294833,0.0308537,0.0565164,0.0033895,-0.0238567,0.0334608,0.0509857,-0.0272499,0.0552798,-0.00406726,0.0275393,-0.00207377,0.0245552,0.00608564,0.0187419,-0.00185603,-0.0171603,0.013823,0.0373629,0.0782355,0.00530415,-0.0315637,-0.0100721,0.0284467,0.0175304,-0.00690984,-0.0268178,0.00718679,-0.0283929,0.0240979,0.0226662,0.0283226,0.0273916,-0.023767,-0.0670537,-0.0339257,-0.0109166,-0.00107685,-0.00152306,0.0288125,0.0141507,-0.00173395,-0.012822,-0.0513963,0.019184,-0.0379864,0.00582995,0.00438779,-0.00495854,0.00976815,-0.026332,-0.0431871,0.0518554,0.0283608,-0.0366297,-0.00854563,0.0289154,-0.039294,0.0432601,-0.00495336,-0.0030999,-0.00407965,-0.0106584
O43114,-0.00826405,0.00132384,-0.00460279,-0.00444717,-0.00064657,-0.00899433,-0.0176146,0.00440795,-0.00148871,-0.0134894,-0.000791272,-0.00714389,-0.0281017,0.00495066,-0.00606905,0.00754401,0.0318969,-0.0156952,0.035209,0.00743031,0.00925705,0.0217267,0.00655888,-0.00520361,-0.00683862,-0.00589581,0.0295205,0.0141934,0.0015132,0.0104442,0.0242536,-0.00649999,0.0157163,0.00494105,0.0169115,0.0196542,-0.0196268,-0.0170017,0.0175785,-0.0355729,-0.0153083,0.0339975,0.00328762,-0.00441948,0.0222424,0.00324697,0.009081,0.00642346,-0.013939,-0.0221836,-0.0122931,-0.0369331,0.00645532,-0.0202534,-0.00305377,-0.00537198,0.00109292,-0.00100404,-0.00933008,-0.0181637,-0.00955531,-0.00476368,0.02422,0.0187739,-0.00905035,0.0185659,0.018933,0.0422839,0.000800438,-0.0133609,0.0227732,0.0349323,-0.01532,0.0337404,0.00236729,0.0204851,-0.00230918,0.0175499,0.00446925,0.0119124,-0.00372383,-0.0115193,0.00734176,0.0273307,0.0505398,0.00754463,-0.0221188,-0.00581698,0.0204414,0.0152512,-0.00263412,-0.0175118,0.00451909,-0.0176408,0.0160529,0.0174945,0.0158606,0.0217286,-0.0162774,-0.0423881,-0.0213612,-0.00445223,0.00373862,0.000685048,0.0132821,0.00888263,-0.00217796,-0.0126914,-0.035323,0.0139461,-0.0213208,0.0019782,0.00242933,-0.00651492,0.0100927,-0.0160521,-0.0285026,0.0392013,0.0196729,-0.0217757,-0.00374278,0.0216493,-0.0268123,0.0281831,-0.00548174,-0.00260082,-0.000401318,-0.0106654
O74777,-0.00842567,0.00200177,-0.00689993,-0.00188343,-0.00660006,-0.00743716,-0.0243486,0.00514477,-0.00115018,-0.0158752,4.18917e-05,-0.00106108,-0.0235992,0.00704736,-0.00391584,0.0129992,0.031924,-0.0195713,0.040668,0.00777279,0.00624507,0.0176254,0.00374753,-0.00228253,-0.00348701,-0.0121866,0.0260981,0.0136867,0.00258599,0.0112024,0.0307612,-0.00529925,0.0170377,0.00448197,0.0222552,0.0240896,-0.02009,-0.0121,0.0141485,-0.0356732,-0.0145444,0.0400067,-0.000948057,-0.00559288,0.0207035,0.00673589,0.015693,0.00227124,-0.00796784,-0.0194985,-0.0176314,-0.0414107,0.00717906,-0.0204306,0.0027811,-0.00842305,-0.00343623,-0.00365526,-0.0151134,-0.0184558,-0.0117806,-0.00580076,0.0181965,0.021717,-0.00319826,0.018917,0.0228319,0.0391471,0.0055745,-0.0152499,0.0234823,0.035672,-0.0186093,0.0350329,-0.000687199,0.0205928,-0.00231224,0.0158261,0.00914377,0.0122314,-0.00734525,-0.0102508,0.013398,0.0211524,0.0534773,0.00489255,-0.0237547,-0.0101216,0.0245767,0.0150624,-0.000695175,-0.0228895,0.00648196,-0.0197692,0.0209433,0.0214486,0.0158948,0.0249411,-0.0189672,-0.0447286,-0.0200425,-0.0093603,-0.00290903,0.00399376,0.0143071,0.01088,-0.00161478,-0.0100072,-0.0316138,0.0093446,-0.0227499,0.00302347,-0.000325537,-0.00752699,0.0106497,-0.0186526,-0.030001,0.0342617,0.01647,-0.0253881,-0.00546762,0.0212409,-0.0275515,0.0277651,0.000402178,-0.0037916,0.000434251,-0.00996202
O42980,-0.0119609,0.00159456,-0.00500885,-0.000777771,-0.00390748,-0.00489895,-0.0227977,0.00609513,-0.00166645,-0.0127814,0.000851829,-0.00783339,-0.0259455,0.00768179,-0.00345306,0.0102599,0.0314055,-0.0187299,0.0394747,0.00750263,0.00323055,0.0221721,0.006435,-0.00230321,-0.00290577,-0.0128129,0.0259771,0.0177472,0.00618106,0.0145911,0.0299269,-0.0094373,0.0134547,0.00188873,0.0194185,0.0214692,-0.0214156,-0.0133619,0.0185037,-0.0366094,-0.0169106,0.0346299,0.00469768,-0.00434488,0.0214132,0.00609382,0.0119212,0.00613968,-0.00828815,-0.0191502,-0.0119391,-0.0359661,0.00799659,-0.0173207,-0.00261023,-0.00998108,-0.00330156,0.00183153,-0.0159545,-0.0191042,-0.0164967,-0.00523265,0.023345,0.0230038,-0.00583992,0.0215331,0.0213848,0.0439393,0.00742175,-0.0145021,0.0292668,0.0401616,-0.0186335,0.0371022,-0.00100319,0.0189002,-0.00423266,0.0168374,0.00732128,0.0157559,-0.00701704,-0.00847714,0.00814678,0.0259302,0.0582322,0.00363095,-0.025991,-0.0101512,0.0239138,0.0156379,-0.00441501,-0.0220986,0.00237276,-0.0215266,0.0205624,0.0166574,0.020363,0.0261123,-0.0205139,-0.0449059,-0.0199333,-0.00694897,-0.00123798,0.00429323,0.0193028,0.0115675,-0.00711787,-0.00576386,-0.0378702,0.00739234,-0.0268564,0.00357326,0.0021275,-0.00911121,0.00672866,-0.0179876,-0.0343796,0.0371193,0.0195522,-0.0300893,-0.00983369,0.0242118,-0.0286925,0.028069,-0.00348857,0.00323765,0.00136192,-0.00797126
O74388,-0.00555132,-0.00482801,-0.00725703,-0.00409968,-0.00105749,-0.00594147,-0.0228697,0.00501798,0.00513261,-0.0130774,0.00297439,-0.00153082,-0.0296642,0.0110311,0.00173401,0.00868186,0.0335702,-0.0201894,0.0377621,0.00990106,0.00718086,0.0219081,0.00879748,-0.000337058,-0.00517371,-0.0104873,0.0262582,0.0151873,0.00780274,0.0127052,0.0323129,-0.00395086,0.0148174,0.00617871,0.0208282,0.024794,-0.0202632,-0.015634,0.0108542,-0.0429063,-0.0169578,0.0372,0.00318184,-0.00400535,0.0205431,-0.000281263,0.0144008,0.00234856,-0.0111294,-0.0242146,-0.0179842,-0.0423661,0.00254916,-0.0191755,-0.000820609,-0.011153,-0.00013639,0.000533105,-0.0152154,-0.0165723,-0.0151828,-0.00528023,0.0259647,0.0234998,-0.00482889,0.0190559,0.022907,0.0452607,0.000347507,-0.0154113,0.0237012,0.0379555,-0.0179998,0.0391558,-0.00193383,0.0151247,-0.00498515,0.020157,0.00566044,0.0112839,-0.00623065,-0.0118828,0.00825875,0.0228096,0.0525799,0.00399019,-0.0253475,-0.00985323,0.0239117,0.00967483,-0.00445984,-0.0184995,0.00205073,-0.0193295,0.0175833,0.0167194,0.0178587,0.0204579,-0.0161024,-0.0454568,-0.0226882,-0.00586402,0.00309773,0.00200096,0.0225138,0.0063878,-0.00144788,-0.00906515,-0.0380981,0.0146286,-0.024842,0.00533892,0.00154989,-0.00283023,0.00669958,-0.0172304,-0.0336347,0.042554,0.0151469,-0.0307816,-0.00695417,0.0245587,-0.0257969,0.032354,-0.00299826,-0.00460335,-0.00351328,-0.00970163
P36618,-0.0147862,-0.00281274,-0.0130462,-0.0051769,-0.00591115,-0.011103,-0.0338611,0.00761021,0.00640199,-0.0183906,-0.00304122,-0.0106222,-0.0402121,0.0098075,-0.00242593,0.0218027,0.052116,-0.0282228,0.0643353,0.0145983,0.00780232,0.0357424,0.00758431,-0.00368221,-0.00630104,-0.0184323,0.050392,0.0232443,0.0077945,0.0227156,0.0498993,-0.0100882,0.0237335,0.00661455,0.0402554,0.0440681,-0.0323996,-0.0237358,0.0217987,-0.0639912,-0.0225182,0.0609924,0.00851978,-0.00519122,0.0298144,0.00472287,0.0188726,0.0101172,-0.0163372,-0.0343255,-0.0254751,-0.0641488,0.0132859,-0.0293173,-0.00487831,-0.0188801,0.000722544,-0.00381385,-0.0228322,-0.0273395,-0.0275071,-0.0165677,0.0388185,0.0376569,-0.0074915,0.0328553,0.0386467,0.0730679,0.00812282,-0.0292337,0.045164,0.0663031,-0.0258736,0.0620371,-0.000762907,0.0268287,-0.00522796,0.0282534,0.0143807,0.0238468,-0.0049531,-0.0180853,0.0163804,0.0448136,0.0892946,0.0082342,-0.0409391,-0.00875265,0.0383982,0.0198402,-0.00512156,-0.0360081,0.00425655,-0.0366918,0.0277012,0.0319389,0.0304329,0.0342041,-0.0293855,-0.0797342,-0.0423101,-0.00699334,0.00154413,0.000691034,0.0342458,0.0129463,-0.0085754,-0.0133721,-0.0568578,0.0153404,-0.041341,0.00637527,0.000880653,-0.0126543,0.0140976,-0.0320125,-0.0519713,0.0665848,0.0326378,-0.0425412,-0.0108063,0.0324661,-0.0439243,0.0448105,-0.00595381,0.000401167,-0.00596153,-0.019934
