gene,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24
P32803,0.345159,0.0955378,0.140787,-0.0357245,0.0479409,0.190791,0.0393073,-0.0867125,-0.0524902,0.0697577,-0.0475757,-0.0439135,0.0970206,0.0981978,0.0730276,0.0848047,-0.0372406,0.0663182,-0.16066,0.0991354,-0.111755,-0.148734,0.247766,-0.023191
Q9UUH1,0.333618,0.0884166,0.147047,-0.0616976,0.0306186,0.168659,0.0197909,-0.110012,-0.0523405,0.0849434,-0.0647329,-0.065272,0.114151,0.101906,0.0640056,0.082326,-0.0412665,0.0651763,-0.180422,0.08028,-0.120256,-0.134716,0.286492,-0.0325693
P47111,0.324524,0.0873532,0.160923,-0.0534497,0.0527097,0.179653,0.0267528,-0.105758,-0.0458237,0.0886888,-0.0549348,-0.066586,0.108666,0.133547,0.0598528,0.100941,-0.0194373,0.0570595,-0.195611,0.0771887,-0.115141,-0.127935,0.258106,-0.0468659
O74803,0.325705,0.0835231,0.133877,-0.032178,0.0600905,0.173994,0.0199492,-0.0850224,-0.064024,0.096509,-0.0454497,-0.0464034,0.108682,0.111438,0.0665941,0.0958054,-0.0372207,0.0647883,-0.168893,0.105789,-0.116315,-0.154016,0.245428,-0.0425069
P32628,0.306313,0.0853011,0.118163,-0.0188642,0.0301782,0.185193,0.032015,-0.108418,-0.0389754,0.072356,-0.0587165,-0.0762158,0.0869114,0.0952118,0.0858007,0.110894,-0.00281049,0.0743307,-0.173886,0.0802932,-0.0798149,-0.137546,0.272889,-0.0528441
P30597,0.344749,0.0690078,0.146811,-0.0346759,0.0608818,0.163185,0.0488368,-0.0895787,-0.07985,0.0677793,-0.0669281,-0.0740702,0.100429,0.13955,0.0606748,0.0995903,-0.00796828,0.0814834,-0.207001,0.092172,-0.0901502,-0.135595,0.262167,-0.0253227
P08004,0.323548,0.092378,0.136293,-0.034264,0.0360374,0.164921,0.0153347,-0.114399,-0.0394361,0.094545,-0.0658971,-0.0805732,0.115202,0.110255,0.0816288,0.0819323,-0.00897575,0.048714,-0.180619,0.0736996,-0.0810282,-0.140495,0.282671,-0.0402154
P00046,0.328426,0.0699339,0.144367,-0.0541371,0.0690315,0.171539,0.0373804,-0.090259,-0.0761622,0.0679878,-0.041309,-0.0755627,0.111098,0.137606,0.0660408,0.0999441,-0.0413963,0.0427006,-0.185201,0.093509,-0.0825033,-0.129447,0.279868,-0.0315357
P00045,0.324353,0.0635966,0.129824,-0.040578,0.0522737,0.183453,0.043928,-0.0967734,-0.0502632,0.0970252,-0.0293905,-0.0777504,0.0869229,0.121944,0.0723549,0.0951281,-0.0286421,0.0369932,-0.166471,0.0911541,-0.0776587,-0.122744,0.241228,-0.0130947
P40370,0.333068,0.0804806,0.152712,-0.0601435,0.0408419,0.180363,0.0308272,-0.0777628,-0.0384157,0.0658553,-0.0616189,-0.0578031,0.086271,0.11639,0.0486327,0.0974452,-0.0193059,0.0661441,-0.181335,0.0783332,-0.106855,-0.120828,0.277067,-0.0291658
P00924,0.329957,0.0755983,0.161266,-0.050576,0.0270047,0.198381,0.0132507,-0.0995512,-0.0609961,0.0645795,-0.0368424,-0.058539,0.113605,0.137326,0.0501867,0.0864524,-0.0436462,0.0466297,-0.182374,0.0984827,-0.116019,-0.119798,0.257748,-0.0214761
P39078,0.321495,0.0716344,0.140403,-0.044515,0.0477899,0.158317,0.0434855,-0.0944377,-0.0402717,0.0829557,-0.0669497,-0.0703135,0.103815,0.102111,0.0530269,0.112863,-0.0317163,0.0524528,-0.179822,0.10214,-0.108684,-0.115182,0.273463,-0.0294033
P50999,0.343374,0.0973129,0.137477,-0.0492581,0.0608364,0.193928,0.0409686,-0.100649,-0.0389329,0.0650868,-0.0385765,-0.0649144,0.0880878,0.129251,0.087059,0.118296,-0.0103178,0.0549864,-0.178078,0.10405,-0.0893446,-0.120119,0.255089,-0.0172981
P12695,0.319836,0.102043,0.124978,-0.0397495,0.0364735,0.180117,0.0266545,-0.108075,-0.0722096,0.095675,-0.0610348,-0.0730626,0.107387,0.126478,0.0432652,0.10126,-0.00310592,0.0524704,-0.174777,0.0670435,-0.117729,-0.125059,0.240221,-0.0219282
O59816,0.315853,0.102653,0.121597,-0.0254083,0.036582,0.159246,0.0368312,-0.1036,-0.0749456,0.0670145,-0.0708729,-0.0572778,0.0981604,0.0997538,0.0763281,0.0991771,-0.00375911,0.05664,-0.177161,0.10351,-0.0983288,-0.140177,0.275257,-0.0233935
Q04371,0.319052,0.095728,0.121963,-0.0222926,0.0434527,0.160954,0.0303717,-0.106355,-0.0531407,0.0955257,-0.0433383,-0.0698049,0.0996223,0.111295,0.0441459,0.0684662,-0.0286537,0.0336624,-0.188414,0.0935951,-0.0825986,-0.143231,0.263103,-0.0479272
Q9UT55,0.31403,0.0990125,0.130989,-0.0302617,0.0598832,0.17059,0.0297709,-0.0828115,-0.0741032,0.0812418,-0.0357502,-0.0781146,0.11286,0.110323,0.0550643,0.0878672,-0.0171458,0.0361099,-0.182461,0.101849,-0.0993746,-0.128269,0.265629,-0.0306774
Q9UT08,0.3546,0.103032,0.155853,-0.0452493,0.0513381,0.153858,0.0364923,-0.100107,-0.049174,0.0706052,-0.03475,-0.0534011,0.0856,0.110224,0.0477749,0.0799819,-0.0118675,0.037716,-0.196911,0.107118,-0.104283,-0.145915,0.256861,-0.0452852
P31383,0.335142,0.0876184,0.131652,-0.0189775,0.0463522,0.159271,0.0261802,-0.0883167,-0.0363194,0.0746603,-0.0541576,-0.0772841,0.101492,0.122945,0.0647055,0.086599,-0.0210083,0.0399652,-0.174179,0.103012,-0.080174,-0.150709,0.274799,-0.0513344
O59727,0.322655,0.0713296,0.122613,-0.03564,0.034279,0.181259,0.0321551,-0.0831339,-0.0545985,0.0761332,-0.0319336,-0.0735319,0.0862562,0.134698,0.050754,0.0869614,-0.0137135,0.0649811,-0.197578,0.101193,-0.0865757,-0.152312,0.273565,-0.0300593
Q08971,0.328886,0.0957467,0.142238,-0.0445851,0.0307159,0.151487,0.0151377,-0.0896922,-0.0664192,0.0777814,-0.039361,-0.0484365,0.12082,0.112288,0.067743,0.0951261,-0.0409886,0.0574692,-0.175515,0.0776938,-0.0912287,-0.151305,0.265069,-0.0481687
Q9P7Y2,0.321396,0.0900173,0.129833,-0.037852,0.0367123,0.181238,0.0103753,-0.112535,-0.0683699,0.0949798,-0.0411596,-0.0653557,0.0967497,0.0903713,0.0683404,0.0973172,-0.00402906,0.0568085,-0.167026,0.09649,-0.105298,-0.127849,0.263551,-0.0275777
Q04401,0.301716,0.092673,0.142903,-0.033124,0.0510255,0.168657,0.0115315,-0.108875,-0.0391692,0.0892777,-0.0675895,-0.0599795,0.0905169,0.115347,0.0747906,0.107091,-0.021914,0.0474976,-0.171807,0.0848888,-0.116392,-0.129076,0.270676,-0.0415016
P46675,0.330458,0.0975817,0.161862,-0.0595917,0.0542248,0.171796,0.0470142,-0.11221,-0.0691719,0.062089,-0.0600871,-0.0590881,0.106139,0.103245,0.0773649,0.09013,-0.0418022,0.0474854,-0.170869,0.0690299,-0.119855,-0.129508,0.260002,-0.0186257
O94534,0.347246,0.0715686,0.152526,-0.0322507,0.0261093,0.172801,0.0329387,-0.113398,-0.0522445,0.101179,-0.0393437,-0.0614977,0.0814394,0.109417,0.0734063,0.0803336,-0.0348103,0.0653255,-0.156578,0.105815,-0.086339,-0.123946,0.261605,-0.0286331
O14230,0.332863,0.0891769,0.151735,-0.0221359,0.0631028,0.177113,0.0118816,-0.0731459,-0.0575928,0.0952423,-0.0412514,-0.0747411,0.102029,0.130711,0.0786129,0.088234,-0.0168802,0.0509187,-0.171794,0.082228,-0.0936577,-0.123928,0.239262,-0.0439054
P08524,0.328202,0.0897754,0.125348,-0.0419035,0.0637738,0.193714,0.0522671,-0.081695,-0.0546975,0.0801284,-0.0711231,-0.0525434,0.0896932,0.143364,0.0605715,0.0991533,-0.0271684,0.0785304,-0.187493,0.100754,-0.107141,-0.128436,0.267855,-0.014494
O42901,0.33496,0.101391,0.162207,-0.0399642,0.0473091,0.164517,0.0154502,-0.101306,-0.0533279,0.0866044,-0.0649154,-0.0669964,0.0926968,0.111173,0.0513416,0.100861,-0.00173217,0.0607478,-0.170009,0.0733433,-0.100091,-0.123363,0.278854,-0.0452848
P53224,0.317721,0.0827835,0.143887,-0.0495847,0.0439607,0.185154,0.0191339,-0.0843498,-0.05446,0.0876814,-0.0704638,-0.0593122,0.0794799,0.115006,0.0813417,0.108082,-0.0172606,0.0622581,-0.191353,0.10324,-0.0848042,-0.144001,0.236876,-0.0437022
Q9P7T7,0.343642,0.0822035,0.121779,-0.0404664,0.0381269,0.191531,0.0313553,-0.0968286,-0.058325,0.0917989,-0.0501155,-0.0831238,0.100236,0.108627,0.0849582,0.0823531,-0.0203338,0.0621201,-0.160878,0.0755909,-0.0912098,-0.116738,0.267352,-0.0200098
P25576,0.337989,0.0757224,0.139998,-0.0447104,0.0648889,0.170645,0.0445562,-0.0864751,-0.0508386,0.0841668,-0.0424512,-0.0665988,0.0842203,0.0980522,0.0791513,0.0879957,-0.0247954,0.062141,-0.183672,0.0978719,-0.108552,-0.119945,0.251719,-0.0535119
Q06494,0.343888,0.0721731,0.142614,-0.0256667,0.0455516,0.150557,0.0316905,-0.111984,-0.0791336,0.0651266,-0.0386825,-0.0502543,0.112871,0.124935,0.0764614,0.110903,-0.0344369,0.0442134,-0.179182,0.0747716,-0.081708,-0.140166,0.246351,-0.0420761
O14295,0.339057,0.0798418,0.154766,-0.0252249,0.0404787,0.165035,0.0123572,-0.108742,-0.0749802,0.0930084,-0.0446305,-0.047147,0.102771,0.111956,0.0813292,0.076956,-0.0365899,0.0553496,-0.191656,0.0812371,-0.11514,-0.145375,0.252484,-0.0222575
O14299,0.310003,0.0695652,0.154685,-0.0553067,0.0296972,0.18402,0.0475495,-0.0952077,-0.0731774,0.0923301,-0.0423438,-0.0512805,0.114869,0.113574,0.0707521,0.0943138,-0.00310068,0.0565945,-0.170425,0.100503,-0.104375,-0.141144,0.255151,-0.047761
P53599,0.324802,0.0834741,0.150327,-0.0259317,0.0317405,0.159788,0.0447864,-0.0779177,-0.0500516,0.0772992,-0.0664378,-0.0625457,0.110339,0.109391,0.0550394,0.0993852,-0.0278352,0.055167,-0.196537,0.0688876,-0.0938736,-0.154384,0.250455,-0.0502323
O74736,0.32426,0.0927088,0.131095,-0.047517,0.0391145,0.179988,0.0283139,-0.0954584,-0.0408876,0.0744623,-0.0459915,-0.0630075,0.118394,0.129006,0.0752544,0.0940594,-0.04005,0.052631,-0.190217,0.0726567,-0.117328,-0.132008,0.248843,-0.0328971
P50947,0.322474,0.079904,0.12969,-0.0502977,0.0553913,0.172952,0.0193644,-0.116173,-0.0653684,0.0702468,-0.0641415,-0.0724731,0.117659,0.104784,0.0597764,0.0921407,-0.0261454,0.0614774,-0.188731,0.0891246,-0.0831498,-0.141388,0.246576,-0.0404573
P53163,0.357674,0.0826007,0.129208,-0.0332176,0.0653,0.175585,0.0205225,-0.0864196,-0.0552352,0.0729242,-0.0454712,-0.0829942,0.0906775,0.133146,0.0622561,0.0857188,-0.00548102,0.0690909,-0.18143,0.0874981,-0.0840422,-0.140205,0.271809,-0.0458561
Q9USJ9,0.337556,0.0770315,0.155345,-0.0262278,0.0689554,0.184953,0.0481298,-0.0968469,-0.0796112,0.068408,-0.0548131,-0.0845214,0.0947228,0.139598,0.076692,0.0832288,-0.015923,0.0539109,-0.186975,0.0771457,-0.11679,-0.12858,0.285111,-0.036341
Q9UT24,0.33275,0.0846203,0.143545,-0.026595,0.0671959,0.160213,0.0172256,-0.108084,-0.0715618,0.0836855,-0.033113,-0.0837882,0.0905407,0.10883,0.0872095,0.0732972,-0.0089853,0.0457541,-0.169202,0.0813105,-0.108747,-0.147626,0.277381,-0.0381445
P32639,0.30911,0.0834315,0.134251,-0.0419543,0.0432898,0.160653,0.0175935,-0.0744732,-0.0770968,0.09865,-0.031531,-0.0433444,0.0878816,0.116302,0.0790347,0.0963131,-0.00361374,0.0718069,-0.155036,0.0766795,-0.0868766,-0.150526,0.268647,-0.0416892
P07284,0.325275,0.10346,0.14635,-0.0243306,0.0316003,0.162573,0.0350212,-0.11978,-0.0508786,0.0681011,-0.0368764,-0.0835437,0.0935126,0.12181,0.0646566,0.114213,-0.00848837,0.0533997,-0.199226,0.0877917,-0.0941446,-0.122193,0.282333,-0.0275704
O14018,0.360157,0.0961055,0.14258,-0.0589418,0.053709,0.172888,0.018429,-0.0949645,-0.042118,0.0932963,-0.0412894,-0.0504255,0.102228,0.142159,0.0751243,0.0791788,-0.00271912,0.0534123,-0.174128,0.098222,-0.101349,-0.118991,0.254815,-0.017372
Q9UUB8,0.343163,0.0728111,0.134802,-0.0489517,0.0534455,0.188594,0.0101966,-0.114013,-0.0730893,0.0854521,-0.0523426,-0.0487549,0.0960151,0.111218,0.0876941,0.103631,-0.0369989,0.0481579,-0.179487,0.083164,-0.106639,-0.119101,0.267324,-0.0259364
P32860,0.340378,0.0889949,0.130129,-0.0314959,0.0408458,0.172173,0.0314345,-0.116644,-0.070466,0.074899,-0.06668,-0.076363,0.0903967,0.120672,0.0640231,0.0850837,-0.013823,0.0737519,-0.199098,0.0720652,-0.109688,-0.12501,0.271206,-0.0560446
P30655,0.338542,0.103409,0.154361,-0.044557,0.0689034,0.179189,0.0295469,-0.116664,-0.0814548,0.0882361,-0.061663,-0.0515705,0.0924565,0.112839,0.0589655,0.0962731,-0.0155386,0.0456724,-0.183342,0.112169,-0.103221,-0.139982,0.293675,-0.0410982
P30656,0.331965,0.0752442,0.17149,-0.0549136,0.0321897,0.1862,0.0426874,-0.0841115,-0.0505239,0.087757,-0.0377698,-0.0544607,0.114819,0.107225,0.0898415,0.0869204,-0.0214756,0.0520508,-0.196881,0.0903632,-0.0881393,-0.135995,0.289611,-0.038532
P00560,0.336699,0.0785227,0.147607,-0.0382817,0.0248794,0.157091,0.0234994,-0.0855997,-0.0588832,0.0663012,-0.0497229,-0.0533618,0.107214,0.117856,0.0637371,0.0801315,-0.017153,0.0797341,-0.200375,0.0901153,-0.111358,-0.15637,0.270152,-0.0407093
O60101,0.370938,0.0699276,0.131629,-0.0378338,0.0363332,0.172878,0.0347537,-0.0894544,-0.0706752,0.0898531,-0.0585328,-0.0615148,0.109414,0.106485,0.0535463,0.0950836,-0.0317452,0.0470566,-0.185714,0.105718,-0.101863,-0.144555,0.263556,-0.0298642
Q04121,0.345469,0.101996,0.122579,-0.0239963,0.0268238,0.168972,0.0155145,-0.115222,-0.0397331,0.0634184,-0.0312063,-0.0775786,0.109379,0.1104,0.0742358,0.104534,-0.00244073,0.0385205,-0.194956,0.0895781,-0.0998336,-0.11854,0.251313,-0.0191243
O13726,0.337986,0.0680995,0.149568,-0.0249466,0.0579665,0.170274,0.0431895,-0.0798428,-0.0662516,0.0823169,-0.0386577,-0.0677973,0.121675,0.105936,0.0785356,0.0715417,0.00154899,0.045128,-0.172408,0.0924357,-0.0789373,-0.142704,0.237287,-0.040255
P40348,0.315935,0.0567826,0.150616,-0.0501206,0.0512223,0.175043,0.016015,-0.107414,-0.068997,0.0797218,-0.039095,-0.0752001,0.109416,0.0914225,0.0472043,0.103951,-0.0293909,0.0410202,-0.176799,0.0820509,-0.113225,-0.117619,0.243172,-0.0187982
Q09843,0.33292,0.0942743,0.128822,-0.0404596,0.056555,0.159327,0.0255577,-0.0811946,-0.0732176,0.0682377,-0.0373301,-0.0811824,0.0954775,0.107486,0.060053,0.0869461,-0.0324361,0.0493086,-0.158719,0.0792259,-0.107889,-0.130382,0.250286,-0.0353084
Q07648,0.332859,0.0907034,0.132061,-0.0200457,0.0301253,0.167441,0.0280105,-0.122387,-0.0438609,0.0903841,-0.0325755,-0.0749841,0.119257,0.143955,0.0887753,0.0792358,-0.0376306,0.0717285,-0.188649,0.0767889,-0.12495,-0.151081,0.255628,-0.0177437
O14274,0.315133,0.0961122,0.141042,-0.0254099,0.0339341,0.164705,0.0457297,-0.102898,-0.0423493,0.101612,-0.0548388,-0.0813145,0.123197,0.126415,0.0815674,0.100301,-0.0367367,0.0460054,-0.193105,0.0914148,-0.0952779,-0.124249,0.245335,-0.0282196
O94264,0.344413,0.085379,0.140248,-0.042884,0.0559716,0.172394,0.0319938,-0.11634,-0.0722149,0.10187,-0.0686391,-0.0878023,0.118506,0.134271,0.0506472,0.119629,-0.0321707,0.0701353,-0.173829,0.104231,-0.0865773,-0.130198,0.258408,-0.0304499
P35728,0.340349,0.0778135,0.131368,-0.0206625,0.0493777,0.16102,0.0152615,-0.108092,-0.0587164,0.0708928,-0.0423852,-0.0862829,0.129047,0.102726,0.0697221,0.119357,-0.00187588,0.0736391,-0.196593,0.0989483,-0.0857734,-0.144217,0.278688,-0.025504
O14046,0.327938,0.0758697,0.157271,-0.0280112,0.0560685,0.157701,0.0219821,-0.107997,-0.0485615,0.084927,-0.0617009,-0.0693172,0.10602,0.115603,0.0484439,0.0706222,-0.012394,0.0500071,-0.171074,0.0757644,-0.111665,-0.131555,0.261301,-0.0502383
P23968,0.323722,0.062906,0.131587,-0.0557258,0.061084,0.1618,0.0158944,-0.117722,-0.0710474,0.0987037,-0.0497961,-0.0648203,0.122715,0.12832,0.0456199,0.1095,-0.00943045,0.0734579,-0.156558,0.0786276,-0.0838242,-0.151398,0.276742,-0.0170849
O94263,0.321714,0.085526,0.160268,-0.037058,0.0524715,0.185119,0.00994916,-0.0904476,-0.0567074,0.104675,-0.039686,-0.0775787,0.105412,0.120143,0.0461688,0.0975368,-0.0120521,0.0408282,-0.167862,0.105579,-0.096011,-0.121144,0.285199,-0.0541734
P24482,0.347833,0.0682042,0.124853,-0.0594793,0.0521677,0.169094,0.0416157,-0.103416,-0.0547904,0.0684297,-0.0443974,-0.0532236,0.0929158,0.131085,0.0489224,0.100678,-0.0333848,0.0692565,-0.175858,0.0667661,-0.0902821,-0.133261,0.257648,-0.0310352
O74733,0.34874,0.0839884,0.153445,-0.0375836,0.0313092,0.167571,0.0152896,-0.0872854,-0.0500788,0.102187,-0.0597896,-0.0539892,0.103778,0.101858,0.0661524,0.109107,-0.0303641,0.0371925,-0.171137,0.0711138,-0.0934978,-0.14645,0.252964,-0.0165045
Q06632,0.319573,0.0985461,0.164052,-0.0596925,0.0465873,0.171518,0.0201968,-0.120457,-0.0384774,0.101665,-0.0323785,-0.0597896,0.0947047,0.114064,0.0475566,0.0974375,-0.0298023,0.0599747,-0.163474,0.080308,-0.0994257,-0.125001,0.278469,-0.0359811
P38810,0.32911,0.0909168,0.166153,-0.0613258,0.0473304,0.162613,0.0259326,-0.116975,-0.0416117,0.0774406,-0.0320964,-0.0541381,0.0920613,0.124391,0.0552513,0.11673,-0.0378731,0.0455445,-0.17943,0.101409,-0.0942882,-0.136964,0.27879,-0.0265512
Q9USS7,0.314635,0.0832916,0.128773,-0.0603837,0.0426194,0.18696,0.0182995,-0.10539,-0.0560924,0.0916619,-0.0438534,-0.0459817,0.107309,0.128234,0.0737831,0.113069,-0.0218304,0.078802,-0.156908,0.0697158,-0.0974016,-0.147949,0.273315,-0.0421835
P40350,0.340658,0.0845433,0.163089,-0.0510652,0.0257606,0.170036,0.0432589,-0.0851035,-0.071235,0.0772644,-0.0616659,-0.0761777,0.110506,0.119041,0.0820453,0.0742627,-0.0360397,0.0552182,-0.182018,0.0786988,-0.115355,-0.133314,0.2487,-0.0177311
O60061,0.348564,0.0858848,0.136718,-0.0281969,0.056802,0.195977,0.0150308,-0.0859171,-0.0495166,0.0732384,-0.0355595,-0.0494732,0.0939617,0.11635,0.0643099,0.112239,-0.0290597,0.0437625,-0.174664,0.0669576,-0.114917,-0.12658,0.277274,-0.0375298
P09064,0.320402,0.0639695,0.138149,-0.0403834,0.0312963,0.182432,0.026449,-0.0926357,-0.0655549,0.0835266,-0.0699784,-0.0449027,0.114669,0.115443,0.0864885,0.103581,-0.0440374,0.0633436,-0.18947,0.0929463,-0.0884169,-0.148967,0.267544,-0.01682
P56329,0.315722,0.0915504,0.146006,-0.0283898,0.0275195,0.167032,0.0165721,-0.0855636,-0.0609051,0.0611885,-0.0534085,-0.0703946,0.11216,0.110983,0.0610498,0.106596,-0.0410917,0.0491491,-0.156987,0.0905997,-0.0869417,-0.151755,0.270258,-0.0120023
O13768,0.351843,0.0795552,0.14496,-0.0647394,0.0277778,0.189738,0.0426994,-0.110911,-0.0653602,0.109208,-0.0378475,-0.0750234,0.117912,0.129278,0.0600412,0.0933439,-0.0354346,0.0423735,-0.176658,0.0927182,-0.0962121,-0.144508,0.268424,-0.0211799
Q00578,0.323316,0.0557384,0.134855,-0.0177548,0.0246648,0.166574,0.0411817,-0.107866,-0.0432723,0.0662771,-0.0533877,-0.0588433,0.0981509,0.128549,0.0698127,0.0774412,-0.00892944,0.0667389,-0.165816,0.0916606,-0.0943451,-0.114676,0.260602,-0.0098617
P53692,0.336482,0.106023,0.155065,-0.0258963,0.0493492,0.169897,0.0122921,-0.102848,-0.0820008,0.0872754,-0.0559877,-0.0672132,0.0944526,0.122585,0.0651723,0.0793431,-0.0134148,0.082041,-0.182277,0.106298,-0.106544,-0.167895,0.275764,-0.0326263
Q12749,0.320012,0.0757308,0.136358,-0.028417,0.0497229,0.179219,0.0206395,-0.117048,-0.0508447,0.104231,-0.0429177,-0.0672828,0.0893373,0.10787,0.0527019,0.0866325,-0.00488194,0.0556878,-0.179898,0.10627,-0.0879834,-0.149556,0.287312,-0.049442
P10964,0.343821,0.10008,0.145119,-0.0474995,0.0517426,0.165206,0.0344353,-0.103054,-0.0665403,0.0694434,-0.049378,-0.0798839,0.0889935,0.112133,0.0587166,0.0936955,-0.0104441,0.0543088,-0.174657,0.112042,-0.111126,-0.155533,0.278793,-0.0325094
P15398,0.340579,0.0844022,0.135609,-0.0247197,0.0658282,0.182375,0.0494148,-0.107044,-0.0704729,0.0802415,-0.034933,-0.044627,0.120269,0.102557,0.0785518,0.0967539,-0.004276,0.0782408,-0.173308,0.0959345,-0.0985805,-0.149483,0.267087,-0.0222151
P36603,0.331825,0.082753,0.162313,-0.0442745,0.0478553,0.188263,0.0322997,-0.0990167,-0.0676327,0.0847459,-0.0544422,-0.0499678,0.0833476,0.137205,0.0822267,0.0792964,-0.0108328,0.0433054,-0.198045,0.0738155,-0.0822177,-0.134083,0.261724,-0.0311831
P09938,0.316036,0.0722884,0.149248,-0.0513841,0.0294899,0.16856,0.0140504,-0.116623,-0.066093,0.0774518,-0.0332215,-0.0418246,0.0952402,0.130501,0.0527116,0.0754796,-0.0292901,0.0453211,-0.196224,0.0986049,-0.0947872,-0.152702,0.279085,-0.0364705
P32875,0.34082,0.0706674,0.138502,-0.0214682,0.065701,0.192862,0.0144441,-0.118486,-0.0650033,0.0801689,-0.0285063,-0.0652506,0.106319,0.0959791,0.0873312,0.0816349,-0.0143397,0.0523938,-0.157248,0.107163,-0.0882599,-0.127258,0.272197,-0.0236238
O13642,0.344779,0.101911,0.149616,-0.0212353,0.0544937,0.169949,0.0202954,-0.0867759,-0.0523644,0.0922397,-0.0390073,-0.0754324,0.0950195,0.126534,0.0902163,0.0885145,-0.0319515,0.0811005,-0.202062,0.0743376,-0.098849,-0.124122,0.275872,-0.0235295
O43091,0.327496,0.0731779,0.123955,-0.0251712,0.0310656,0.159144,0.00833439,-0.113165,-0.0495894,0.0787402,-0.0648847,-0.0723707,0.108053,0.121887,0.0884409,0.0893893,-0.0140958,0.0752441,-0.186116,0.100808,-0.117797,-0.14339,0.2783,-0.0359723
P18900,0.307901,0.0636537,0.135829,-0.0358175,0.0406345,0.171618,0.0189604,-0.081911,-0.0383454,0.0683,-0.0491779,-0.0463147,0.0982608,0.125965,0.0694622,0.0687759,0.00176045,0.0696101,-0.180691,0.0927861,-0.112668,-0.137038,0.262557,-0.0391777
O59712,0.318378,0.0929092,0.134911,-0.0282833,0.0578894,0.174366,0.0349824,-0.0814207,-0.0515463,0.0939122,-0.0643675,-0.0477078,0.119926,0.123644,0.053681,0.0942161,-0.0153175,0.0701582,-0.180535,0.105046,-0.101073,-0.126857,0.265121,-0.0395657
P27514,0.312205,0.0820591,0.141212,-0.0393727,0.0227109,0.182171,0.0298515,-0.0854887,-0.070221,0.0630958,-0.0641426,-0.0657484,0.103951,0.0991026,0.0681728,0.0860111,-0.0333806,0.045619,-0.171365,0.0845324,-0.105131,-0.129767,0.261987,-0.0343689
P40986,0.356381,0.0845962,0.133799,-0.0443675,0.0368754,0.161991,0.0307698,-0.083563,-0.0505097,0.0960959,-0.0529273,-0.0637021,0.128854,0.13569,0.0536261,0.112782,-0.0430923,0.0728213,-0.167812,0.0860578,-0.0870505,-0.152909,0.262429,-0.041565
Q9UUH0,0.340133,0.0863371,0.141077,-0.0272217,0.0483059,0.146271,0.0221679,-0.0898867,-0.0747313,0.0923022,-0.0304888,-0.0635946,0.106696,0.133756,0.0732408,0.08193,-0.03547,0.0471965,-0.189146,0.0724579,-0.0807744,-0.134299,0.24908,-0.0482211
P43549,0.312467,0.101267,0.154432,-0.0538705,0.0643482,0.162283,0.0486466,-0.105771,-0.0610376,0.06494,-0.0382977,-0.0734429,0.102958,0.1272,0.066563,0.0717911,-0.00463484,0.0729404,-0.167247,0.0989417,-0.106874,-0.133761,0.264435,-0.0538465
Q9P7T9,0.334464,0.0997829,0.144501,-0.0409351,0.0405971,0.180148,0.0234216,-0.0746391,-0.0728482,0.0899766,-0.0549692,-0.0709786,0.101602,0.132389,0.0697797,0.0924042,0.000444436,0.0632251,-0.151002,0.0660031,-0.116469,-0.11933,0.234627,-0.0315915
Q9C1X2,0.338686,0.0826452,0.133016,-0.0357731,0.0647566,0.196884,0.0433438,-0.100341,-0.0508882,0.0737767,-0.0626007,-0.0609872,0.106539,0.137665,0.0720892,0.0931852,-0.0345502,0.045212,-0.197629,0.10875,-0.0968742,-0.137724,0.269354,-0.0373854
P46681,0.316895,0.081299,0.162601,-0.0193042,0.0463595,0.170863,0.0440789,-0.115081,-0.0655396,0.079722,-0.0429461,-0.05935,0.103336,0.126194,0.0738995,0.100348,-0.0115657,0.0617439,-0.196906,0.0680803,-0.112801,-0.157023,0.249836,-0.0189578
Q9USZ5,0.33293,0.076838,0.165606,-0.0310729,0.0275642,0.200241,0.045037,-0.102033,-0.0727117,0.0901059,-0.0452289,-0.070461,0.115038,0.117955,0.0728811,0.0771875,-0.0353661,0.0676192,-0.169139,0.0871184,-0.118656,-0.142521,0.259744,-0.0212026
P38334,0.357645,0.0880402,0.154082,-0.0273077,0.0477512,0.191854,0.0228938,-0.0910341,-0.0697845,0.0739311,-0.0644559,-0.0548607,0.128106,0.113562,0.0527319,0.0857512,-0.0113915,0.0548664,-0.169025,0.0802992,-0.124152,-0.1283,0.265891,-0.0211205
P38915,0.329893,0.0647277,0.132019,-0.020509,0.0416682,0.182055,0.0368861,-0.0855413,-0.0638887,0.0858992,-0.0637185,-0.0695305,0.122328,0.111748,0.0577634,0.0772127,-0.00940525,0.0788837,-0.179941,0.0843327,-0.104564,-0.125078,0.275567,-0.0332417
O60097,0.329927,0.0733596,0.143176,-0.0345118,0.0521111,0.166397,0.0423895,-0.108905,-0.0759298,0.0877049,-0.055125,-0.0483728,0.0980013,0.111995,0.0690084,0.0797971,-0.0255876,0.0449192,-0.182118,0.0665003,-0.0831944,-0.141181,0.247755,-0.030922
P29469,0.355333,0.0700521,0.13977,-0.05966,0.0475216,0.200738,0.0158442,-0.113083,-0.0818995,0.0733438,-0.0498608,-0.0503233,0.116626,0.108607,0.0578471,0.101259,-0.0348236,0.0685044,-0.200585,0.0968898,-0.0877054,-0.139571,0.267484,-0.053974
